N	2gram	Tiupa_Teor_1	Myslijsy
1	потому что	3	49
2	то есть	12	30
3	и в	18	24
4	в душе	8	23
5	может быть	17	23
6	то что	3	20
7	и не	13	19
8	в том	16	18
9	а не	9	18
10	что в	9	16
11	не только	16	15
12	по себе	1	15
13	того же	3	14
14	при этом	12	13
15	в слове	3	13
16	не в	7	13
17	было бы	1	13
18	то же	7	12
19	но не	9	12
20	не может	4	12
21	таким образом	3	11
22	вместе с	2	11
23	если бы	3	11
24	что и	2	11
25	только в	6	11
26	тогда как	15	10
27	как в	5	10
28	звука и	1	10
29	в себе	9	10
30	для него	2	10
31	так что	1	10
32	так как	1	10
33	независимо от	1	9
34	в нем	4	9
35	вовсе не	3	9
36	но и	9	9
37	как бы	5	9
38	точно так	1	9
39	и на	1	8
40	а только	3	8
41	в этом	8	8
42	более или	2	8
43	том что	9	8
44	или менее	2	8
45	в одно	2	8
46	могут быть	4	8
47	а в	13	8
48	в чем	1	7
49	во всех	1	7
50	как и	4	7
51	зрения и	2	7
52	не могут	2	7
53	быть может	1	7
54	прежде всего	2	7
55	тем что	1	7
56	того что	4	7
57	между двумя	3	6
58	и как	2	6
59	и того	3	6
60	одного и	3	6
61	тем не	3	6
62	в то	6	6
63	связи с	1	6
64	свою очередь	2	6
65	между тем	5	6
66	и только	1	6
67	в одном	2	6
68	с другой	7	6
69	не было	1	6
70	в ряду	1	6
71	этого слова	3	6
72	в свою	3	6
73	по поводу	1	6
74	столь же	2	5
75	а и	4	5
76	что они	1	5
77	на то	1	5
78	есть не	1	5
79	не менее	4	5
80	по крайней	1	5
81	и наоборот	1	5
82	так и	10	5
83	о том	1	5
84	с другими	5	5
85	крайней мере	1	5
86	тот же	1	5
87	бы ни	1	5
88	слова в	2	5
89	из них	1	5
90	в них	2	5
91	для того	1	5
92	что не	1	5
93	и их	1	5
94	в которой	2	5
95	а между	1	4
96	к другому	1	4
97	в самом	4	4
98	еще не	4	4
99	одним словом	1	4
100	внутренняя форма	1	4
101	но в	9	4
102	уже не	4	4
103	из этих	3	4
104	заключает в	1	4
105	внешнего мира	2	4
106	с тем	1	4
107	место в	5	4
108	они не	1	4
109	тем самым	4	4
110	для меня	2	4
111	подобно тому	1	4
112	то время	1	4
113	так в	4	4
114	никогда не	4	4
115	и что	3	4
116	что он	1	4
117	с одной	2	4
118	если не	1	4
119	тому как	1	4
120	этот звук	1	4
121	говоря о	3	3
122	например в	1	3
123	человека и	1	3
124	и то	2	3
125	на деле	2	3
126	тем же	1	3
127	той же	1	3
128	но она	2	3
129	что его	1	3
130	если в	2	3
131	со стороны	2	3
132	хотя и	3	3
133	что это	1	3
134	в целом	3	3
135	во многих	1	3
136	с чем	1	3
137	что она	2	3
138	при виде	1	3
139	отношений между	1	3
140	могла бы	2	3
141	его в	2	3
142	это не	2	3
143	и тем	3	3
144	рядом с	1	3
145	далеко не	2	3
146	в этих	3	3
147	другим и	1	3
148	но во	1	3
149	ни было	1	3
150	бы быть	1	3
151	и притом	2	3
152	в каком	1	3
153	оно не	1	3
154	если мы	2	3
155	те же	1	3
156	не с	3	3
157	мог бы	3	3
158	мы в	2	3
159	в словах	1	3
160	на вопрос	1	3
161	вслед за	2	3
162	входят в	1	3
163	что для	1	3
164	одной стороны	2	3
165	в самой	2	3
166	мы говорим	1	3
167	слова и	1	3
168	и для	2	3
169	и от	1	3
170	с ними	1	3
171	все что	1	3
172	также что	1	2
173	на две	3	2
174	отношения к	2	2
175	не во	1	2
176	вопрос о	1	2
177	мы легко	2	2
178	с его	5	2
179	тем как	1	2
180	совсем не	1	2
181	не все	3	2
182	с которыми	1	2
183	по отношению	4	2
184	за пределы	2	2
185	сама по	1	2
186	если на	1	2
187	могли бы	2	2
188	в действительности	1	2
189	при чтении	2	2
190	все эти	2	2
191	в нашем	4	2
192	но на	1	2
193	время и	1	2
194	состоит в	17	2
195	поэтому оно	1	2
196	и по	2	2
197	на этом	1	2
198	одно и	1	2
199	ни был	2	2
200	в каждом	1	2
201	в другом	3	2
202	в жизни	2	2
203	должно быть	1	2
204	не столько	1	2
205	как совокупность	1	2
206	от себя	3	2
207	но он	3	2
208	их в	3	2
209	не должно	1	2
210	остановимся на	1	2
211	вбирает в	1	2
212	тому что	2	2
213	а а	5	2
214	и его	8	2
215	сказать что	3	2
216	того чтобы	1	2
217	вытекает из	1	2
218	же время	5	2
219	у нас	2	2
220	превращается в	2	2
221	его с	1	2
222	указывает на	1	2
223	и это	2	2
224	что все	1	2
225	к нам	2	2
226	в собственном	1	2
227	в себя	3	2
228	что может	2	2
229	как содержание	1	2
230	видно из	1	2
231	после того	1	2
232	и здесь	2	2
233	и поэтому	1	2
234	для говорящего	1	2
235	звуков в	1	2
236	это было	2	2
237	существования в	2	2
238	состоит не	1	2
239	этом смысле	2	2
240	в формах	2	2
241	один из	2	2
242	мы видим	1	2
243	в какой	2	2
244	во времени	3	2
245	есть в	2	2
246	с нею	1	2
247	других в	1	2
248	в пространстве	2	2
249	у него	1	2
250	к которому	3	2
251	а с	3	2
252	себя и	1	2
253	между ними	4	2
254	быть названо	2	2
255	не на	2	2
256	при воспоминании	1	2
257	в связи	1	2
258	имея в	1	2
259	так же	2	2
260	и потому	2	2
