N	2gram	Bakhtin_Fr_4	formyVre
1	и в	29	50
2	то есть	21	33
3	в романе	10	32
4	в этом	11	25
5	в нем	5	24
6	и его	8	16
7	в литературе	4	16
8	прежде всего	8	15
9	как мы	10	14
10	и не	16	14
11	в его	8	13
12	вовсе не	9	13
13	как раз	2	13
14	так и	11	12
15	человека и	1	11
16	то же	10	11
17	мы уже	10	11
18	таким образом	20	11
19	может быть	2	11
20	и как	3	10
21	но в	12	10
22	времени и	2	10
23	с его	4	9
24	все эти	9	9
25	роль в	3	9
26	не только	10	9
27	в то	10	9
28	ничего не	1	9
29	же время	8	9
30	в том	7	9
31	в конце	9	9
32	в других	2	9
33	в особенности	2	9
34	и др	4	9
35	того же	5	8
36	и на	11	8
37	в самом	1	8
38	ни в	2	8
39	жизни в	2	8
40	но и	9	8
41	и их	3	8
42	как и	12	8
43	жизни и	4	8
44	это время	1	7
45	так сказать	2	7
46	и во	1	7
47	в условиях	1	7
48	как в	2	6
49	с этим	1	6
50	все же	3	6
51	это не	5	6
52	и того	1	6
53	в их	2	6
54	так как	7	6
55	с ее	3	6
56	в ее	3	6
57	в дальнейшем	3	6
58	связи с	2	6
59	в жизни	2	6
60	у него	5	6
61	то что	4	6
62	в частности	3	6
63	не может	2	6
64	так же	7	6
65	в результате	4	6
66	и все	13	6
67	и до	5	5
68	время как	1	5
69	еще не	4	5
70	но не	2	5
71	и у	2	5
72	этот процесс	6	5
73	он не	3	5
74	всех этих	3	5
75	значение в	1	5
76	одного и	1	5
77	в основе	2	5
78	того чтобы	3	5
79	точки зрения	4	5
80	в разных	3	5
81	только и	1	5
82	но все	1	5
83	в образе	4	5
84	если бы	1	5
85	романа в	1	5
86	до нас	2	5
87	для того	3	5
88	в связи	1	5
89	что в	1	5
90	и другие	2	5
91	и то	2	4
92	и это	2	4
93	этого мира	1	4
94	уже указывали	1	4
95	конечно и	3	4
96	в ней	3	4
97	в своем	3	4
98	конечно не	4	4
99	то время	2	4
100	раз в	2	4
101	на площади	2	4
102	время и	2	4
103	и с	9	4
104	в них	7	4
105	в последующей	1	4
106	том что	3	4
107	в котором	2	4
108	здесь на	1	4
109	потому что	1	4
110	как человек	1	4
111	в последующие	1	4
112	здесь не	3	4
113	жизнь и	4	4
114	только в	2	4
115	между этими	1	4
116	характерно что	1	4
117	и т.п	12	4
118	до конца	5	4
119	на этой	2	4
120	нет ничего	2	4
121	в той	2	4
122	все это	4	4
123	кроме того	2	4
124	и для	2	4
125	вполне понятно	1	4
126	том числе	3	4
127	отношения к	1	3
128	по преимуществу	3	3
129	в какой-то	1	3
130	а как	2	3
131	мы не	1	3
132	большую роль	2	3
133	в сущности	6	3
134	в виду	2	3
135	всем этим	1	3
136	в быту	1	3
137	хотя и	2	3
138	романе не	2	3
139	здесь дается	2	3
140	в себе	3	3
141	при этом	3	3
142	одно и	1	3
143	в основу	2	3
144	его в	9	3
145	входит в	1	3
146	и других	3	3
147	и дает	2	3
148	между ними	2	3
149	в этих	2	3
150	в отношении	1	3
151	что было	1	3
152	их в	2	3
153	но они	4	3
154	друг друга	2	3
155	чем не	1	3
156	уже говорили	5	3
157	этом отношении	1	3
158	к тому	2	3
159	и образ	1	3
160	формы и	2	3
161	все его	1	3
162	нас в	1	3
163	что и	1	3
164	в форме	1	3
165	с нашей	1	3
166	один из	4	3
167	мы видим	3	3
168	одной из	2	3
169	поэтому и	5	3
170	и ее	1	3
171	с одной	2	3
172	со всеми	1	3
173	в качестве	3	3
174	только на	1	3
175	был бы	1	3
176	в одном	1	3
177	до сих	1	3
178	связаны с	2	3
179	с мотивом	1	3
180	именно в	2	3
181	мы еще	1	3
182	человек в	1	3
183	мира в	1	3
184	на фоне	1	3
185	и потому	1	3
186	да и	2	3
187	сих пор	1	3
188	или в	2	3
189	еще более	1	3
190	сказать что	5	3
191	они не	2	3
192	к этому	2	3
193	в таком	1	3
194	смысле слова	1	2
195	нем нет	1	2
196	также и	4	2
197	обычно в	1	2
198	же как	1	2
199	xvii века	1	2
200	она обычно	1	2
201	здесь и	3	2
202	в строгом	1	2
203	той же	3	2
204	дан в	1	2
205	но она	2	2
206	принадлежит к	1	2
207	они были	3	2
208	жизни это	1	2
209	момент в	1	2
210	на них	2	2
211	в различных	2	2
212	в чем	3	2
213	не без	1	2
214	но конечно	3	2
215	происходит в	1	2
216	нет и	1	2
217	же и	3	2
218	для всех	1	2
219	стороны и	1	2
220	с их	1	2
221	и к	2	2
222	мир и	2	2
223	историческая действительность	1	2
224	в этот	1	2
225	ее целом	1	2
226	в целом	1	2
227	тому же	1	2
228	в нашем	4	2
229	как бы	8	2
230	удельный вес	1	2
231	как он	2	2
232	не как	1	2
233	новое и	2	2
234	уже не	2	2
