N	3gram	Tiupa_Anal_2	Problema
1	о том что	6	14
2	тем не менее	3	12
3	в таком случае	2	10
4	и то что	2	7
5	в этом случае	4	7
6	по крайней мере	3	6
7	так или иначе	1	6
8	в этом смысле	2	5
9	в данном случае	5	5
10	с одной стороны	4	5
11	в связи с	1	5
12	того или иного	3	5
13	с другой стороны	2	5
14	то же самое	1	5
15	более или менее	1	4
16	как раз и	1	4
17	на то что	2	4
18	в то же	2	4
19	сама по себе	1	4
20	в том что	6	4
21	что иное как	1	3
22	хотя бы и	1	3
23	но и в	1	3
24	только то что	1	3
25	точно так же	1	3
26	и в этом	4	3
27	не может быть	1	3
28	есть не что	1	3
29	можно сказать что	1	3
30	не что иное	1	3
31	крайней мере в	1	2
32	в самом деле	1	2
33	никак не может	1	2
34	имеется в виду	1	2
35	сами по себе	1	2
36	можно было бы	2	2
37	содержит в себе	3	2
38	не имеет никаких	1	2
39	не только в	2	2
40	то что она	1	2
41	и тот же	1	2
42	но и не	1	2
43	не так уж	1	2
44	не совпадает с	1	2
45	в частности в	2	2
46	заключается в том	1	2
47	то есть в	2	2
48	не только не	2	2
49	подобно тому как	3	2
50	том или ином	2	2
51	тот же самый	1	1
52	и не требует	1	1
53	в таких условиях	1	1
54	это слово в	1	1
55	одним и тем	1	1
56	внимание на то	1	1
57	свидетельствует о том	1	1
58	а в том	1	1
59	несмотря на то	1	1
60	обратим внимание на	1	1
61	как мы надеемся	1	1
62	в результате чего	2	1
63	то есть вне	1	1
64	между тем как	1	1
65	в этом отношении	3	1
66	что она не	1	1
67	речи то есть	1	1
68	что в конце	1	1
69	самостоятельное художественное значение	1	1
70	то и другое	1	1
71	в противоречие с	1	1
72	они относятся к	1	1
73	зачем же нам	1	1
74	и особенно в	1	1
75	из рассмотренных выше	1	1
76	и то же	1	1
77	когда говорится о	1	1
78	как один из	1	1
79	в известном смысле	1	1
80	в нашем случае	1	1
81	в том или	2	1
82	него некоторого рода	1	1
83	что нам уже	1	1
84	уже и не	1	1
85	то что на	1	1
86	до такой степени	1	1
87	таком случае в	1	1
88	а то что	1	1
89	нельзя сказать что	1	1
90	и тем же	1	1
91	и тем самым	2	1
92	но отнюдь не	1	1
93	ни одна из	1	1
94	не только на	1	1
95	не все что	1	1
96	и не знает	1	1
97	той или иной	3	1
98	не менее в	1	1
99	ни о чем	1	1
100	и представляет собой	1	1
101	тому как мы	1	1
102	также и на	1	1
103	в этих случаях	1	1
104	как система знаков	1	1
105	в данном контексте	1	1
106	с самим собою	1	1
107	в свое время	1	1
