N	4gram	Voloshinov_1	Psycholo
1	одной и той же	2	3
2	в собственном смысле слова	1	2
3	только благодаря тому что	1	1
4	мы никогда не найдем	1	1
5	одного и того же	1	1
6	убедиться в том что	1	1
7	от тех или иных	1	1
8	одни и те же	1	1
9	одно и то же	3	1
10	не что иное как	2	1
11	в таких словах как	1	1
12	само по себе не	1	1
13	в те времена когда	1	1
14	все сильнее и сильнее	1	1
15	и не было бы	1	1
16	но вместе с тем	1	1
17	к одному и тому	1	1
18	все больше и больше	2	1
19	но для того чтобы	2	1
20	и для того чтобы	2	1
21	одном и том же	1	1
22	одному и тому же	1	1
23	то же самое и	1	1
24	при этом не только	1	1
25	приходится иметь дело с	1	1
26	точном смысле этого слова	2	1
