N	4gram	Vygotskiy__4	Vladivir
1	свидетельствуют о том что	1	2
2	один и тот же	7	2
3	в том что в	1	2
4	мы имеем дело с	1	1
5	а с другой стороны	1	1
6	с другой стороны мы	2	1
7	в том что понятие	1	1
8	одно и то же	6	1
9	не что иное как	1	1
10	не говоря уже о	1	1
11	в то время как	1	1
12	на одной и той	2	1
13	бы то ни было	1	1
14	мы должны сказать что	1	1
15	в свое время был	1	1
16	одной и той же	4	1
17	в том виде в	1	1
18	указанием на то что	1	1
19	том виде в каком	1	1
20	не содержит в себе	1	1
21	состояла в том чтобы	1	1
22	как мы сейчас увидим	1	1
23	заключается в том чтобы	1	1
