N	2gram	Tiupa_Anal_2	Problemy
1	и не	12	31
2	и в	16	29
3	в его	2	24
4	может быть	6	24
5	в этом	18	22
6	а не	10	22
7	т е	2	21
8	в нем	1	19
9	точки зрения	4	19
10	как бы	10	19
11	для него	4	18
12	не только	16	15
13	то что	7	15
14	то же	4	14
15	не как	1	14
16	и его	4	14
17	но и	12	14
18	в пределах	9	13
19	с точки	2	13
20	уже не	4	13
21	таким образом	2	12
22	как и	14	12
23	не может	4	12
24	о себе	2	12
25	в самом	6	10
26	этом смысле	2	10
27	в то	2	10
28	только в	4	10
29	в одном	2	10
30	героя и	1	10
31	все эти	1	9
32	с его	1	9
33	это не	1	9
34	если бы	3	9
35	же время	2	9
36	о нем	1	9
37	одного сознания	1	9
38	но не	4	9
39	в романе	1	9
40	по отношению	4	8
41	самого героя	1	8
42	что в	2	8
43	по себе	2	8
44	в каждом	1	8
45	в том	12	8
46	потому что	1	8
47	в своем	4	8
48	в своей	2	8
49	отношению к	4	8
50	а как	2	7
51	и на	6	7
52	за пределы	4	7
53	и как	1	7
54	но в	6	7
55	в себе	7	7
56	самого автора	1	7
57	входит в	1	7
58	том что	12	7
59	не в	4	7
60	вовсе не	2	7
61	она не	2	7
62	так и	15	7
63	прежде всего	3	7
64	а в	3	7
65	самом деле	1	6
66	так же	2	6
67	как в	4	6
68	в целом	8	6
69	что она	2	6
70	в мире	6	6
71	его в	2	6
72	несмотря на	3	6
73	могут быть	10	6
74	к нему	1	6
75	этого мира	1	6
76	в конце	4	6
77	так как	1	6
78	как раз	4	6
79	и потому	1	6
80	все это	4	6
81	той же	2	5
82	у него	4	5
83	с их	2	5
84	перед нами	1	5
85	он не	2	5
86	было бы	3	5
87	он и	2	5
88	автора и	3	5
89	не становится	1	5
90	художественного мира	2	5
91	в сущности	4	5
92	героя а	1	5
93	и о	1	5
94	еще не	2	5
95	с ним	2	5
96	ничего не	9	5
97	между тем	2	5
98	в драме	1	5
99	нашего тезиса	1	5
100	именно в	3	5
101	более того	1	5
102	мира в	1	5
103	и т	1	4
104	идет о	1	4
105	и самого	1	4
106	тем как	1	4
107	и наконец	1	4
108	бы и	1	4
109	в этой	9	4
110	так сказать	1	4
111	человека в	1	4
112	с идеей	1	4
113	но эта	2	4
114	даже в	2	4
115	раз и	1	4
116	как мы	3	4
117	личности в	1	4
118	в произведении	2	4
119	из одного	1	4
120	в литературе	1	4
121	тем что	3	4
122	что и	3	4
123	превращается в	2	4
124	его как	2	4
125	должна была	2	4
126	что же	1	4
127	но это	1	4
128	и для	2	4
129	в результате	3	4
130	отношения к	2	3
131	отношении к	1	3
132	я не	1	3
133	он в	4	3
134	себе и	1	3
135	в художественном	1	3
136	уже в	1	3
137	диалог в	2	3
138	и до	2	3
139	подобно тому	3	3
140	лишь на	1	3
141	далеко не	1	3
142	эту особенность	1	3
143	в их	3	3
144	тому что	1	3
145	мире в	1	3
146	на котором	2	3
147	одна из	1	3
148	на него	2	3
149	никогда не	3	3
150	как будто	3	3
151	этом отношении	3	3
152	отличается от	1	3
153	если же	1	3
154	только то	1	3
155	в себя	4	3
156	приводит к	3	3
157	и здесь	1	3
158	все его	1	3
159	с другой	6	3
160	в них	1	3
161	воспринимается как	1	3
162	романа в	3	3
163	мы должны	1	3
164	во времени	2	3
165	в уста	1	3
166	от автора	2	3
167	героя с	1	3
168	за ним	1	3
169	ни в	1	3
170	сами по	1	3
171	хоть и	1	3
172	нового времени	1	3
173	целом ряде	1	3
174	тому как	3	3
175	по существу	2	3
176	есть то	1	3
177	и слово	2	3
178	и одновременно	3	3
179	бы в	3	3
180	как вы	1	3
181	не знает	3	3
182	сказать что	2	3
183	другой стороны	2	3
184	и внутренне	2	3
185	была бы	2	3
186	таким же	1	3
