N	2gram	Vygotskiy__3	Tragedij
1	и в	25	18
2	в этом	14	9
3	не только	6	8
4	и с	1	7
5	и на	6	7
6	может быть	13	7
7	как бы	10	7
8	и не	10	7
9	но в	1	6
10	и его	2	6
11	что он	6	6
12	у него	1	6
13	то же	2	5
14	все же	6	5
15	что это	5	5
16	как и	15	5
17	несмотря на	1	5
18	в то	4	5
19	в дальнейшем	1	5
20	так и	5	5
21	не может	6	5
22	к жизни	2	5
23	еще не	4	4
24	в себе	2	4
25	в целом	13	4
26	в этой	5	4
27	в нем	2	4
28	об этом	2	4
29	том что	20	4
30	и что	10	4
31	но и	4	4
32	и даже	1	4
33	прежде всего	4	4
34	так же	17	4
35	но это	5	4
36	все это	6	4
37	этот образ	1	4
38	что в	17	4
39	и все	4	4
40	то что	15	4
41	но главное	1	3
42	в мире	2	3
43	и он	1	3
44	отнюдь не	4	3
45	как в	9	3
46	в своем	4	3
47	и как	5	3
48	все эти	7	3
49	при этом	5	3
50	должно быть	2	3
51	тем самым	2	3
52	что с	4	3
53	с ее	5	3
54	и сам	3	3
55	iii в	1	3
56	мог бы	4	3
57	с ним	4	3
58	в его	15	3
59	один из	6	3
60	уже в	7	3
61	для него	5	3
62	в конце	1	3
63	один в	1	3
64	как это	7	3
65	в основном	6	3
66	и до	1	2
67	что эти	3	2
68	а как	2	2
69	никогда не	4	2
70	и то	2	2
71	столь же	7	2
72	с его	2	2
73	отношение к	1	2
74	отличие от	6	2
75	не просто	1	2
76	так что	2	2
77	как говорит	5	2
78	перед нами	10	2
79	имеет в	1	2
80	впечатление что	1	2
81	в самом	3	2
82	бы и	1	2
83	то и	4	2
84	жизнью и	1	2
85	он не	4	2
86	что она	5	2
87	но все	2	2
88	что все	1	2
89	его в	3	2
90	в это	1	2
91	к области	2	2
92	ни в	9	2
93	с тем	16	2
94	не мог	4	2
95	в ходе	1	2
96	в отличие	6	2
97	что говорит	2	2
98	вопрос о	1	2
99	не в	6	2
100	раз и	1	2
101	но они	2	2
102	одна из	2	2
103	не имеет	1	2
104	не могут	4	2
105	к тому	4	2
106	и это	4	2
107	но при	1	2
108	в ее	1	2
109	данном случае	1	2
110	первого же	1	2
111	еще в	2	2
112	создается впечатление	1	2
113	и здесь	2	2
114	о том	5	2
115	в глаза	1	2
116	что и	10	2
117	в том	23	2
118	даже если	1	2
119	который в	3	2
120	по мнению	1	2
121	между этими	1	2
122	и детей	1	2
123	уже не	2	2
124	в виде	3	2
125	не так	1	2
126	в известной	1	2
127	в одном	2	2
128	друг друга	4	2
129	не случайно	1	2
130	тем что	8	2
131	чем он	1	2
132	говорит о	1	2
133	ребенка в	12	2
134	до конца	1	2
135	ничем не	1	2
136	ребенка и	17	2
137	по контрасту	1	2
138	с первого	1	2
139	в данном	1	2
140	потому что	6	2
141	в частности	4	2
142	по поводу	1	2
143	в таком	2	2
144	точно так	1	2
145	ту же	1	1
146	одним из	5	1
147	например в	1	1
148	в сфере	2	1
149	человека и	5	1
150	что наконец	1	1
151	сам по	1	1
152	на деле	3	1
153	же по	1	1
154	на две	1	1
155	высшей степени	6	1
156	и могут	2	1
157	той же	4	1
158	смотреть на	1	1
159	не встречает	2	1
160	хотя сам	1	1
161	собой как	1	1
162	связаны между	1	1
163	что уже	1	1
164	в становлении	1	1
165	исследования в	1	1
166	слов как	1	1
167	на себя	2	1
168	ему в	1	1
169	в виду	1	1
170	начала в	1	1
171	составляет самую	1	1
172	не способен	1	1
173	в ней	1	1
174	встречается в	4	1
175	представляет собой	6	1
176	между собой	13	1
177	в чем	2	1
178	во всех	1	1
179	мысль что	1	1
180	на другой	1	1
181	но не	6	1
182	но как	3	1
183	за пределы	1	1
184	это говорит	2	1
185	опирается на	1	1
186	он перестает	1	1
187	дается в	1	1
188	и хотя	1	1
189	ребенка даже	1	1
190	роль играет	1	1
191	то в	3	1
192	понятие в	4	1
193	в которой	1	1
194	сливается с	1	1
195	он в	1	1
196	бы не	1	1
197	это тот	2	1
198	и отношения	2	1
199	как звезды	1	1
200	же слова	2	1
201	только один	1	1
202	говорит не	2	1
203	этого образа	1	1
204	как он	3	1
205	вообще не	1	1
206	берется в	1	1
207	чем у	1	1
208	к одному	5	1
209	не как	3	1
210	и по	5	1
211	на этом	3	1
212	таким образом	17	1
213	от нее	4	1
214	здесь мы	2	1
215	а затем	1	1
216	факт что	5	1
217	же не	1	1
218	за то	1	1
219	является необходимой	1	1
220	в другом	1	1
221	конечно в	2	1
222	вещей это	1	1
223	единственное что	1	1
224	в ход	4	1
225	заключается в	9	1
226	известно что	1	1
227	быть не	1	1
228	лишь на	2	1
229	этого нового	2	1
230	этом мы	1	1
231	в них	2	1
232	в высшей	6	1
233	которой он	1	1
234	когда я	1	1
235	с такой	1	1
236	ведет к	1	1
237	года спустя	1	1
238	в развитии	24	1
239	и прямо	1	1
240	же мысль	2	1
241	человека мы	2	1
242	не выдерживает	1	1
243	но если	1	1
244	и при	1	1
245	в своей	2	1
246	в такой	1	1
247	почти не	1	1
248	в котором	3	1
249	не столько	4	1
250	представление о	1	1
251	бы лучше	1	1
252	понятно что	1	1
253	значение для	1	1
254	тем не	5	1
255	речи в	4	1
256	не могли	3	1
257	по себе	7	1
258	тому что	2	1
259	ребенок не	9	1
260	не менее	6	1
261	что эта	1	1
262	самого начала	6	1
263	на котором	2	1
264	того как	3	1
265	это хорошо	1	1
266	как его	1	1
267	виду не	1	1
268	но только	3	1
269	только не	1	1
270	это мы	2	1
271	или как	1	1
272	говорит в	1	1
273	к ней	1	1
274	показал что	3	1
275	по своей	7	1
276	связь и	2	1
277	для нас	2	1
278	связи с	9	1
279	является ли	1	1
280	без слов	2	1
281	входят в	1	1
282	в области	7	1
283	перед ним	3	1
284	значение только	1	1
285	могут быть	5	1
286	что вместе	1	1
287	в окончательном	1	1
288	что оно	4	1
289	и т.д	5	1
290	к речи	1	1
291	указывает на	2	1
292	не есть	3	1
293	что при	1	1
294	это глубоко	1	1
295	в применении	1	1
296	как мы	8	1
297	того чтобы	8	1
298	всего этого	1	1
299	с самого	6	1
300	говорили что	2	1
301	роль в	1	1
302	человека с	1	1
303	можно было	6	1
304	и опирается	1	1
305	когда в	3	1
306	по сравнению	4	1
307	быть может	1	1
308	в эпоху	1	1
309	а по	2	1
310	является по	1	1
311	взрослого человека	10	1
312	на вопрос	1	1
313	но мы	1	1
314	и который	1	1
315	а также	2	1
316	от него	1	1
317	связь между	4	1
318	доходит до	1	1
319	между тем	3	1
320	им всем	1	1
321	нуждается в	1	1
322	отметить что	1	1
323	говорит он	4	1
324	в форме	1	1
325	не сводится	1	1
326	все время	2	1
327	для самого	1	1
328	того что	10	1
329	он есть	1	1
330	для ребенка	10	1
331	мы видим	3	1
332	с ними	3	1
333	только в	10	1
334	во всем	3	1
335	приходит в	1	1
336	с одной	5	1
337	вот что	1	1
338	лишь бы	1	1
339	есть в	1	1
340	так можно	1	1
341	дело с	3	1
342	чтобы он	1	1
343	одно из	1	1
344	и их	3	1
345	ко всей	1	1
346	всяком случае	4	1
347	могло бы	4	1
348	слова в	2	1
349	не для	1	1
350	с этими	1	1
351	и вместе	2	1
352	таком виде	1	1
353	развития в	2	1
354	и внутренним	1	1
355	вопрос об	2	1
356	именно в	5	1
357	совершенно ином	1	1
358	что не	1	1
359	обратиться к	1	1
360	только по	1	1
361	на этот	2	1
362	а не	1	1
363	с которым	1	1
364	с наступлением	1	1
365	этом случае	1	1
366	в связи	6	1
367	виде в	2	1
368	с помощью	42	1
369	вместе с	14	1
370	и особенно	2	1
371	до этого	1	1
372	ко всем	1	1
373	и потому	2	1
374	эта связь	1	1
375	на сравнении	1	1
376	видит в	1	1
377	сравнению с	3	1
378	наряду с	3	1
379	в той	1	1
380	всю первую	1	1
381	смысле этого	4	1
382	применении к	1	1
383	из авторов	1	1
384	который он	1	1
385	распадается на	3	1
386	нам еще	1	1
387	этого слова	4	1
388	с этой	3	1
389	и от	2	1
390	в условиях	1	1
391	из трех	1	1
392	на одной	1	1
393	не является	8	1
394	известной степени	1	1
395	тем и	4	1
396	об отношении	2	1
397	в результате	3	1
398	это как	1	1
399	о нем	1	1
400	бы в	2	1
401	и которое	1	1
402	и совершенно	1	1
403	конце концов	1	1
404	хотя бы	1	1
405	только что	2	1
406	за этим	1	1
407	к ее	1	1
408	но этот	1	1
409	есть и	2	1
410	может ли	2	1
411	строится на	1	1
412	и эта	2	1
413	это понятие	1	1
414	во всяком	4	1
