N	3gram	Losev_Dial_1	Narrotol
1	в том что	7	5
2	к тому же	1	5
3	то же время	4	4
4	той или иной	3	4
5	в то же	4	4
6	не может быть	3	4
7	в этом отношении	2	3
8	по большей части	1	3
9	для того чтобы	1	3
10	в этом и	1	3
11	тем не менее	1	3
12	о том что	2	2
13	мы имеем дело	1	2
14	в самом деле	1	2
15	то же самое	1	2
16	до сих пор	2	2
17	сами по себе	1	2
18	одно и то	4	2
19	и то же	4	2
20	в связи с	1	2
21	дело в том	1	2
22	во всяком случае	2	2
23	можно сказать что	3	2
24	на то что	4	2
25	это уже не	1	1
26	что иное как	1	1
27	ни о чем	2	1
28	только потому что	3	1
29	не верит в	1	1
30	как один из	2	1
31	более или менее	3	1
32	как она есть	3	1
33	с другой стороны	4	1
34	с точки зрения	12	1
35	и еще более	1	1
36	и в то	2	1
37	до известной степени	1	1
38	сам по себе	6	1
39	как мы увидим	1	1
40	с той или	2	1
41	только то что	3	1
42	том что именно	1	1
43	из того что	1	1
44	он видел как	1	1
45	точно так же	2	1
46	об этом не	1	1
47	не говорит и	1	1
48	она может быть	1	1
49	по крайней мере	4	1
50	может быть и	3	1
51	в ней не	1	1
52	а стало быть	1	1
53	стало быть в	1	1
54	что это за	1	1
55	же можно сказать	2	1
56	с одной стороны	2	1
57	стало быть и	1	1
58	не существует ни	1	1
59	вопроса о том	1	1
60	мы увидим впоследствии	1	1
61	друг с другом	1	1
62	в той или	1	1
63	и та же	2	1
64	одна и та	2	1
65	перед нами два	1	1
66	связи с этим	1	1
67	бы не было	1	1
68	содержит в себе	3	1
69	той или другой	4	1
70	то что не	1	1
71	в общий контекст	1	1
72	само по себе	5	1
73	и не то	1	1
74	но все же	1	1
75	ничего не говорит	4	1
76	друг от друга	1	1
77	если бы не	1	1
78	в этих случаях	1	1
79	по себе но	2	1
80	к тому что	2	1
81	на самом деле	2	1
82	мы уже знаем	1	1
83	и даже не	2	1
84	по себе а	2	1
85	и т д	19	1
