N	2gram	Bakhtin_Pr_1	Analitik
1	не только	15	22
2	тогда как	1	20
3	и в	29	18
4	как и	12	14
5	так и	7	14
6	в этом	22	14
7	и его	14	13
8	но и	14	13
9	том что	7	12
10	в качестве	1	12
11	и не	31	12
12	в частности	1	12
13	при этом	2	11
14	а в	7	10
15	как бы	19	10
16	что в	8	9
17	может быть	24	9
18	со стороны	1	9
19	а не	22	9
20	в том	8	9
21	со своей	1	8
22	с его	9	8
23	своего рода	1	8
24	и даже	2	8
25	в первой	2	8
26	по отношению	8	7
27	в русской	1	7
28	как раз	6	7
29	в его	24	7
30	с другой	3	7
31	во второй	1	7
32	но не	9	7
33	отношению к	8	7
34	и самого	4	6
35	еще не	5	6
36	в этой	4	6
37	он не	5	6
38	в их	3	6
39	не в	7	6
40	к тому	1	6
41	для него	18	6
42	о том	1	6
43	в начале	1	6
44	той же	5	5
45	мы имеем	1	5
46	как нам	1	5
47	в самом	10	5
48	в случае	1	5
49	лишь в	1	5
50	однако в	2	5
51	в мире	6	5
52	в сущности	5	5
53	что и	4	5
54	между тем	5	5
55	уже не	13	5
56	в конце	6	5
57	никогда не	3	5
58	в свою	1	5
59	прежде всего	7	5
60	я в	1	5
61	такого рода	1	5
62	в результате	4	5
63	другой стороны	3	5
64	и на	7	4
65	а и	1	4
66	что он	8	4
67	в своем	8	4
68	и как	7	4
69	и к	2	4
70	таким образом	12	4
71	приводит к	3	4
72	по себе	8	4
73	в одном	10	4
74	свою очередь	1	4
75	в пределах	13	4
76	и сам	2	4
77	можно сказать	1	4
78	крайней мере	1	4
79	себя в	1	4
80	не есть	2	4
81	во втором	1	4
82	однако что	1	4
83	далеко не	3	4
84	по крайней	1	4
85	в данном	2	4
86	все же	9	4
87	перед нами	5	4
88	героя и	10	4
89	едва ли	1	3
90	его не	1	3
91	который в	1	3
92	мы не	1	3
93	в целом	6	3
94	уже в	3	3
95	здесь не	1	3
96	но как	3	3
97	ответ на	1	3
98	что они	1	3
99	в рамках	1	3
100	как в	6	3
101	с этим	2	3
102	что касается	1	3
103	из этих	1	3
104	с их	5	3
105	роль в	1	3
106	литературных произведений	1	3
107	подобно тому	3	3
108	то же	14	3
109	в каждом	8	3
110	не будет	1	3
111	его в	6	3
112	лишь на	3	3
113	одного и	1	3
114	точки зрения	19	3
115	не столько	1	3
116	все это	6	3
117	до известной	1	3
118	в то	10	3
119	только не	1	3
120	ничего не	5	3
121	же время	9	3
122	личности в	4	3
123	в ее	1	3
124	данном случае	2	3
125	в произведении	4	3
126	именно в	5	3
127	было бы	5	3
128	на языке	2	3
129	однако с	1	3
130	к содержанию	1	3
131	этом отношении	3	3
132	были бы	4	3
133	в особенности	1	3
134	что не	1	3
135	не было	4	3
136	не всегда	1	3
137	он и	5	3
138	вступает в	1	3
139	его как	4	3
140	авторская позиция	1	3
141	известной степени	1	3
142	впервые в	1	3
143	к этому	1	3
144	только к	1	2
145	отношения к	3	2
146	например в	3	2
147	самом деле	6	2
148	в первом	1	2
149	по преимуществу	2	2
150	с изображением	1	2
151	на себя	2	2
152	и он	1	2
153	в ней	2	2
154	во всех	1	2
155	это и	5	2
156	сама по	1	2
157	как к	3	2
158	нам кажется	2	2
159	могли бы	2	2
160	как уже	1	2
161	и каждое	1	2
162	но в	7	2
163	в противоположность	2	2
164	второго порядка	2	2
165	бы и	4	2
166	все эти	9	2
167	в тех	1	2
168	в себе	7	2
169	так сказать	4	2
170	на его	2	2
171	что она	6	2
172	в нем	19	2
173	видеть в	1	2
174	не как	14	2
175	и вот	1	2
176	и по	1	2
177	могла бы	1	2
178	входит в	7	2
179	это не	9	2
180	с самим	1	2
181	авторской позиции	1	2
182	в жизни	2	2
183	в них	3	2
184	несмотря на	6	2
185	или точнее	1	2
186	с точки	13	2
187	но они	2	2
188	даже в	4	2
189	дело в	1	2
