N	2gram	Tiupa_Lite_2	StatiiOP
1	и в	19	25
2	в этом	9	24
3	в том	10	20
4	что он	3	19
5	может быть	17	19
6	тем что	4	19
7	что в	4	19
8	что это	1	16
9	том что	7	15
10	в этой	3	14
11	пушкина как	1	13
12	не только	8	12
13	в его	4	12
14	то что	7	12
15	в этих	1	11
16	так что	4	11
17	пушкин в	1	10
18	таким образом	1	10
19	прежде всего	4	10
20	и не	11	10
21	у него	2	9
22	но и	10	9
23	и т	2	8
24	о том	2	8
25	в своих	2	8
26	это не	1	7
27	было бы	2	7
28	в то	9	7
29	не может	9	7
30	точки зрения	4	7
31	место в	1	6
32	и на	6	6
33	как в	1	6
34	не в	4	6
35	в русской	4	6
36	т п	2	6
37	в конце	2	6
38	в области	4	6
39	в россии	2	6
40	как бы	2	6
41	а в	3	6
42	как на	3	6
43	отношения между	1	5
44	в году	5	5
45	то же	12	5
46	ответ на	1	5
47	но в	2	5
48	на то	1	5
49	он не	5	5
50	мы имеем	1	5
51	потому что	2	5
52	так и	7	5
53	в них	2	5
54	с другой	8	5
55	а не	20	5
56	такого рода	9	5
57	того что	5	5
58	другой стороны	4	5
59	из которых	2	4
60	в чем	1	4
61	относится к	1	4
62	все же	2	4
63	не было	2	4
64	и к	2	4
65	то в	2	4
66	в целом	2	4
67	состоит в	9	4
68	в каждом	2	4
69	на протяжении	1	4
70	в жизни	2	4
71	с тем	2	4
72	как и	10	4
73	у нас	5	4
74	по крайней	2	4
75	с точки	3	4
76	ничего не	3	4
77	этом отношении	3	4
78	в ней	4	4
79	и с	3	4
80	можно сказать	1	4
81	а также	2	4
82	всего в	1	4
83	в качестве	5	4
84	и др	3	4
85	в начале	3	4
86	крайней мере	2	4
87	в особенности	1	4
88	он говорит	1	4
89	в смысле	1	4
90	и для	3	4
91	но это	3	4
92	в своей	1	4
93	из этого	1	4
94	можно назвать	1	4
95	я и	4	3
96	он был	1	3
97	своего рода	13	3
98	в творчестве	1	3
99	что по	1	3
100	и наконец	2	3
101	гораздо раньше	1	3
102	все эти	1	3
103	всех этих	1	3
104	на этом	2	3
105	что этот	1	3
106	в другом	3	3
107	нет в	2	3
108	в их	3	3
109	что я	2	3
110	но он	1	3
111	тому что	1	3
112	же время	9	3
113	связи с	1	3
114	в словах	1	3
115	со стороны	3	3
116	и что	2	3
117	и его	3	3
118	уже не	2	3
119	уже в	2	3
120	не так	2	3
121	для него	4	3
122	так как	3	3
123	в системе	1	3
124	как раз	2	3
125	не является	2	3
126	к которому	1	3
127	писателя и	1	3
128	одной стороны	6	3
129	до конца	2	3
130	что мы	1	3
131	быть это	1	3
132	с этой	2	3
133	этого рода	1	3
134	в стихотворении	13	3
135	обращается к	3	3
136	конце концов	1	3
137	к этому	1	3
138	в какой	2	3
139	которой я	1	3
140	пушкин и	1	3
141	к материалу	1	2
142	речь идет	3	2
143	которого в	1	2
144	самом деле	1	2
145	и за	2	2
146	той же	2	2
147	в сущности	3	2
148	как я	3	2
149	того же	4	2
150	в каждой	2	2
151	думаю что	1	2
152	разумеется не	2	2
153	во всех	3	2
154	то он	1	2
155	но как	2	2
156	если в	2	2
157	не просто	1	2
158	нет и	1	2
159	в произведениях	1	2
160	ср также	1	2
161	в самом	1	2
162	во многих	1	2
163	в статье	1	2
164	о которой	2	2
165	с нашим	1	2
166	том чтобы	3	2
167	этой темы	1	2
168	и по	1	2
169	а по	1	2
170	то есть	5	2
171	русской поэзии	3	2
172	связанным с	1	2
173	ее в	1	2
174	а с	1	2
175	он и	2	2
176	между собою	1	2
177	мы не	4	2
178	в развитии	1	2
179	такой же	3	2
180	не мог	1	2
181	которую он	1	2
182	в такой	2	2
183	стихах и	1	2
184	не столько	3	2
185	тем не	2	2
186	для этого	2	2
187	в отношении	1	2
188	не менее	6	2
189	но они	1	2
190	одна из	5	2
191	не имеет	1	2
192	этот тип	1	2
193	никогда не	3	2
194	классицизма в	1	2
195	и всегда	1	2
196	на долю	1	2
197	этих двух	1	2
198	в русском	2	2
199	х годов	3	2
200	на себе	1	2
201	этот образ	1	2
202	могут быть	2	2
203	к тому	1	2
204	для того	2	2
205	как мы	1	2
206	с ее	2	2
207	в виду	2	2
208	говорит и	1	2
209	на основе	1	2
210	на нее	1	2
211	он писал	1	2
212	произведения как	1	2
213	одного из	1	2
214	с одной	7	2
215	на что	1	2
216	а потому	2	2
217	и только	2	2
218	и других	4	2
219	все время	1	2
220	еще не	2	2
221	есть в	1	2
222	то и	3	2
223	в поэзии	3	2
224	во втором	1	2
225	одно из	2	2
226	а то	1	2
227	в новом	1	2
228	мы находим	1	2
229	вовсе не	2	2
230	при всей	2	2
231	должен был	1	2
232	или иной	1	2
233	себя и	2	2
234	что не	2	2
235	вместе с	5	2
236	в рамках	4	2
237	но не	5	2
238	для искусства	1	2
239	по е	1	2
240	в последнем	1	2
241	здесь слово	1	2
242	стихотворений и	1	2
243	быть не	2	2
244	в это	1	2
245	один из	4	2
246	в результате	2	2
247	его не	1	2
248	в интересах	1	2
249	все более	1	2
250	в стихах	8	2
251	одной из	2	2
252	в свою	1	2
253	к этой	2	2
254	гораздо более	1	2
255	петрова и	1	1
256	не зря	1	1
257	ту же	2	1
258	за пределы	1	1
259	одним из	3	1
260	начинается с	1	1
261	и то	3	1
262	на самом	1	1
263	е годы	2	1
264	переход от	1	1
265	идет о	3	1
266	перед лицом	1	1
267	тем же	3	1
268	в первом	1	1
269	по преимуществу	2	1
270	и до	2	1
271	должна быть	1	1
272	элементы в	1	1
273	из всех	1	1
274	отношения к	1	1
275	есть не	1	1
276	который создан	1	1
277	с новыми	1	1
278	это совершенно	1	1
279	из своих	2	1
280	на себя	2	1
281	но уже	2	1
282	ему в	1	1
283	мы и	1	1
284	и он	3	1
285	решение вопроса	1	1
286	пребывания в	1	1
287	себя а	1	1
288	истории в	1	1
289	которого состоит	2	1
290	б с	1	1
291	к жизни	2	1
292	со всеми	1	1
293	не все	1	1
294	остаются в	1	1
295	очевидно что	2	1
296	автора но	1	1
297	русских поэтов	1	1
298	из таких	1	1
299	которые не	1	1
300	и я	1	1
301	других произведениях	1	1
302	в истории	2	1
303	вследствие чего	1	1
304	по которому	1	1
305	в своем	1	1
306	и нет	2	1
307	однако не	1	1
308	и где	1	1
309	этом же	1	1
310	когда он	1	1
311	и как	3	1
312	но эта	1	1
313	и художественного	1	1
314	самом начале	1	1
315	от этого	1	1
316	при таком	1	1
317	для которого	1	1
318	всего лишь	3	1
319	в большом	1	1
320	в литературном	1	1
321	представляет собой	2	1
322	за это	1	1
323	приобретает характер	1	1
324	еще один	1	1
325	в известном	1	1
326	типа все	1	1
327	как он	2	1
328	на юг	1	1
329	к традициям	1	1
330	в нем	3	1
331	одно что	1	1
332	он должен	1	1
333	же это	1	1
334	не к	2	1
335	поэта и	1	1
336	свое время	2	1
337	жизни слова	1	1
338	что ни	1	1
339	поэтической деятельности	1	1
340	а затем	2	1
341	что такой	1	1
342	же касается	1	1
343	поэзии и	2	1
344	бы показаться	1	1
345	второй половины	1	1
346	центральный образ	1	1
347	ты мне	1	1
348	в последующих	1	1
349	рядом с	1	1
350	то как	2	1
351	соответствии с	2	1
352	стихом как	1	1
353	а за	2	1
354	мы видели	1	1
355	под небом	1	1
356	здесь все	1	1
357	и прямо	1	1
358	и некоторые	1	1
359	выступает здесь	1	1
360	хх века	8	1
361	поэтому он	1	1
362	как по	1	1
363	мы встретились	1	1
364	где мы	1	1
365	на фоне	5	1
366	от себя	1	1
367	могло бы	2	1
368	интересах которого	1	1
369	одном из	2	1
370	сам же	1	1
371	поэтому в	1	1
372	того кто	1	1
373	даже в	4	1
374	что выше	1	1
375	дело как	1	1
376	что есть	1	1
377	на три	1	1
378	на рубеже	1	1
379	в молитве	1	1
380	не раз	2	1
381	вплоть до	3	1
382	что ему	1	1
383	того как	1	1
384	к новым	1	1
385	предстает в	1	1
386	для кого	2	1
387	того чтобы	1	1
388	не могло	1	1
389	стихах все	1	1
390	казалось бы	1	1
391	материале это	1	1
392	явление в	1	1
393	с этих	1	1
394	по своей	1	1
395	такая же	1	1
396	друг друга	2	1
397	годов в	1	1
398	со своим	1	1
399	перед ним	2	1
400	свое собственное	1	1
401	процесса в	1	1
402	в люди	1	1
403	уже о	2	1
404	все то	1	1
405	же самое	1	1
406	первого и	1	1
407	является одним	1	1
408	не случайно	4	1
409	той или	1	1
410	него как	1	1
411	для себя	2	1
412	он ищет	1	1
413	приходит к	1	1
414	можно и	1	1
415	это философия	1	1
416	и о	1	1
417	свою очередь	1	1
418	на нем	1	1
419	говоря уже	2	1
420	здесь не	1	1
421	в ее	2	1
422	в собственном	1	1
423	второго лица	1	1
424	с первого	1	1
425	во главе	1	1
426	в пределах	1	1
427	так в	5	1
428	приводит к	1	1
429	на том	1	1
430	и когда	1	1
431	и сам	2	1
432	в годы	2	1
433	в образе	1	1
434	можно было	1	1
435	не за	1	1
436	не стоит	1	1
437	мы в	1	1
438	является в	1	1
439	основана на	1	1
440	здесь был	1	1
441	с ним	2	1
442	трактуется как	1	1
443	находится в	1	1
444	приближается к	1	1
445	вот почему	1	1
446	тех кто	4	1
447	и т.д	7	1
448	вот и	1	1
449	времени в	1	1
450	как у	1	1
451	должно было	1	1
452	на отдельные	1	1
453	русской литературе	2	1
454	однако с	1	1
455	ним и	1	1
456	что и	2	1
457	пути и	1	1
458	именно в	1	1
459	же можно	1	1
460	своих и	1	1
461	его в	1	1
462	всей жизни	1	1
463	ср у	1	1
464	который в	1	1
465	в обществе	1	1
466	с классической	1	1
467	и разумеется	1	1
468	но то	1	1
469	или сам	1	1
470	говорит у	1	1
471	же он	1	1
472	россии пушкин	1	1
473	для всех	5	1
474	не можем	1	1
475	поставить на	1	1
476	пути по	1	1
477	черты лица	1	1
478	от других	1	1
479	я люблю	1	1
480	вся литература	1	1
481	из них	2	1
482	тогда он	1	1
483	слова в	1	1
484	нас только	1	1
485	в одном	2	1
486	даже к	1	1
487	во всей	1	1
488	к той	1	1
489	в других	1	1
490	следует признать	3	1
491	даже и	2	1
492	не противоречит	1	1
493	где в	2	1
494	на челе	1	1
495	деятельности как	1	1
496	в данный	1	1
497	таков что	1	1
498	а именно	3	1
499	лица в	1	1
500	еще и	1	1
501	говорит о	1	1
502	к более	1	1
503	не говоря	2	1
504	по тем	1	1
505	здесь дело	1	1
506	целым рядом	1	1
507	именно так	1	1
508	истории к	1	1
509	человек в	1	1
510	он становится	1	1
511	для этой	1	1
512	нет ничего	1	1
513	в частности	4	1
514	эти слова	1	1
515	из трех	1	1
516	требует от	1	1
517	в разговоре	3	1
518	так рождается	1	1
519	в данном	3	1
520	наряду с	1	1
521	тому как	2	1
522	что же	1	1
523	в литературе	1	1
524	это его	2	1
525	языка однако	1	1
526	по существу	3	1
527	в контексте	1	1
528	с большой	1	1
529	одновременно с	1	1
530	однако и	1	1
531	это он	1	1
532	это как	2	1
533	придет и	1	1
534	но одновременно	1	1
535	например а	2	1
536	а к	2	1
537	совершенно иной	1	1
538	для нас	2	1
539	особого рода	1	1
540	и все	1	1
541	насилия над	2	1
542	бы в	1	1
543	но зато	1	1
544	хотя бы	2	1
545	отношении к	1	1
546	собой все	1	1
547	этом свете	1	1
548	от первого	1	1
549	о своем	1	1
550	не знает	2	1
551	лишь только	1	1
552	я это	2	1
553	ко всему	2	1
554	и еще	2	1
555	есть и	1	1
556	в делах	1	1
557	в свое	2	1
558	занимает в	1	1
559	читателя и	1	1
560	художественного творчества	2	1
561	жизни и	4	1
562	также не	1	1
563	я за	1	1
564	этой точки	1	1
565	только не	1	1
566	и эта	1	1
567	по названию	1	1
568	так же	1	1
569	все что	2	1
570	они не	1	1
