N	2gram	Propp_Russ_2	Tvorches
1	и в	29	20
2	в году	3	16
3	и т	5	13
4	не только	10	13
5	т д	5	11
6	никогда не	2	11
7	как бы	18	11
8	таким образом	6	10
9	в то	2	10
10	в его	1	10
11	и его	1	9
12	там же	12	9
13	и не	1	9
14	при этом	6	8
15	и с	10	8
16	ю м	1	8
17	в том	22	8
18	может быть	13	8
19	в этом	11	8
20	прежде всего	2	8
21	но и	8	8
22	то же	4	7
23	это не	5	7
24	представление о	5	7
25	потому что	5	7
26	не может	5	7
27	что в	22	7
28	как и	11	6
29	в своей	2	6
30	что он	1	6
31	так и	1	6
32	в конце	1	6
33	именно в	4	6
34	а не	4	6
35	в основном	1	6
36	все это	10	6
37	например в	1	5
38	еще не	6	5
39	и на	6	5
40	но не	5	5
41	все же	2	5
42	в этой	3	5
43	если он	2	5
44	о том	9	5
45	и даже	1	5
46	но это	1	5
47	так же	4	5
48	мы не	6	4
49	все эти	3	4
50	что они	1	4
51	отнюдь не	1	4
52	как в	7	4
53	хотя и	1	4
54	когда он	1	4
55	но в	5	4
56	не в	4	4
57	что она	3	4
58	что у	1	4
59	об этом	2	4
60	показывает что	8	4
61	если бы	1	4
62	а а	8	4
63	ничего не	1	4
64	в духе	1	4
65	а в	9	4
66	и потому	1	4
67	и от	3	4
68	том что	22	4
69	но у	1	4
70	одним из	2	3
71	же как	4	3
72	человека и	1	3
73	и через	3	3
74	а с	2	3
75	тогда как	2	3
76	в одной	1	3
77	в нем	1	3
78	в образе	2	3
79	так например	1	3
80	а затем	4	3
81	его в	8	3
82	в самом	1	3
83	в котором	3	3
84	в их	2	3
85	место в	1	3
86	в которых	4	3
87	своего рода	1	3
88	тем что	3	3
89	одна из	11	3
90	и это	1	3
91	с ним	1	3
92	между тем	3	3
93	этот вопрос	2	3
94	уже не	4	3
95	для него	1	3
96	так как	13	3
97	то что	5	3
98	как у	1	3
99	и др	1	3
100	превращается в	1	3
101	в свете	3	3
102	вместе с	6	3
103	в область	1	3
104	несколько раз	1	3
105	с этой	2	3
106	один из	2	3
107	не является	1	3
108	жизни в	2	3
109	в своих	2	3
110	к этому	5	3
111	в таком	4	3
112	относится и	1	2
113	и есть	1	2
114	говорить о	1	2
115	в xix	3	2
116	как правило	1	2
117	в ее	3	2
118	нет и	1	2
119	во что	1	2
120	так что	4	2
121	и поэтому	1	2
122	и наконец	1	2
123	в этот	10	2
124	но эта	1	2
125	в которой	2	2
126	тому же	1	2
127	во многих	9	2
128	так сказать	1	2
129	и если	1	2
130	в статье	1	2
131	характер в	2	2
132	и по	3	2
133	том же	4	2
134	при помощи	1	2
135	известно что	1	2
136	он же	1	2
137	и некоторых	1	2
138	такой же	1	2
139	и еще	2	2
140	в такой	1	2
141	не столько	2	2
142	в отличие	3	2
143	их в	4	2
144	что этот	1	2
145	не менее	2	2
146	как о	1	2
147	на него	1	2
148	в русской	1	2
149	на землю	3	2
150	другой стороны	1	2
151	что на	2	2
152	у нас	4	2
153	могут быть	2	2
154	и смеха	2	2
155	так в	2	2
156	приводит к	1	2
157	сводится к	1	2
158	и что	5	2
159	чтобы вызвать	2	2
160	в честь	3	2
161	что его	1	2
162	всяком случае	1	2
163	в ту	1	2
164	все время	1	2
165	а н	3	2
166	в литературе	1	2
167	с ними	1	2
168	только в	1	2
169	в стороне	2	2
170	и ее	2	2
171	уже в	1	2
172	в виде	4	2
173	на ней	1	2
174	или даже	3	2
175	и других	3	2
176	из них	4	2
177	не так	1	2
178	в одном	1	2
179	друг друга	3	2
180	только с	1	2
181	отличие от	3	2
182	рядом с	1	2
183	с другим	2	2
184	с другой	2	2
185	не было	2	2
186	зависит от	1	2
187	и вообще	1	2
188	начиная с	2	2
189	к жизни	5	2
190	и м	8	2
191	него в	1	2
192	только для	1	2
193	и тогда	1	2
194	в руки	2	2
195	в основе	1	2
196	с другими	3	2
197	связь с	3	2
198	но если	3	2
199	из этого	2	2
200	во всяком	1	2
201	вряд ли	2	1
202	ту же	1	1
203	можно говорить	1	1
204	как его	1	1
205	а между	1	1
206	н ф	2	1
207	на другой	2	1
208	переход от	2	1
209	это и	2	1
210	в среду	1	1
211	нас на	1	1
212	объясняется и	1	1
213	и за	1	1
214	с в	8	1
215	мы уже	1	1
216	г в	1	1
217	из всего	1	1
218	что если	1	1
219	в первый	1	1
220	на место	1	1
221	из своих	1	1
222	этом не	1	1
223	не была	1	1
224	на себя	2	1
225	в самих	1	1
226	мы и	1	1
227	то это	1	1
228	подымает в	1	1
229	г к	1	1
230	христианского учения	1	1
231	свою очередь	1	1
232	это наблюдение	1	1
233	имеет другую	1	1
234	он был	1	1
235	между собой	2	1
236	не был	2	1
237	это означало	2	1
238	во всех	3	1
239	лошади в	1	1
240	в отчаянии	1	1
241	не все	4	1
242	если в	1	1
243	ответ на	1	1
244	отношение к	1	1
245	это самое	1	1
246	другой день	2	1
247	с этим	2	1
248	перед нами	1	1
249	как уже	2	1
250	и как	2	1
251	а мои	1	1
252	не являются	1	1
253	новую жизнь	1	1
254	его к	1	1
255	том где	1	1
256	можно в	1	1
257	сливается с	1	1
258	еще на	1	1
259	выше мы	3	1
260	что это	3	1
261	живет в	3	1
262	представляет собой	2	1
263	все по	1	1
264	из этих	2	1
265	смысл этого	1	1
266	смеха в	1	1
267	и до	1	1
268	производительных сил	1	1
269	после чего	2	1
270	на то	1	1
271	главным образом	3	1
272	после этого	2	1
273	о которой	1	1
274	в первую	1	1
275	как дети	1	1
276	не к	2	1
277	скорбь и	2	1
278	школы все	1	1
279	несколько ниже	1	1
280	из мертвых	2	1
281	к выводу	1	1
282	можно было	2	1
283	поправку в	1	1
284	совпадают с	1	1
285	что все	1	1
286	значение в	1	1
287	при первой	1	1
288	а по	1	1
289	входит в	1	1
290	того или	1	1
291	первую очередь	1	1
292	было бы	3	1
293	должен был	3	1
294	мог бы	1	1
295	для них	2	1
296	из нее	2	1
297	в них	4	1
298	означало что	1	1
299	нет в	1	1
300	не понимают	1	1
301	перешедшего в	1	1
302	он из	1	1
303	за пределами	2	1
304	несмотря на	1	1
305	мы видели	7	1
306	становятся в	4	1
307	им не	1	1
308	в развитии	1	1
309	должно быть	2	1
310	в церкви	2	1
311	остается в	1	1
312	их на	1	1
313	в эту	3	1
314	в этих	3	1
315	в г	2	1
316	во время	12	1
317	таким же	1	1
318	этой связи	1	1
319	начиная со	1	1
320	и народ	1	1
321	еще с	1	1
322	и о	3	1
323	должны были	2	1
324	смех в	1	1
325	такую же	1	1
326	но он	3	1
327	имеем не	2	1
328	была не	2	1
329	женского пола	1	1
330	и более	1	1
331	однако в	1	1
332	в таких	3	1
333	является так	1	1
334	возвращается к	1	1
335	игрой в	1	1
336	по улице	1	1
337	нас к	3	1
338	отдельно от	1	1
339	виду что	1	1
340	нечто вроде	2	1
341	она не	3	1
342	что с	2	1
343	на земле	5	1
344	дело в	1	1
345	часто делалось	1	1
