N	2gram	Medvedev_S_1	Istorich
1	и в	3	22
2	в этом	5	17
3	что в	2	15
4	не только	3	14
5	но и	2	12
6	и не	1	12
7	в этих	1	11
8	может быть	2	11
9	таким образом	2	10
10	еще не	2	10
11	в том	5	9
12	что он	1	9
13	том что	2	8
14	но не	1	7
15	то что	2	7
16	мы должны	1	7
17	с другой	1	7
18	то же	2	6
19	это не	1	6
20	ничего не	1	6
21	связи с	1	6
22	в них	1	6
23	а в	1	6
24	все же	1	5
25	что она	1	5
26	в этой	1	5
27	один из	1	5
28	на ней	1	5
29	в частности	2	5
30	все эти	1	4
31	не в	3	4
32	и его	1	4
33	тем что	1	4
34	что на	1	4
35	только в	2	4
36	они не	1	4
37	в данном	1	4
38	для нас	3	4
39	не может	1	4
40	в чем	1	3
41	и как	1	3
42	в целом	1	3
43	и голова	1	3
44	его в	1	3
45	было бы	2	3
46	далеко не	2	3
47	как и	1	3
48	никогда не	1	3
49	о том	1	3
50	в его	3	3
51	эти два	1	3
52	прежде всего	1	3
53	у него	1	3
54	мы еще	1	3
55	в связи	1	3
56	вступает в	1	3
57	и есть	1	2
58	в котором	1	2
59	но она	1	2
60	по отношению	2	2
61	в виде	1	2
62	так и	1	2
63	же не	1	2
64	на все	1	2
65	вовсе не	1	2
66	со своими	1	2
67	и более	1	2
68	даже в	1	2
69	в то	1	2
70	хотелось бы	1	2
71	как будто	2	2
72	как только	2	2
73	и о	1	2
74	образом в	1	2
75	и что	2	2
76	в силу	1	2
77	должно было	1	2
78	между тем	1	2
79	в него	1	2
80	два типа	1	2
81	с одной	1	2
82	него и	1	2
83	всяком случае	1	2
84	перейти к	1	2
85	даже не	1	2
86	не было	1	2
87	одной стороны	1	2
88	и потому	1	2
89	он по	1	2
90	или не	1	2
91	не дает	1	2
92	отношению к	2	2
93	во всяком	1	2
94	может означать	1	1
95	мы не	1	1
96	не успела	1	1
97	между собой	1	1
98	столь же	1	1
99	и связь	1	1
100	где же	1	1
101	но как	1	1
102	отнюдь не	1	1
103	более чем	3	1
104	перед нами	1	1
105	что это	1	1
106	право на	1	1
107	что автор	1	1
108	друг от	1	1
109	главным образом	2	1
110	должна быть	2	1
111	и по	1	1
112	в мире	1	1
113	свойств и	1	1
114	в своей	1	1
115	по себе	1	1
116	в таких	1	1
117	от друга	1	1
118	только то	1	1
119	это вовсе	1	1
120	для этого	1	1
121	с ним	1	1
122	и должно	1	1
123	это происходит	1	1
124	никак не	1	1
125	мы понимаем	1	1
126	и только	3	1
127	хотя бы	1	1
128	именно на	1	1
129	конечно не	1	1
130	или даже	2	1
131	что данный	1	1
132	это по	1	1
133	не один	1	1
134	и русская	1	1
135	и затем	1	1
136	на этот	1	1
137	она может	2	1
138	можно будет	1	1
139	в область	1	1
140	дело конечно	1	1
141	как бы	2	1
142	это значит	1	1
143	эти вопросы	1	1
144	только для	1	1
145	все это	7	1
146	она должна	1	1
147	или нет	1	1
148	могут оказаться	1	1
149	это и	2	1
150	у которых	1	1
