N	2gram	Propp_Russ_2	FransuaR
1	и в	29	40
2	и его	1	17
3	прежде всего	2	16
4	в этом	11	15
5	мы уже	1	13
6	не только	10	13
7	в его	1	13
8	и не	1	13
9	что в	22	12
10	как и	11	11
11	но и	8	11
12	таким образом	6	10
13	как мы	3	10
14	в них	4	9
15	может быть	13	9
16	и все	4	9
17	и до	1	8
18	и на	6	8
19	отношение к	1	8
20	все эти	3	8
21	и с	10	8
22	во время	12	8
23	в том	22	8
24	но в	5	8
25	смеха и	1	7
26	то же	4	7
27	в своем	1	7
28	в виду	2	7
29	в ту	1	7
30	в одном	1	7
31	и др	1	7
32	в духе	1	7
33	во всех	3	6
34	в самом	1	6
35	в этих	3	6
36	в то	2	6
37	связи с	2	6
38	связь с	3	6
39	и других	3	6
40	до конца	3	6
41	в своей	2	6
42	к этому	5	6
43	здесь и	1	5
44	в году	3	5
45	в нем	1	5
46	так сказать	1	5
47	в основе	1	5
48	и для	2	5
49	в особенности	1	5
50	связаны с	3	5
51	в литературе	1	5
52	для него	1	5
53	то что	5	5
54	не было	2	5
55	а не	4	5
56	как раз	1	5
57	в своих	2	5
58	в ней	1	4
59	смеха в	1	4
60	было бы	3	4
61	том что	22	4
62	в эту	3	4
63	в их	2	4
64	того чтобы	6	4
65	у нас	4	4
66	о том	9	4
67	и о	3	4
68	так в	2	4
69	и здесь	1	4
70	а также	4	4
71	и во	1	4
72	один из	2	4
73	только на	1	4
74	из них	4	4
75	так как	13	4
76	за этим	2	4
77	и даже	1	4
78	здесь в	2	4
79	и потому	1	4
80	в данном	6	4
81	не касается	1	4
82	в основном	1	4
83	все это	10	4
84	видно что	2	4
85	в заключение	1	4
86	на самом	2	3
87	в приведенном	1	3
88	и есть	1	3
89	только для	1	3
90	он был	1	3
91	отличие от	3	3
92	в этой	3	3
93	кроме того	2	3
94	и как	2	3
95	и наконец	1	3
96	было ни	1	3
97	связанные с	2	3
98	при этом	6	3
99	всех этих	1	3
100	об этом	2	3
101	мы видели	7	3
102	в отличие	3	3
103	их в	4	3
104	для этого	5	3
105	в таких	3	3
106	дело не	2	3
107	одна из	11	3
108	во всем	2	3
109	начиная с	2	3
110	но все	1	3
111	здесь не	1	3
112	в ее	3	3
113	можно было	2	3
114	еще в	2	3
115	если бы	1	3
116	других местах	8	3
117	в другом	1	3
118	связь между	2	3
119	между тем	3	3
120	что и	2	3
121	во всей	1	3
122	в свете	3	3
123	и следовательно	1	3
124	еще не	6	3
125	только в	1	3
126	так и	1	3
127	же и	1	3
128	одно из	2	3
129	не так	1	3
130	в конце	1	3
131	тем что	3	3
132	в других	15	3
133	для того	6	3
134	сказать что	1	3
135	там где	2	3
136	для этой	3	3
137	не может	5	3
138	вместе с	6	3
139	как в	7	3
140	во все	1	3
141	как бы	18	3
142	и от	3	3
143	но это	1	3
144	а в	9	3
145	к этой	1	3
146	одним из	2	2
147	например в	1	2
148	переход от	2	2
149	это и	2	2
150	из самых	1	2
151	с вином	1	2
152	с в	8	2
153	от старого	1	2
154	мы не	6	2
155	новому от	1	2
156	на них	4	2
157	эту связь	1	2
158	не был	2	2
159	за него	1	2
160	но не	5	2
161	это самое	1	2
162	в течение	2	2
163	что он	1	2
164	к новому	1	2
165	все же	2	2
166	его к	1	2
167	в этот	10	2
168	в которой	2	2
169	он в	1	2
170	из этих	2	2
171	выражение в	1	2
172	и если	1	2
173	к тем	1	2
174	как он	1	2
175	освобождение от	1	2
176	и еще	2	2
177	не к	2	2
178	на этом	3	2
179	здесь мы	2	2
180	церковь и	3	2
181	далеко не	4	2
182	уже к	1	2
183	в котором	3	2
184	представление о	5	2
185	своего рода	1	2
186	смех в	1	2
187	но он	3	2
188	том же	4	2
189	и очень	1	2
190	не менее	2	2
191	ее не	1	2
192	как о	1	2
193	считает что	1	2
194	дело в	1	2
195	связан и	1	2
196	о таких	1	2
197	на землю	3	2
198	до того	1	2
199	этом отношении	1	2
200	и такие	1	2
201	и это	1	2
202	данном случае	7	2
203	на основе	1	2
204	огонь и	1	2
205	следовательно и	1	2
206	здесь нет	1	2
207	можно сказать	1	2
208	своей книге	2	2
209	образом в	2	2
210	особое значение	1	2
211	с того	1	2
212	с другой	2	2
213	нас в	1	2
214	это не	5	2
215	к нему	4	2
216	и так	1	2
217	который в	1	2
218	или же	5	2
219	и ее	2	2
220	в эти	1	2
221	с нею	1	2
222	уже в	1	2
223	как его	1	2
224	в форме	2	2
225	встречаемся с	1	2
226	рядом с	1	2
227	влияние на	2	2
228	именно в	4	2
229	что для	3	2
230	о чем	4	2
231	все то	2	2
232	с этим	2	2
233	к жизни	5	2
234	в состоянии	1	2
235	есть и	1	2
236	этого слова	1	2
237	всем этим	1	2
238	из различных	1	2
239	же к	1	2
240	потому что	5	2
241	трав и	1	2
242	ноги и	1	2
243	в праздничные	1	2
244	одновременно и	1	2
