N	2gram	Bakhtin_Fr_1	DiskursI
1	не только	10	28
2	в том	16	23
3	а не	1	22
4	то есть	45	20
5	том что	6	19
6	может быть	6	17
7	как и	5	16
8	и в	65	16
9	в этом	15	15
10	еще не	6	14
11	но и	10	14
12	при этом	6	13
13	и т.п	17	12
14	речевого общения	3	12
15	по своей	3	11
16	но не	2	11
17	прежде всего	11	11
18	и не	22	11
19	как в	5	10
20	далеко не	3	10
21	с другой	3	10
22	по отношению	1	9
23	в нем	13	9
24	не может	3	9
25	с одной	2	9
26	одной стороны	2	9
27	в частности	5	9
28	отношению к	1	9
29	но в	14	8
30	своего рода	1	8
31	о том	2	8
32	так и	10	8
33	не было	1	7
34	в себе	3	7
35	то же	1	7
36	не в	4	7
37	в основе	8	7
38	роль в	2	7
39	со стороны	1	7
40	в его	9	7
41	только в	7	7
42	в своем	8	6
43	пока еще	1	6
44	речевые жанры	1	6
45	и как	1	6
46	ни к	2	6
47	и на	11	5
48	во всех	9	5
49	отличие от	5	5
50	тому же	1	5
51	в их	4	5
52	в отличие	4	5
53	в процессе	2	5
54	в себя	3	5
55	сводится к	1	5
56	в эпоху	9	5
57	или иной	5	5
58	можно сказать	2	5
59	как бы	22	5
60	к тому	2	5
61	то что	3	5
62	в своей	5	5
63	в которых	1	4
64	с его	5	4
65	отношение к	4	4
66	и к	4	4
67	уже не	3	4
68	в целом	2	4
69	на его	2	4
70	лишь в	1	4
71	в них	5	4
72	потому что	5	4
73	могут быть	2	4
74	же время	1	4
75	между тем	5	4
76	одной из	1	4
77	что он	3	4
78	для него	5	4
79	в особенности	2	4
80	что не	2	4
81	связи с	4	4
82	не является	3	4
83	что в	3	4
84	и потому	10	3
85	той или	5	3
86	различия между	2	3
87	с этим	1	3
88	в самом	4	3
89	т.п но	1	3
90	зрения на	1	3
91	это не	3	3
92	по мысли	1	3
93	точки зрения	7	3
94	в своих	5	3
95	жанр и	1	3
96	бы быть	2	3
97	по себе	1	3
98	в то	1	3
99	принадлежат к	1	3
100	ли не	1	3
101	они и	1	3
102	но при	2	3
103	в ее	3	3
104	в произведении	1	3
105	времени и	6	3
106	еще в	1	3
107	и даже	8	3
108	как жанр	1	3
109	имея в	1	3
110	что и	1	3
111	существенную роль	2	3
112	хотя бы	1	3
113	из них	4	3
114	к ним	1	3
115	тем что	1	3
116	именно в	1	3
117	при всей	2	3
118	имеет место	1	3
119	это прежде	1	3
120	мира в	3	3
121	по своему	8	3
122	для обозначения	1	3
123	того что	2	3
124	один из	1	3
125	все же	6	3
126	как уже	1	3
127	мог быть	1	3
128	сказать что	6	3
129	другой стороны	1	3
130	отношения к	2	2
131	одним из	2	2
132	например в	2	2
133	определить как	1	2
134	он всегда	1	2
135	в году	6	2
136	для своего	2	2
137	мы имеем	1	2
138	в сущности	16	2
139	совпадает с	1	2
140	этого термина	1	2
141	в виду	3	2
142	и второго	1	2
143	но как	3	2
144	за пределы	8	2
145	как к	1	2
146	что касается	1	2
147	хотя и	2	2
148	сознания в	1	2
149	в противоположность	2	2
150	эти жанры	1	2
151	в тех	3	2
152	в этой	4	2
153	эпохи и	1	2
154	можно определить	1	2
155	так сказать	4	2
156	становления и	1	2
157	и по	2	2
158	на этом	1	2
159	так например	2	2
160	человека в	1	2
161	могла бы	1	2
162	об этом	1	2
163	на сцене	1	2
164	с человеком	1	2
165	наших дней	1	2
166	и без	2	2
167	мысли и	4	2
168	направлен на	1	2
169	не менее	1	2
170	но они	1	2
171	что с	1	2
172	в науке	1	2
173	не могло	1	2
174	а о	1	2
175	своей природе	1	2
176	и его	10	2
177	к себе	2	2
178	его понимании	1	2
179	отличается от	1	2
180	числе и	7	2
181	значительной степени	2	2
182	но одновременно	3	2
183	оно не	1	2
184	и он	2	2
185	как мы	6	2
186	характер и	1	2
187	в организации	1	2
188	в пределах	1	2
189	приводит к	2	2
190	и иные	1	2
191	но зато	1	2
192	было в	1	2
193	разного рода	3	2
194	строго говоря	1	2
195	и вообще	3	2
196	о нем	3	2
197	во всяком	1	2
198	требует для	1	2
199	основе своей	2	2
200	в значительной	6	2
201	времени в	1	2
202	это было	2	2
203	народного творчества	2	2
204	на протяжении	5	2
205	и во	3	2
206	в форме	3	2
207	них в	1	2
208	представления о	2	2
209	речевого жанра	1	2
210	в литературе	6	2
211	большей или	4	2
212	и одновременно	5	2
213	в какой	1	2
214	и ее	1	2
215	в литературоведении	1	2
216	есть в	5	2
217	литературы в	2	2
218	уже в	1	2
219	или даже	2	2
220	и понимание	1	2
221	в одном	5	2
222	сами по	1	2
223	в современном	1	2
224	никогда не	6	2
225	на ее	1	2
226	здесь в	8	2
227	к которому	1	2
228	и др	24	2
229	более того	2	2
230	однако и	1	2
231	его как	1	2
232	о чем	1	2
233	из уст	1	2
234	в ряду	3	2
235	для понимания	1	2
236	жизни в	5	2
237	на ранних	2	2
238	в начале	1	2
239	известной степени	1	2
240	или в	2	2
241	особого рода	1	2
242	и все	5	2
243	или меньшей	4	2
244	одновременно и	2	2
245	речи как	1	2
246	это в	4	2
247	они не	1	2
248	к этому	1	2
249	том числе	10	2
250	термина в	1	1
251	ранних этапах	1	1
252	новое время	3	1
253	к индивидуальным	1	1
254	нем нет	1	1
255	можно говорить	3	1
256	речь идет	1	1
257	в обычном	3	1
258	не остается	1	1
259	самом деле	3	1
260	на самом	6	1
261	форме мифа	1	1
262	это и	1	1
263	и должны	1	1
264	даже сказать	1	1
265	мысли а	1	1
266	от своей	1	1
267	и до	4	1
268	смерть в	2	1
269	видеть в	2	1
270	человеком и	1	1
271	правильного понимания	1	1
272	и само	2	1
273	только благодаря	1	1
274	говорить о	1	1
275	принадлежит к	1	1
276	но уже	1	1
277	его однако	1	1
278	они были	6	1
279	мы и	3	1
280	своего исторического	1	1
281	форм в	2	1
282	меньшей степени	5	1
283	в xix	1	1
284	на них	2	1
285	нем только	3	1
286	области литературы	2	1
287	мы называем	1	1
288	нет и	2	1
289	форме и	2	1
290	в чужой	2	1
291	его на	2	1
292	своей не	1	1
293	с их	5	1
294	и различные	1	1
295	просто как	1	1
296	эпохи развития	1	1
297	есть его	1	1
298	в которой	1	1
299	таковы например	2	1
300	он в	1	1
301	без учета	1	1
302	в нашем	1	1
303	из этих	2	1
304	рассказчика в	1	1
305	действительности а	1	1
306	по преимуществу	1	1
307	но его	1	1
308	жизнь как	1	1
309	на то	1	1
310	быть только	2	1
311	этот процесс	1	1
312	включал в	1	1
313	она еще	1	1
314	формой а	1	1
315	он не	2	1
316	с ней	1	1
317	в xvii	3	1
318	литературных произведений	1	1
319	они в	2	1
320	всех этих	8	1
321	не к	2	1
322	собой не	1	1
323	понимания и	3	1
324	новое и	2	1
325	нашего времени	1	1
326	свое время	2	1
327	литературе в	1	1
328	можно даже	1	1
329	или иных	1	1
330	основе его	2	1
331	но все	3	1
332	где нет	1	1
333	и может	1	1
334	слова или	1	1
335	самим собой	1	1
336	на все	2	1
337	этих форм	5	1
338	всех областях	1	1
339	сохраняется в	1	1
340	и других	3	1
341	может стать	1	1
342	действительности в	1	1
343	своего значения	1	1
344	стоит на	1	1
345	в новое	3	1
346	в жизни	4	1
347	в бытовом	1	1
348	о которых	1	1
349	их как	1	1
350	оно имеет	1	1
351	мы не	1	1
352	слова и	1	1
353	различные формы	2	1
354	в этих	2	1
355	во время	4	1
356	как такое	1	1
357	и при	1	1
358	что такое	1	1
359	лежат в	1	1
360	а как	1	1
361	это делает	1	1
362	звено в	1	1
363	с точки	3	1
364	не столько	1	1
365	вплоть до	1	1
366	смысле а	1	1
367	поэтому в	2	1
368	мир и	3	1
369	европейских литератур	2	1
370	которые в	1	1
371	его к	2	1
372	что было	1	1
373	и более	1	1
374	не могли	1	1
375	древнейших и	1	1
376	слов о	2	1
377	мере и	1	1
378	вместе со	1	1
379	между двумя	1	1
380	и вся	1	1
381	раз и	2	1
382	с миром	3	1
383	чистом виде	1	1
384	период своего	1	1
385	до конца	2	1
386	в трактовке	1	1
