N	2gram	Potebnia_M_1	Istorich
1	что он	1	24
2	и т	6	19
3	не только	21	18
4	т д	4	18
5	может быть	27	17
6	мы имеем	1	15
7	и в	39	15
8	никогда не	4	15
9	так как	21	14
10	но и	20	14
11	так же	5	13
12	что в	22	12
13	то что	10	12
14	а в	5	12
15	в этом	15	11
16	в этих	7	11
17	и не	18	11
18	то же	6	10
19	что они	1	10
20	его в	1	10
21	еще не	6	9
22	все же	6	9
23	в другом	1	9
24	с тем	5	9
25	потому что	52	9
26	должны были	1	8
27	он не	3	8
28	связи с	3	8
29	один из	1	8
30	мы увидим	3	8
31	мы можем	2	8
32	мы видим	4	8
33	в нем	20	7
34	таким образом	13	7
35	том что	16	7
36	не в	15	7
37	ничего не	1	7
38	вместе с	8	7
39	сих пор	1	7
40	то это	5	6
41	но в	9	6
42	что это	3	6
43	и что	10	6
44	в его	5	6
45	что и	6	6
46	так что	16	6
47	до сих	1	6
48	как бы	6	6
49	видно что	2	6
50	в том	26	6
51	только в	25	6
52	точно так	11	6
53	же как	1	5
54	и есть	2	5
55	как в	10	5
56	с этим	7	5
57	что она	1	5
58	но все	2	5
59	было бы	12	5
60	в котором	1	5
61	на него	3	5
62	что при	5	5
63	можно было	1	5
64	так и	13	5
65	она не	3	5
66	к нему	1	5
67	в одном	8	5
68	прежде всего	4	5
69	к которому	3	5
70	а не	21	5
71	в связи	1	5
72	не может	22	5
73	к тому	4	5
74	что эти	1	4
75	в ней	7	4
76	и на	1	4
77	в одной	1	4
78	в себе	13	4
79	все эти	1	4
80	в этой	3	4
81	при этом	6	4
82	после этого	2	4
83	и с	3	4
84	показывает что	3	4
85	вопрос о	4	4
86	но он	2	4
87	того как	6	4
88	для нас	9	4
89	о нем	1	4
90	в другой	3	4
91	с одной	3	4
92	у него	1	4
93	тем что	9	4
94	связь с	2	4
95	но это	5	4
96	как она	3	4
97	не должен	1	4
98	мы должны	3	4
99	к этой	3	4
100	и другие	1	4
101	они не	1	4
102	мы не	10	3
103	видели что	1	3
104	когда он	1	3
105	увидим что	4	3
106	он в	1	3
107	из этих	4	3
108	как он	1	3
109	на то	2	3
110	подобно тому	3	3
111	говорит что	1	3
112	должен был	1	3
113	хотя в	3	3
114	не мог	3	3
115	в их	2	3
116	выше мы	1	3
117	что этот	1	3
118	и его	5	3
119	как будто	2	3
120	и это	3	3
121	эти представления	1	3
122	в каких	1	3
123	так в	1	3
124	роль в	1	3
125	мог бы	2	3
126	по мере	6	3
127	о том	2	3
128	после того	1	3
129	должно было	1	3
130	того что	8	3
131	по отношению	13	3
132	то чего	2	3
133	в состоянии	3	3
134	в других	2	3
135	одной стороны	3	3
136	что мы	4	3
137	его пути	1	3
138	предположить что	1	3
139	тому как	4	3
140	все это	1	3
141	между прочим	2	3
142	но если	2	3
143	отношению к	13	3
144	например в	1	2
145	самом деле	1	2
146	на самом	1	2
147	показать что	1	2
148	не вдаваясь	1	2
149	и для	5	2
150	в сущности	2	2
151	что иное	2	2
152	хотя бы	2	2
153	они были	1	2
154	и то	3	2
155	в которых	1	2
156	иное как	2	2
157	во всех	5	2
158	то мы	2	2
159	но не	8	2
160	не все	2	2
161	его на	2	2
162	дает нам	1	2
163	некоторое время	1	2
164	перед нами	1	2
165	ясно и	1	2
166	но его	1	2
167	в которой	2	2
168	сама не	1	2
169	не могла	2	2
170	на его	1	2
171	так сказать	2	2
172	он должен	2	2
173	и если	2	2
174	из него	2	2
175	и по	6	2
176	могла бы	2	2
177	и может	2	2
178	из них	1	2
179	той же	3	2
180	его не	1	2
181	с другими	1	2
182	это не	7	2
