N	3gram	Voloshinov_1	FransuaR
1	в том что	2	6
2	в отличие от	1	4
3	нужно сказать что	1	4
4	в нем только	1	3
5	с точки зрения	5	3
6	в этом отношении	1	3
7	выходит за пределы	1	3
8	на самом деле	1	2
9	не входит в	1	2
10	в значительной мере	1	2
11	нужно отметить что	1	2
12	в узком смысле	1	2
13	с одной стороны	2	2
14	при таком подходе	1	2
15	вполне понятно что	3	2
16	нет и не	1	1
17	в чем же	1	1
18	явления но в	1	1
19	чуть ли не	1	1
20	по отношению к	3	1
21	в самом деле	2	1
22	еще одну особенность	1	1
23	и в некоторых	1	1
24	и в области	1	1
25	такие явления как	1	1
26	и не может	1	1
27	во всей своей	1	1
28	можно говорить о	1	1
29	в собственном смысле	1	1
30	то или иное	1	1
31	в особенности в	1	1
32	не чем иным	2	1
33	тех или иных	1	1
34	но в то	1	1
35	придется остановиться на	1	1
36	в последнее время	1	1
37	отношений между людьми	1	1
38	в связи с	1	1
39	это конечно не	1	1
40	это и не	1	1
41	с другой стороны	2	1
42	не может быть	4	1
43	ясное и отчетливое	1	1
44	во всем своем	1	1
45	в данную эпоху	1	1
46	то же время	1	1
47	чем иным как	2	1
48	все эти три	1	1
49	на этом мы	1	1
50	и превращается в	1	1
51	включает в себя	1	1
52	однако было бы	1	1
53	и не является	2	1
54	для того чтобы	1	1
55	в совершенно иных	1	1
56	наиболее чистым и	1	1
57	в то же	1	1
58	все то что	1	1
