N	4gram	Voloshinov_1	Myshleni
1	или во всяком случае	1	2
2	того что нам известно	1	2
3	что мы знаем о	1	2
4	что нам известно из	1	2
5	в первые годы жизни	1	2
6	дело в том что	1	1
7	ответ на этот вопрос	1	1
8	в самом деле что	1	1
9	один и тот же	2	1
10	том что он не	1	1
11	мы видим таким образом	1	1
12	в том что он	2	1
13	как часть социального целого	1	1
14	в зависимости от того	1	1
15	сводится к тому чтобы	1	1
16	нам известно из других	1	1
17	так и со стороны	1	1
18	к тому чтобы узнать	1	1
19	жизненного порыва lan vital	1	1
20	в самое последнее время	1	1
21	в том что в	1	1
22	но вместе с ним	1	1
