N	3gram	Vygotskiy__1	OGranits
1	с точки зрения	2	5
2	не может быть	8	4
3	до тех пор	1	4
4	тех пор пока	1	3
5	есть прежде всего	1	3
6	одно и то	1	3
7	что иное как	1	2
8	но так как	1	2
9	в самом деле	7	2
10	в зависимости от	5	2
11	с одной стороны	5	2
12	и то же	1	2
13	с другой стороны	5	2
14	с самого начала	1	2
15	не что иное	1	2
16	в том что	9	2
17	один и тот	1	1
18	что в этом	3	1
19	и более или	1	1
20	в каждом слове	1	1
21	в чем же	1	1
22	этой точки зрения	5	1
23	явления но в	1	1
24	а вовсе не	1	1
25	более или менее	2	1
26	на самом деле	2	1
27	подобно тому как	5	1
28	те же самые	1	1
29	то же самое	2	1
30	художественного произведения и	1	1
31	в отличие от	3	1
32	между тем как	1	1
33	не было бы	2	1
34	только то что	1	1
35	в этом отношении	2	1
36	то что в	1	1
37	в собственном смысле	3	1
38	в значительной мере	1	1
39	с этой точки	4	1
40	и в области	1	1
41	то или иное	2	1
42	по себе а	2	1
43	вместе с ними	1	1
44	в процессе творчества	1	1
45	ту или иную	1	1
46	в последнее время	2	1
47	только и может	1	1
48	мы полагаем что	1	1
49	для того чтобы	5	1
50	так же как	4	1
51	если бы мы	1	1
52	о влиянии на	1	1
53	мы все же	1	1
54	и тот же	1	1
55	состоит в том	2	1
56	тем не менее	2	1
57	и вместе с	1	1
58	может быть объяснено	1	1
59	в связи с	1	1
60	само по себе	5	1
61	в эстетике и	2	1
62	это и не	1	1
63	собственном смысле слова	2	1
64	быть сведены к	1	1
65	как в музыке	1	1
66	все то что	3	1
67	до такой степени	1	1
68	в тех случаях	1	1
69	в связи со	1	1
70	мы не можем	2	1
71	так же точно	3	1
72	таким образом мы	1	1
73	та или иная	1	1
74	включает в себя	1	1
75	в конечном счете	3	1
76	выходит за пределы	1	1
77	несмотря на все	1	1
78	на то что	8	1
79	эту точку зрения	1	1
80	тех или иных	2	1
81	тому что он	1	1
82	как и в	4	1
