N	2gram	Berdyaev_M_1	TeoriaLi
1	в мире	10	24
2	– это	1	20
3	не только	29	18
4	и не	11	16
5	я в	1	16
6	а в	4	14
7	и в	28	13
8	в частности	1	13
9	то есть	3	12
10	так и	1	12
11	может быть	30	12
12	в этом	20	11
13	в том	6	11
14	но не	8	10
15	и его	9	10
16	а не	25	10
17	в его	9	9
18	по отношению	2	8
19	в душе	1	8
20	но и	25	8
21	отношению к	2	8
22	что в	10	8
23	отличие от	1	7
24	в себе	7	7
25	том что	3	7
26	точки зрения	4	7
27	в отличие	1	7
28	в то	2	7
29	по своей	2	7
30	только в	6	7
31	себя в	3	7
32	еще не	1	6
33	с его	3	6
34	но в	7	6
35	лишь в	6	6
36	место в	2	6
37	в русской	1	6
38	как бы	2	6
39	мы имеем	1	5
40	жизни как	1	5
41	в своем	10	5
42	в самом	11	5
43	он не	24	5
44	как и	5	5
45	не в	16	5
46	в нем	13	5
47	– с	1	5
48	в ее	3	5
49	в пределах	1	5
50	между тем	1	5
51	уже не	4	5
52	как в	2	5
53	в искусстве	1	5
54	отношение к	4	4
55	то что	5	4
56	в своей	15	4
57	в их	4	4
58	не столько	1	4
59	не менее	1	4
60	личности в	2	4
61	приводит к	2	4
62	и ее	1	4
63	но он	9	4
64	мира и	5	4
65	личности и	1	4
66	в свою	2	4
67	не знает	4	4
68	сказать что	2	4
69	не может	28	4
70	и то	1	3
71	между двумя	1	3
72	в сторону	1	3
73	не все	2	3
74	и к	2	3
75	в противоположность	1	3
76	со своей	1	3
77	все эти	2	3
78	в этой	6	3
79	он должен	3	3
80	и вот	3	3
81	и по	4	3
82	его в	3	3
83	мог бы	4	3
84	и сам	1	3
85	в этих	4	3
86	в отношении	1	3
87	никогда не	14	3
88	потому что	16	3
89	– все	3	3
90	так в	1	3
91	и что	2	3
92	входит в	2	3
93	того что	7	3
94	человека с	2	3
95	для него	11	3
96	и др	1	3
97	прежде всего	10	3
98	и потому	10	3
99	человека к	2	3
100	– не	5	3
101	по своему	2	3
102	мира в	1	3
103	к которому	1	3
104	в основе	2	3
105	ни к	1	3
106	отношении к	2	3
107	я и	1	2
108	отношения к	4	2
109	и это	12	2
110	это и	4	2
111	но она	1	2
112	принадлежит к	1	2
113	я не	1	2
114	и мира	3	2
115	у него	17	2
116	человеческих отношений	1	2
117	за пределы	4	2
118	что они	1	2
119	как говорит	1	2
120	как к	1	2
121	и как	2	2
122	говорит что	1	2
123	в которой	6	2
124	свободы но	5	2
125	к одному	1	2
126	об этом	1	2
127	русской поэзии	1	2
128	дома и	1	2
129	это не	5	2
130	к области	1	2
131	вовсе не	1	2
132	зрения и	1	2
133	не могло	1	2
134	мышления и	1	2
135	казалось бы	1	2
136	не принадлежит	2	2
137	как будто	2	2
138	и для	2	2
139	вокруг него	1	2
140	и о	1	2
141	роль в	1	2
142	к его	1	2
143	если бы	2	2
144	в виду	2	2
145	о том	2	2
146	в глаза	1	2
147	особого рода	1	2
148	это было	1	2
149	восходит к	1	2
150	к нему	7	2
151	во всех	1	2
152	жизни –	1	2
153	мире и	1	2
154	в конце	7	2
155	во всей	1	2
156	от свободы	2	2
157	и даже	1	2
158	в области	1	2
159	а именно	1	2
160	себя и	3	2
161	жизни то	1	2
162	а на	1	2
163	не на	1	2
164	человеческой жизни	2	2
165	о чем	2	2
166	о себе	3	2
167	вместе с	6	2
168	так же	1	2
169	к жизни	1	2
170	в той	2	2
171	могут быть	2	2
172	– также	1	2
173	произведения искусства	1	2
174	к тому	3	2
175	жизни в	2	2
176	одной из	1	2
177	что он	10	2
178	культуры в	1	2
179	и состоит	1	2
180	– как	1	2
181	также что	1	1
182	также и	2	1
183	вести к	1	1
184	человека и	14	1
185	начинается с	1	1
186	и через	1	1
187	связана с	2	1
188	свобода не	4	1
189	жизни поэтому	1	1
190	в христианском	4	1
191	и есть	14	1
192	этого мира	3	1
193	в иных	3	1
194	к другому	1	1
195	и до	1	1
196	можно лишь	1	1
197	кто бы	1	1
198	вся она	1	1
199	восстает против	1	1
200	одним из	2	1
201	не во	1	1
202	вопрос о	2	1
203	чтобы не	2	1
204	своем отношении	1	1
205	все и	1	1
206	не вполне	1	1
207	и такой	1	1
208	человек должен	6	1
209	не знают	3	1
210	о судьбе	1	1
211	момент в	2	1
212	не от	1	1
213	радикально меняется	1	1
214	собой в	1	1
215	и на	6	1
216	зрения у	1	1
217	тем как	1	1
218	иных случаях	1	1
219	и л	1	1
220	для других	1	1
221	если в	1	1
222	ивана карамазова	7	1
223	и остроте	1	1
224	или к	4	1
225	любовь и	1	1
226	в истории	2	1
227	более чем	1	1
228	отношение человека	1	1
229	с эпохи	1	1
230	в центре	2	1
231	интересом к	1	1
232	о жизни	1	1
233	человеческая личность	1	1
234	такова же	1	1
235	глубже чем	1	1
236	сознания в	1	1
237	целый ряд	1	1
238	во весь	1	1
239	нему как	1	1
240	духа и	4	1
241	над собой	1	1
242	силе и	1	1
243	и свою	1	1
244	искусство и	1	1
245	добро и	3	1
246	к чему	2	1
247	и идет	1	1
248	привести к	4	1
249	что достоевский	4	1
250	за это	1	1
251	он в	2	1
252	на могиле	1	1
253	в иную	1	1
254	с их	2	1
255	отношение между	1	1
256	говорят о	1	1
257	имеем в	1	1
258	ее как	1	1
259	если он	5	1
260	все человеческие	1	1
261	духовной культуры	1	1
262	что она	1	1
263	он ни	2	1
264	ключ к	1	1
265	человеческого духа	26	1
266	в понимании	1	1
267	отношений между	1	1
268	в силу	1	1
269	его сознание	1	1
270	остается лишь	2	1
271	бытия это	1	1
