N	2gram	Bakhtin_Fr_7	Literetu
1	не только	5	24
2	при этом	3	19
3	в качестве	9	17
4	но и	9	17
5	в том	11	16
6	а не	2	16
7	в частности	1	15
8	том что	4	14
9	в году	5	13
10	тогда как	1	13
11	может быть	4	13
12	и не	7	12
13	в этом	15	12
14	в своем	9	11
15	своего рода	2	11
16	прежде всего	11	11
17	такого рода	1	10
18	то что	8	10
19	не в	9	8
20	и в	41	8
21	только в	6	8
22	как это	1	8
23	я не	3	7
24	как бы	7	7
25	в себе	11	7
26	в его	12	7
27	уже не	2	7
28	то есть	20	6
29	как и	14	6
30	точки зрения	5	6
31	того что	2	6
32	связи с	1	6
33	в жизни	1	6
34	себя в	1	6
35	на смену	1	6
36	xix века	1	6
37	одним из	1	5
38	то же	13	5
39	отличие от	1	5
40	как в	5	5
41	в то	10	5
42	а также	2	5
43	же время	9	5
44	же в	2	5
45	что он	3	5
46	уже в	5	5
47	не может	3	5
48	в данном	2	5
49	с этой	1	5
50	с его	2	5
51	тем самым	3	5
52	в своей	3	4
53	еще не	2	4
54	но не	1	4
55	в этой	13	4
56	все же	1	4
57	не как	1	4
58	в силу	1	4
59	с собой	1	4
60	и его	9	4
61	данном случае	1	4
62	никогда не	2	4
63	так и	10	4
64	в формах	3	4
65	и тем	1	4
66	из них	3	4
67	в конце	8	4
68	и т.п	9	4
69	в связи	2	4
70	это не	6	4
71	в своих	1	4
72	например в	3	3
73	тех же	1	3
74	и есть	3	3
75	также и	2	3
76	что его	1	3
77	по отношению	2	3
78	в самом	1	3
79	с их	1	3
80	силу своей	1	3
81	таким образом	19	3
82	той же	3	3
83	его в	3	3
84	далеко не	2	3
85	он и	1	3
86	несмотря на	3	3
87	не мог	2	3
88	в их	3	3
89	но в	8	3
90	том же	1	3
91	дело в	2	3
92	одна из	4	3
93	в основе	1	3
94	не должен	1	3
95	в области	2	3
96	к себе	1	3
97	всего в	5	3
98	в виду	4	3
99	по аналогии	1	3
100	одного из	2	3
101	по своей	1	3
102	один из	1	3
103	и прежде	1	3
104	потому что	5	3
105	одно из	1	3
106	у него	6	3
107	и даже	1	3
108	еще и	1	3
109	и др	2	3
110	не было	3	3
111	мира в	4	3
112	аналогии с	1	3
113	при всем	1	3
114	жизни и	3	3
115	что в	9	3
116	а в	5	3
117	свободы от	1	3
118	во всяком	2	3
119	человека и	1	2
120	того же	3	2
121	не остается	1	2
122	и то	2	2
123	самом деле	1	2
124	должна быть	1	2
125	та же	4	2
126	в сущности	4	2
127	и самого	2	2
128	а только	2	2
129	общего с	1	2
130	и нет	1	2
131	все эти	13	2
132	но без	2	2
133	тому же	1	2
134	как он	2	2
135	в нем	7	2
136	же это	1	2
137	на этом	5	2
138	для всей	1	2
139	различие между	1	2
140	здесь как	2	2
141	было бы	4	2
142	для них	1	2
143	в слове	1	2
144	от своего	1	2
145	как все	1	2
146	а как	1	2
147	всяком случае	1	2
148	с точки	3	2
149	мы в	2	2
150	в авторском	1	2
151	жизни с	1	2
152	что я	1	2
153	даже в	1	2
154	при всех	1	2
155	дело не	2	2
156	своего героя	1	2
157	в сознании	1	2
158	этом отношении	2	2
159	к тому	2	2
160	должен быть	2	2
161	в себя	2	2
162	роль в	2	2
163	на том	2	2
