N	2gram	Losev_Vlad_3	Morfolog
1	может быть	8	52
2	таким образом	11	20
3	не может	14	17
4	в этих	2	16
5	с этим	2	14
6	и в	40	13
7	в этом	16	13
8	так как	7	12
9	и др	1	12
10	перед нами	3	11
11	связи с	2	11
12	мы видим	1	11
13	видим что	1	10
14	заметить что	2	10
15	представляют собой	1	10
16	то же	4	9
17	мы имеем	3	9
18	так и	6	9
19	этом случае	1	9
20	не всегда	1	9
21	прежде всего	10	9
22	а не	8	9
23	в связи	3	9
24	и не	25	9
25	при помощи	4	8
26	что и	7	8
27	с другой	5	8
28	по существу	4	8
29	в результате	4	8
30	вопрос о	4	7
31	в качестве	3	7
32	представляет собою	1	7
33	в тех	1	7
34	все же	4	7
35	но если	5	7
36	но не	4	6
37	может считаться	1	6
38	это не	3	6
39	во время	1	6
40	не могут	2	6
41	и здесь	6	6
42	а также	8	6
43	в том	18	6
44	а в	7	6
45	мы не	2	5
46	во всех	1	5
47	не все	3	5
48	то что	28	5
49	далеко не	3	5
50	не менее	9	5
51	потому что	11	5
52	вслед за	1	5
53	один из	1	5
54	если мы	4	5
55	наряду с	2	5
56	как бы	3	5
57	можно наблюдать	1	5
58	и другие	1	5
59	также и	17	4
60	тех же	1	4
61	то это	10	4
62	что его	2	4
63	то мы	1	4
64	если в	1	4
65	как в	1	4
66	хотя и	7	4
67	и как	7	4
68	не только	25	4
69	об этом	6	4
70	его в	2	4
71	было бы	4	4
72	вовсе не	13	4
73	как и	7	4
74	несмотря на	7	4
75	точки зрения	13	4
76	с точки	6	4
77	тем не	10	4
78	ничего не	5	4
79	тем что	5	4
80	очень часто	1	4
81	как мы	8	4
82	видно что	1	4
83	в некоторых	1	4
84	другой стороны	2	4
85	так же	8	4
86	в иных	1	4
87	на пути	1	4
88	а если	2	4
89	что в	17	4
90	начинается с	1	3
91	самом деле	1	3
92	на самом	3	3
93	и для	3	3
94	заметим что	3	3
95	независимо от	3	3
96	как таковое	1	3
97	но в	4	3
98	к чему	1	3
99	в целом	2	3
100	в нашем	2	3
101	может существовать	1	3
102	и по	2	3
103	но все	3	3
104	из них	2	3
105	ни в	10	3
106	сам он	1	3
107	в один	1	3
108	том что	18	3
109	в то	7	3
110	в сущности	2	3
111	на него	2	3
112	того чтобы	3	3
113	здесь же	2	3
114	от того	4	3
115	и другим	1	3
116	то здесь	1	3
117	если бы	3	3
118	с того	1	3
119	но и	18	3
120	он не	8	3
121	значит что	6	3
122	к нему	3	3
123	в какой	2	3
124	не происходит	1	3
125	в начале	2	3
126	а то	2	3
127	друг друга	2	3
128	в руки	1	3
129	не является	2	3
130	что они	1	3
131	то можно	2	3
132	из которых	1	3
133	последнем случае	1	3
134	но это	6	3
135	кроме того	6	3
136	иное чем	1	3
137	трудной задачи	1	3
138	мы должны	4	3
139	только что	2	3
140	же в	3	3
141	в последнем	1	3
142	смысле слова	6	2
143	живое существо	1	2
144	как это	4	2
145	отсюда видно	1	2
146	как особого	1	2
147	что многие	1	2
148	есть нечто	1	2
149	время как	2	2
150	как таковая	1	2
151	чем это	2	2
152	совсем не	5	2
153	а с	4	2
154	и таким	1	2
155	если она	1	2
156	что действительно	1	2
157	и к	2	2
158	более или	5	2
159	то в	6	2
160	та же	1	2
161	как то	1	2
162	из его	1	2
163	чего следует	1	2
164	можно было	5	2
165	и за	2	2
166	в другом	2	2
167	мы уже	5	2
168	это было	3	2
169	оно как	1	2
170	о характере	1	2
171	то как	3	2
172	этого не	3	2
173	с тем	7	2
174	бы считать	1	2
175	на первый	2	2
176	или менее	5	2
177	для него	8	2
178	и при	1	2
179	дается в	2	2
180	настоящее время	3	2
181	и более	2	2
182	все эти	5	2
183	на работу	1	2
184	что эта	2	2
185	с теми	1	2
186	не имеет	4	2
187	одна из	1	2
188	же между	1	2
189	помощи которой	1	2
190	что ни	1	2
191	и его	10	2
192	в каком	4	2
193	для того	2	2
194	оно не	3	2
195	утверждать что	1	2
196	здесь не	3	2
197	в в	2	2
198	то время	4	2
199	и что	8	2
200	если они	2	2
201	не с	4	2
202	ясно что	1	2
203	является в	2	2
204	другой не	1	2
205	о том	11	2
206	нашей работы	1	2
207	с одной	3	2
208	можно сказать	1	2
209	может не	1	2
210	ни к	2	2
211	если например	1	2
212	путь к	2	2
213	образом если	1	2
214	и только	3	2
215	того что	7	2
216	же можно	1	2
217	иных случаях	1	2
218	как например	2	2
219	быть и	2	2
220	хотя бы	6	2
221	что он	5	2
222	или иные	2	2
223	только в	13	2
224	уже не	9	2
225	или на	1	2
226	вопроса о	1	2
227	или не	3	2
228	в виде	13	2
229	от других	1	2
230	этим же	1	2
231	без всякой	2	2
232	себя и	1	2
233	сказать что	12	2
234	ниже в	1	2
235	что мы	2	2
236	в частности	1	2
237	незадолго до	1	2
238	одной стороны	3	2
239	самого себя	2	2
240	есть и	4	2
241	нам еще	1	2
242	но для	3	2
243	тем и	1	2
244	не существует	2	2
245	в настоящее	3	2
246	но вот	3	2
247	одной из	2	2
248	а во	1	2
249	но эти	1	2
250	к этому	2	2
251	точно так	4	2
252	нужно помнить	1	1
253	например в	1	1
254	таком случае	2	1
255	и то	9	1
256	сын и	1	1
257	и должны	1	1
258	решительно все	1	1
259	под которым	1	1
260	она все	1	1
261	противном случае	1	1
262	то для	1	1
263	есть не	2	1
264	она в	1	1
265	и была	1	1
266	это совершенно	1	1
267	на первом	3	1
268	на эти	2	1
269	он как	1	1
270	от своих	1	1
271	но она	1	1
272	что это	9	1
273	что иное	1	1
274	не вполне	2	1
275	оно есть	6	1
276	и такой	1	1
277	конечно и	1	1
278	может само	1	1
279	в виду	3	1
280	относить к	1	1
281	оказывается что	2	1
282	он был	2	1
283	если исходить	1	1
284	там и	1	1
285	сама собой	1	1
286	это бывает	1	1
287	мы будем	2	1
288	но как	2	1
289	не то	1	1
290	далее можно	1	1
291	некоторые черты	1	1
292	отличие от	3	1
293	оно является	1	1
294	она есть	1	1
295	которые не	2	1
296	во что	2	1
297	о необходимости	3	1
298	его не	1	1
299	что касается	2	1
300	в противном	1	1
301	говорит что	1	1
302	и наконец	2	1
303	но эта	1	1
304	и был	3	1
305	это определение	1	1
306	в этот	2	1
307	не такое	1	1
308	многое не	1	1
309	очень многие	1	1
310	в которой	2	1
311	он идет	1	1
312	привести к	1	1
313	далее а	1	1
314	из этих	3	1
315	не в	3	1
316	думать что	1	1
317	в этой	8	1
318	остановиться на	2	1
319	интересно что	2	1
320	на то	4	1
321	его но	1	1
322	что каждая	1	1
323	что она	2	1
324	слова а	1	1
325	он пользуется	1	1
326	прочим и	1	1
327	и вот	1	1
328	в россии	3	1
329	говорится только	1	1
330	не исчерпывают	1	1
331	и этот	2	1
332	собственно говоря	3	1
333	одно и	2	1
334	по его	2	1
335	то ни	3	1
336	мифологии и	1	1
337	же касается	5	1
338	конечно в	1	1
339	на все	1	1
340	те или	2	1
341	ко второму	2	1
342	и тем	3	1
343	даже в	4	1
344	из первых	1	1
345	в это	2	1
346	о которых	2	1
347	дать более	1	1
348	на что	1	1
349	оно имеет	1	1
350	чем в	4	1
351	нисколько не	3	1
352	том как	1	1
353	имеет ничего	2	1
354	и их	1	1
355	при изучении	1	1
356	как все	1	1
357	в их	2	1
358	мы говорили	1	1
359	не столько	3	1
360	могло бы	2	1
361	бы мы	1	1
362	для изучения	1	1
363	а есть	2	1
364	важные для	1	1
365	которые в	1	1
366	при этом	3	1
367	но он	1	1
368	земле и	1	1
369	все это	1	1
370	никак нельзя	1	1
371	без всяких	1	1
372	далек и	1	1
373	имеет свою	2	1
374	каждая категория	1	1
375	или если	1	1
376	для нее	1	1
377	возвращается к	1	1
378	тому что	4	1
379	она не	2	1
380	что с	1	1
381	самого начала	1	1
382	то чего	1	1
383	того как	1	1
384	из одной	1	1
385	и притом	3	1
386	весь этот	3	1
387	в основе	1	1
388	нельзя ли	1	1
389	иметь в	2	1
390	больше чем	2	1
391	к каждой	1	1
392	же время	2	1
393	или как	4	1
394	постольку поскольку	1	1
395	она хочет	1	1
396	как таковых	1	1
397	как на	3	1
398	с но	1	1
399	же он	1	1
400	что вопрос	1	1
401	характерен для	1	1
402	него но	1	1
403	но учение	1	1
404	есть у	1	1
405	у нас	5	1
406	является то	1	1
407	решительно всех	1	1
408	к отдельным	1	1
409	он называет	2	1
410	исходить из	1	1
411	должны быть	1	1
412	всего в	1	1
413	к тому	7	1
414	той или	2	1
415	не есть	10	1
416	все еще	1	1
417	что при	1	1
418	предметом его	1	1
419	ничего общего	5	1
420	вполне может	1	1
421	не делает	1	1
422	с ее	1	1
423	как не	2	1
424	это будет	1	1
425	взять его	2	1
426	без всякого	1	1
427	же не	2	1
428	данном случае	2	1
429	ни стало	2	1
430	от изучения	1	1
431	с самого	1	1
432	всей своей	2	1
433	вопрос что	1	1
434	роль в	2	1
435	что такой	1	1
436	как с	2	1
437	о тех	1	1
438	в глаза	4	1
439	те же	1	1
440	а этот	1	1
441	в плоскости	1	1
442	здесь нет	2	1
443	мог бы	4	1
444	нами пока	1	1
445	еще в	5	1
446	когда в	1	1
447	во второй	1	1
448	и с	9	1
449	он служит	1	1
450	даны в	1	1
451	находится в	3	1
452	иное как	1	1
453	в известных	1	1
454	то они	1	1
455	на вопрос	1	1
456	очень ярко	1	1
457	но мы	2	1
458	бы то	3	1
459	и просто	1	1
460	на каком	1	1
461	там же	7	1
462	их в	1	1
463	доходит до	1	1
464	за этим	1	1
465	нечто иное	2	1
466	в его	14	1
467	а потому	1	1
468	уже только	1	1
469	во всей	1	1
470	что бы	3	1
471	три категории	3	1
472	если это	1	1
473	уже видели	1	1
474	и многое	1	1
475	но так	1	1
476	в новой	1	1
477	чрезвычайно мало	1	1
478	другим то	1	1
479	характерна для	2	1
480	пор не	1	1
481	как нечто	3	1
482	то прежде	1	1
483	который в	2	1
484	самые разнообразные	1	1
485	все они	2	1
486	в предисловии	2	1
487	в эти	1	1
488	сведений о	1	1
489	же и	2	1
490	понятным если	1	1
491	видели выше	2	1
492	и у	3	1
493	в нашей	2	1
494	не дает	1	1
495	за ним	1	1
496	их как	1	1
497	а и	2	1
498	стороны оно	1	1
499	не так	3	1
500	понимает что	2	1
501	всяком случае	3	1
502	в одном	5	1
503	здесь перед	1	1
504	у него	24	1
505	и никогда	1	1
506	между прочим	5	1
507	само собой	3	1
508	в с	2	1
509	только на	5	1
510	другого и	1	1
511	и даже	6	1
512	со стороны	2	1
513	или иной	1	1
514	даже не	3	1
515	до сих	1	1
516	может и	1	1
517	которые можно	2	1
518	именно в	3	1
519	а именно	12	1
520	в каких	2	1
521	еще и	18	1
522	такое же	1	1
523	борьба в	1	1
524	однако что	1	1
525	многое другое	1	1
526	от другого	1	1
527	к первому	2	1
528	на этот	1	1
529	а сам	1	1
530	она является	1	1
531	на которых	1	1
532	не на	2	1
533	что несмотря	2	1
534	или второе	1	1
535	о чем	1	1
536	лишь постольку	1	1
537	а необходимо	1	1
538	уже давно	1	1
539	входить в	1	1
540	но оно	2	1
541	он представляет	1	1
542	и красоты	1	1
543	можно будет	1	1
544	ведется в	1	1
545	же с	7	1
546	по своему	1	1
547	ли его	1	1
548	в данном	5	1
549	существует ix	1	1
550	в течение	4	1
551	этим мы	1	1
552	не удалось	3	1
553	есть на	1	1
554	эту мысль	1	1
555	отношения к	5	1
556	который для	2	1
557	реакции на	1	1
558	это значит	6	1
559	говорил об	1	1
560	никем не	1	1
561	как будто	1	1
562	и самая	2	1
563	что же	9	1
564	с этой	2	1
565	для тех	2	1
566	еще раз	2	1
567	сих пор	1	1
568	нашей работе	1	1
569	не будем	1	1
570	только для	1	1
571	же самое	3	1
572	ниже мы	1	1
573	и обозначаем	1	1
574	формы с	1	1
575	указать на	4	1
576	потому не	1	1
577	что очень	1	1
578	но на	2	1
579	или другой	1	1
580	то не	2	1
581	для нас	5	1
582	и все	4	1
583	которую он	1	1
584	бы в	2	1
585	возникает вопрос	4	1
586	и ни	2	1
587	у которого	1	1
