N	4gram	Propp_Morf_1	Istorich
1	начинается с того что	2	3
2	в тех случаях когда	2	3
3	образом мы видим что	3	2
4	в то время как	3	2
5	и т д в	2	2
6	таким образом мы видим	3	2
7	животных и т д	1	1
8	для тех сказок где	1	1
9	тех сказок где герой	1	1
10	бы то ни было	2	1
11	друг на друга что	1	1
12	лет в оловянном царстве	1	1
13	выводы можно сделать из	1	1
14	провести семь лет в	1	1
15	в этих случаях требуется	1	1
16	мою дочь милолику-царевну с	1	1
17	и т д но	4	1
18	на первый взгляд кажется	1	1
19	мы видим что сказка	1	1
20	трудные задачи представляют собой	1	1
21	может быть поставлен вопрос	1	1
22	в этом и нет	1	1
23	то же можно сказать	1	1
24	похожи друг на друга	1	1
25	не может быть изучена	1	1
26	о том что такое	1	1
27	такой случай мы имеем	1	1
28	вплоть до наших дней	1	1
29	мы видим таким образом	1	1
30	мы можем наблюдать что	1	1
31	состоит в том что	2	1
32	то это значит что	1	1
33	на первый взгляд все	1	1
34	мы не можем обойти	1	1
35	но для наших целей	1	1
36	приводят к тому что	1	1
37	связи с сватовством можно	1	1
38	как бы то ни	1	1
39	видим таким образом что	1	1
40	ниже мы увидим что	1	1
41	первый взгляд кажется что	1	1
42	семь лет в оловянном	1	1
43	о которых говорилось выше	1	1
44	как мы увидим ниже	3	1
45	имеем в сказке №	3	1
