N	2gram	Medvedev_F_1	Vladivir
1	и в	24	30
2	в году	2	24
3	в этом	15	20
4	то что	8	20
5	у него	1	19
6	и не	20	18
7	в том	6	18
8	и с	8	14
9	а н	3	14
10	что он	3	13
11	не только	7	12
12	том что	1	12
13	что в	4	12
14	как мы	5	11
15	в его	23	11
16	а в	6	11
17	сказать что	1	11
18	а также	1	10
19	не было	3	10
20	и даже	3	10
21	все же	3	9
22	кроме того	1	9
23	было бы	6	9
24	не в	8	9
25	в то	9	9
26	не может	16	9
27	для него	3	9
28	потому что	1	9
29	в своем	11	8
30	но в	5	8
31	что же	1	8
32	не мог	1	8
33	связи с	3	8
34	но и	7	8
35	в связи	4	8
36	вместе с	2	8
37	до конца	7	7
38	ни в	2	7
39	которую он	1	7
40	точки зрения	16	7
41	никогда не	4	7
42	не менее	11	7
43	может быть	14	7
44	а не	10	7
45	как это	6	7
46	между прочим	1	7
47	для нас	1	7
48	и все	6	7
49	также и	1	6
50	хотя и	1	6
51	и к	4	6
52	в себе	3	6
53	тем не	1	6
54	и его	10	6
55	у нас	5	6
56	его жизни	1	6
57	только в	2	6
58	всяком случае	4	6
59	а именно	1	6
60	прежде всего	22	6
61	к этому	1	6
62	жизни и	7	6
63	во всяком	4	6
64	с этим	2	5
65	то в	1	5
66	все эти	6	5
67	при этом	5	5
68	как и	11	5
69	в своей	11	5
70	в котором	1	5
71	по себе	5	5
72	так как	1	5
73	так и	18	5
74	с ним	2	5
75	другими словами	1	5
76	и что	2	5
77	того что	5	5
78	так что	1	5
79	но что	1	5
80	как бы	6	5
81	в основном	3	5
82	все это	9	5
83	в результате	2	5
84	из этого	1	5
85	то же	10	4
86	той же	1	4
87	в ней	10	4
88	и на	8	4
89	время в	3	4
90	с его	4	4
91	совсем не	1	4
92	отношение к	3	4
93	в которой	4	4
94	в целом	6	4
95	в этой	6	4
96	и если	2	4
97	на его	2	4
98	в нем	14	4
99	он не	3	4
100	его в	3	4
101	несмотря на	1	4
102	мы знаем	1	4
103	мы с	1	4
104	в этих	1	4
105	не есть	2	4
106	и о	1	4
107	здесь не	3	4
108	эти последние	1	4
109	можно сказать	1	4
110	с а	1	4
111	с которыми	1	4
112	конечно не	4	4
113	вовсе не	10	4
114	со стороны	5	4
115	именно в	8	4
116	так же	4	4
117	в это	1	4
118	с этой	4	4
119	но это	3	4
120	и наконец	3	4
121	по поводу	1	4
122	это время	1	4
123	можно говорить	1	3
124	отношения к	6	3
125	нам кажется	1	3
126	едва ли	1	3
127	и вот	2	3
128	этого времени	1	3
129	во всех	5	3
130	но не	3	3
131	отличие от	1	3
132	его на	1	3
133	как в	8	3
134	что касается	1	3
135	и как	3	3
136	более или	6	3
137	так или	1	3
138	из этих	1	3
139	учение о	4	3
140	всех этих	3	3
141	таким образом	13	3
142	должен был	1	3
143	только одно	1	3
144	в них	3	3
145	должно быть	11	3
146	или менее	6	3
147	в отношении	3	3
148	с точки	13	3
149	не столько	1	3
150	в отличие	1	3
151	но он	1	3
152	в россии	3	3
153	только и	4	3
154	же время	8	3
155	учения о	2	3
156	к ней	2	3
157	в области	3	3
158	он и	1	3
159	и это	2	3
160	что и	2	3
161	уже не	2	3
162	в виде	1	3
163	а это	1	3
164	даже и	2	3
165	или иначе	2	3
166	наконец в	3	3
167	не говоря	1	3
168	под влиянием	2	3
169	в данном	1	3
170	по существу	2	3
171	и для	1	3
172	еще более	1	3
173	тем более	1	3
174	хотя бы	5	3
175	в свою	8	3
176	это в	1	3
177	и особенно	2	3
178	также что	1	2
179	и есть	1	2
180	очень много	1	2
181	и до	5	2
182	из его	1	2
183	мы уже	1	2
184	его не	2	2
185	от всякой	2	2
186	на первом	1	2
187	что если	1	2
188	единство и	2	2
189	ему в	1	2
190	языке в	1	2
191	не был	1	2
192	глубокой и	1	2
193	по своему	1	2
194	в общем	3	2
195	как к	3	2
196	но кроме	1	2
197	в самом	5	2
198	в последнее	1	2
199	как он	1	2
200	на то	1	2
201	не могла	2	2
202	человек не	3	2
203	в статье	1	2
204	прочим и	1	2
205	том чтобы	2	2
206	и по	1	2
207	на этом	1	2
208	но все	2	2
209	это значит	1	2
210	в работе	2	2
211	и может	4	2
212	на все	3	2
213	заключается в	1	2
214	это не	2	2
215	с начала	2	2
216	начала и	2	2
217	этого не	1	2
218	с тем	2	2
219	мы видели	2	2
220	мы не	3	2
221	еще в	2	2
222	нисколько не	2	2
223	в их	11	2
224	и очень	1	2
225	раз и	2	2
226	она не	6	2
227	иной раз	1	2
228	не имеет	1	2
229	на котором	1	2
230	правда в	1	2
231	и притом	1	2
232	к этим	1	2
233	того чтобы	1	2
234	не о	3	2
235	в русском	1	2
236	уже и	1	2
237	уже о	1	2
238	исходить из	4	2
239	относиться к	1	2
240	в совокупности	1	2
241	к тому	3	2
242	в настоящее	10	2
243	свою очередь	6	2
244	людей в	1	2
245	говоря уже	1	2
246	данном случае	1	2
247	книги и	1	2
248	последнее время	1	2
249	всю область	1	2
250	ничего не	2	2
251	настоящее время	10	2
252	в чем	1	2
253	и во	1	2
254	борьба с	3	2
255	к нему	1	2
256	и всякая	2	2
257	и всего	1	2
258	себя в	1	2
259	его и	2	2
260	же они	2	2
261	себе в	1	2
262	друг друга	4	2
263	но уже	1	2
264	но из	1	2
265	и из	1	2
266	как у	1	2
267	здесь в	2	2
268	во второй	1	2
269	бытия в	3	2
270	что не	1	2
271	что для	1	2
272	те кто	1	2
273	не на	2	2
274	и психологии	1	2
275	в бытии	1	2
276	в частности	4	2
277	к его	1	2
278	и потому	9	2
279	наряду с	1	2
280	в той	1	2
281	с бытием	1	2
282	в более	1	2
283	и от	7	2
284	в двух	1	2
285	к этой	4	2
286	же в	3	2
287	жизни в	2	2
288	с ней	1	2
289	есть и	1	2
290	в своих	2	2
291	смысле слова	1	1
292	от этой	1	1
293	и т	12	1
294	не должны	1	1
295	например в	1	1
296	в этот	1	1
297	и др	5	1
298	тех же	2	1
299	между двумя	1	1
300	по преимуществу	1	1
301	высшей степени	1	1
302	действительности и	3	1
303	чуткости ко	1	1
304	ввиду его	1	1
305	что между	1	1
306	в первый	1	1
307	этом не	1	1
308	говорить о	1	1
309	бы более	1	1
310	а для	1	1
311	требует от	1	1
312	жизни как	1	1
313	но даже	1	1
314	и ни	1	1
315	мы здесь	1	1
316	литературы и	2	1
317	бы то	3	1
318	в какие	1	1
319	в создании	2	1
320	самом деле	6	1
321	своей работе	2	1
322	а только	2	1
323	если в	1	1
324	менее всего	2	1
325	своих работ	1	1
326	а через	1	1
327	нет и	2	1
328	с идеализмом	1	1
329	что они	1	1
330	связи и	1	1
331	во что	2	1
332	о необходимости	1	1
333	чем же	2	1
334	независимо от	4	1
335	общего с	1	1
336	на минуту	1	1
337	как нам	1	1
338	этой стороны	1	1
339	когда он	3	1
340	целый ряд	3	1
341	его дела	1	1
342	самом начале	1	1
343	себе не	1	1
344	и свою	5	1
345	этой цели	1	1
346	и отчасти	3	1
347	о самом	1	1
348	что произведение	1	1
349	та же	1	1
350	бы и	1	1
351	он в	2	1
352	в нашем	2	1
353	человеческий организм	1	1
354	думать что	3	1
355	может считаться	1	1
356	времени не	1	1
357	если он	3	1
358	так сказать	3	1
359	ей в	1	1
360	главным образом	4	1
361	чтобы он	2	1
362	т д	8	1
363	они в	1	1
364	нее и	1	1
365	xix века	1	1
366	свою собственную	1	1
367	к одному	1	1
368	этой книге	1	1
369	еще мало	1	1
370	целом а	1	1
371	но вместе	1	1
372	его от	1	1
373	базируются на	1	1
374	всех своих	1	1
375	ней не	1	1
376	в пустыне	1	1
377	прежде чем	2	1
378	так например	3	1
379	конца и	1	1
380	последнее слово	1	1
381	это конечно	1	1
382	от нее	2	1
383	то ни	3	1
384	связанных с	1	1
385	является конечно	2	1
386	лишь в	8	1
387	а как	2	1
388	по истории	2	1
389	и статьи	1	1
390	ведь в	1	1
391	остановиться на	2	1
392	в жизни	3	1
393	с необходимостью	1	1
394	для них	1	1
395	волю его	1	1
396	в высшей	1	1
397	далеко не	1	1
398	но лишь	1	1
399	даны не	1	1
400	такой же	1	1
401	не понимает	1	1
402	и ко	1	1
403	не так	2	1
404	в г	1	1
405	отрыве от	1	1
406	при изучении	1	1
407	никаких оснований	1	1
408	можно найти	1	1
409	к истории	1	1
410	в такой	1	1
411	и без	1	1
412	у последнего	1	1
413	место в	7	1
414	необходимое и	1	1
415	бы мы	1	1
416	своего рода	1	1
417	развитие в	1	1
418	но эта	2	1
419	нам в	1	1
420	если бы	4	1
421	есть еще	1	1
422	вещей и	3	1
423	для нее	1	1
424	романа с	1	1
425	произведения как	2	1
426	вообще но	1	1
427	самого начала	1	1
428	в русской	1	1
429	дальше что	1	1
430	что такое	2	1
431	и сама	1	1
432	на него	2	1
433	весь этот	1	1
434	как о	4	1
435	анализ его	1	1
436	чтобы стать	2	1
437	но только	1	1
438	не могло	5	1
439	только не	2	1
440	следовательно и	2	1
441	существу это	1	1
442	и всегда	1	1
443	вся его	1	1
444	времени появления	1	1
445	связанное с	1	1
446	жизни не	2	1
447	это то	1	1
448	в самой	2	1
449	всего и	1	1
450	и лишь	2	1
451	этих последних	1	1
452	эта тенденция	1	1
453	он хочет	1	1
454	и является	2	1
455	во всем	2	1
456	в сознании	1	1
457	иногда не	1	1
458	из истории	1	1
459	действительно существует	1	1
460	было не	1	1
461	только с	1	1
462	если только	1	1
463	свое собственное	1	1
464	и здесь	6	1
465	вопросу об	1	1
466	во все	1	1
467	что самая	1	1
468	должны быть	5	1
469	более широкой	1	1
470	что является	1	1
471	в абсолютно	1	1
472	например на	1	1
473	произведений в	2	1
474	ничего общего	1	1
475	только при	1	1
476	ни стало	2	1
477	характер и	1	1
478	исторической жизни	1	1
479	каждую вещь	1	1
480	если о	1	1
481	в произведении	2	1
482	с самого	1	1
483	нельзя в	1	1
484	так в	1	1
485	от того	2	1
486	слова а	1	1
487	систему взаимоотношений	1	1
488	стремиться к	1	1
489	как с	2	1
490	в нескольких	1	1
491	на нее	2	1
492	более тонким	1	1
493	ясно что	3	1
494	особенно в	3	1
495	здесь нет	1	1
496	во многом	1	1
497	еще не	6	1
498	для этого	4	1
499	по теории	1	1
500	явлений а	1	1
501	сводится к	3	1
502	и должно	2	1
503	на их	2	1
504	может не	1	1
505	язык и	1	1
506	притом в	1	1
507	влияние на	3	1
508	на таком	1	1
509	все во	1	1
510	взяться за	1	1
511	но ничего	1	1
512	в отрыве	1	1
513	и всю	1	1
514	было совершенно	1	1
515	не творит	1	1
516	всеми своими	1	1
517	что бы	5	1
518	представления о	1	1
519	в него	2	1
520	в лице	2	1
521	а кроме	1	1
522	и самые	1	1
523	в литературе	5	1
524	и неопределенных	1	1
525	значит что	1	1
526	в современной	1	1
527	глубоко не	1	1
528	как из	1	1
529	интереса к	1	1
530	всего организма	1	1
531	минуту не	1	1
532	но ни	1	1
533	есть осуществленное	1	1
534	и ее	10	1
535	не мешает	1	1
536	и тем	1	1
537	со всеми	3	1
538	же он	1	1
539	к которой	1	1
540	сколько в	1	1
541	для всех	1	1
542	к идее	1	1
543	с посторонними	1	1
544	если мы	2	1
545	только на	5	1
546	ни одного	2	1
547	и теоретическая	1	1
548	должно иметь	1	1
549	или даже	1	1
550	в данной	1	1
551	в душе	2	1
552	и других	3	1
553	не стал	1	1
554	из них	1	1
555	и этот	1	1
556	и их	10	1
557	никто не	1	1
558	и навсегда	1	1
559	точка зрения	2	1
560	в одном	2	1
561	общего языка	1	1
562	т п	4	1
563	с этими	1	1
564	содержания а	1	1
565	эта философия	1	1
566	к философской	1	1
567	как раз	2	1
568	видения и	1	1
569	этом отношении	1	1
570	до тех	1	1
571	время может	1	1
572	не были	1	1
573	даже не	1	1
574	развития а	1	1
575	этих новых	1	1
576	этот пафос	1	1
577	до сих	6	1
578	на ее	1	1
579	своем внутреннем	1	1
580	его из	1	1
581	в менее	1	1
582	смысла и	1	1
583	нужно сказать	1	1
584	в подлинном	1	1
585	а на	1	1
586	здесь дело	1	1
587	ничем не	3	1
588	мы и	1	1
589	о кризисе	1	1
590	возвращаясь к	1	1
591	в чистой	1	1
592	обычно не	1	1
593	то она	1	1
594	все более	2	1
595	все то	1	1
596	вследствие чего	1	1
597	ни на	3	1
598	вопросам что	1	1
599	его как	3	1
600	если она	1	1
601	к своему	1	1
602	не могут	1	1
603	она есть	2	1
604	однако эти	1	1
605	есть только	1	1
606	перед нами	1	1
607	одновременно с	2	1
608	даже с	1	1
609	в первой	1	1
610	тех пор	1	1
611	важный момент	1	1
612	дело здесь	1	1
613	первом плане	1	1
614	этот не	1	1
615	является для	2	1
616	сих пор	6	1
617	имеет значение	1	1
618	но для	3	1
619	в смысле	1	1
620	этом смысле	1	1
621	при всем	1	1
622	и конкретная	1	1
623	потому не	1	1
624	по возможности	1	1
625	мира и	1	1
626	чтобы понять	1	1
627	время и	1	1
628	не с	2	1
629	из себя	1	1
630	у них	3	1
631	ни к	1	1
632	пришлось бы	1	1
633	от всего	1	1
634	врагов и	1	1
635	отношении к	2	1
636	же собственно	1	1
637	о развитии	1	1
638	быть и	4	1
639	между ними	3	1
640	отношением к	1	1
641	только как	2	1
642	существует в	1	1
643	была бы	2	1
644	от всех	3	1
645	же самой	1	1
646	понимает как	1	1
647	религии и	1	1
648	мы увидим	4	1
649	время не	1	1
650	в действительности	2	1
651	в данную	1	1
652	ее в	1	1
653	и другие	1	1
654	том числе	1	1
655	они не	3	1
