N	3gram	Bakhtin_Fr_1	Marksizm
1	с точки зрения	3	13
2	не может быть	1	10
3	по отношению к	1	8
4	то же время	1	8
5	в то же	1	8
6	в связи с	1	7
7	для того чтобы	1	6
8	в том что	6	6
9	в самом деле	1	5
10	но в то	1	5
11	в большинстве случаев	2	5
12	в отношении к	1	4
13	и пр и	1	4
14	на самом деле	2	4
15	той или иной	5	4
16	в той или	5	3
17	самом же деле	3	3
18	и не может	1	3
19	в отличие от	4	3
20	на самом же	3	3
21	до сих пор	4	3
22	с одной стороны	2	3
23	вовсе не является	2	3
24	как мы уже	5	3
25	пр и пр	1	3
26	и пр но	1	2
27	том что он	1	2
28	в данную эпоху	1	2
29	был реакцией на	1	2
30	но и в	2	2
31	в собственном смысле	1	2
32	или иной степени	1	2
33	в значительной степени	2	2
34	лежит в основе	1	2
35	во всяком случае	1	2
36	все более и	1	2
37	до настоящего времени	1	2
38	в нем нет	1	2
39	более и более	1	2
40	в узком смысле	2	2
41	и прежде всего	3	2
42	и до настоящего	1	2
43	к тому же	1	2
44	и его формы	1	2
45	и до сегодняшнего	1	1
46	до сегодняшнего дня	1	1
47	и ни к	1	1
48	для него не	1	1
49	вполне понятно что	2	1
50	но как раз	1	1
51	все разобранные нами	1	1
52	только в пределах	1	1
53	и связанные с	1	1
54	в какой мере	1	1
55	в своей отдельности	1	1
56	прежде всего на	2	1
57	чуть ли не	1	1
58	в сущности всегда	1	1
59	дело в том	2	1
60	мы уже сказали	3	1
61	это одно из	1	1
62	и так сказать	1	1
63	в том числе	10	1
64	нам предстоит обосновать	1	1
65	и в более	1	1
66	а иногда прямо	1	1
67	эпохи возрождения особенно	1	1
68	за пределы нашей	2	1
69	в сущности только	1	1
70	до известной степени	1	1
71	сами по себе	1	1
72	в этом отношении	3	1
73	том числе и	7	1
74	нет места для	1	1
75	и в других	2	1
76	уже говорили что	2	1
77	влияние на развитие	1	1
78	до конца и	1	1
79	не только в	1	1
80	пределы нашей работы	2	1
81	и в большинстве	1	1
82	мы упоминали выше	1	1
83	в сущности это	1	1
84	свою связь с	1	1
85	а как бы	1	1
86	в обычном смысле	1	1
87	не могут быть	1	1
88	во всех этих	2	1
89	в последнее время	1	1
90	чтобы убедиться в	1	1
91	или иной форме	4	1
92	мы уже говорили	7	1
93	в единой цепи	1	1
94	он не знает	1	1
95	верх и низ	1	1
96	с другой стороны	1	1
97	в его целом	1	1
98	том что слово	1	1
99	и в том	2	1
100	на то или	1	1
101	очень далека от	1	1
102	рождения и развития	1	1
103	для эпохи возрождения	1	1
104	определяющее влияние на	2	1
105	и пр в	1	1
106	так и в	2	1
107	никогда не может	1	1
108	даже и в	3	1
109	то или иное	1	1
110	всего того что	2	1
111	xvii и xviii	2	1
112	начало и конец	1	1
113	иной форме с	1	1
114	понимания и оценки	2	1
115	но все же	2	1
116	можно сказать что	1	1
117	узком смысле а	1	1
118	слово для обозначения	1	1
119	бы они ни	1	1
120	друг от друга	1	1
121	форме выражения и	1	1
122	о чем мы	1	1
123	мы уже указывали	1	1
124	нашей работы мы	1	1
125	которого они являются	1	1
126	друг с другом	1	1
127	но не только	1	1
128	и не является	1	1
129	в отрыве от	2	1
