N	3gram	Potebnia_M_1	FransuaR
1	то же время	3	8
2	в то же	3	8
3	более или менее	1	3
4	но и в	4	3
5	для того чтобы	2	3
6	с другой стороны	5	3
7	с самого начала	3	3
8	таким образом в	1	3
9	подобно тому как	3	3
10	с точки зрения	3	2
11	с одной стороны	3	2
12	в разных местах	1	2
13	не только в	3	2
14	в то время	1	2
15	о том что	1	2
16	как мы видели	1	2
17	но дело в	2	1
18	таким образом что	2	1
19	между людьми и	1	1
20	и того же	2	1
21	а следовательно и	1	1
22	зрения на мир	1	1
23	в нашем же	1	1
24	дело в том	2	1
25	жизни и не	1	1
26	связанное с ними	1	1
27	такой точки зрения	1	1
28	одной стороны и	1	1
29	до сих пор	1	1
30	на таких же	1	1
31	сказать что и	1	1
32	в этом отношении	1	1
33	и в тех	1	1
34	он не мог	1	1
35	что я им	1	1
36	ни в одном	1	1
37	с тех пор	1	1
38	мы видим все	1	1
39	смысле этого слова	1	1
40	в нем вполне	1	1
41	и как бы	3	1
42	в связи с	1	1
43	так и в	3	1
44	не может быть	9	1
45	в свою очередь	4	1
46	и независимо от	1	1
47	явление сложное и	1	1
48	одного и того	2	1
49	в xviii в	1	1
50	но это не	1	1
51	на самом деле	1	1
52	лицом к лицу	1	1
53	в том что	13	1
54	совершенно независимого от	1	1
55	только в разных	1	1
56	но в них	1	1
57	что и в	3	1
58	мы видели что	1	1
