N	2gram	Trubetskoy_1	FransuaR
1	и в	26	49
2	то есть	4	32
3	прежде всего	2	19
4	в его	5	18
5	и на	2	17
6	не только	10	17
7	и его	1	17
8	в этом	15	15
9	и не	8	15
10	в них	2	13
11	в эпоху	7	13
12	только в	4	13
13	но и	9	13
14	во время	4	12
15	как и	1	11
16	xvii веке	1	11
17	как бы	12	11
18	в этой	4	10
19	в xvii	1	10
20	в нем	4	9
21	для него	3	9
22	все это	6	9
23	в сущности	1	8
24	отношение к	5	8
25	до нас	1	8
26	то же	4	7
27	все же	6	7
28	все эти	6	7
29	таким образом	22	7
30	один из	2	7
31	не может	4	7
32	о мире	1	7
33	жизни и	2	7
34	мы уже	1	6
35	именно в	2	6
36	во всех	2	6
37	с их	1	6
38	так и	6	6
39	и с	10	6
40	точки зрения	13	6
41	в то	4	6
42	же время	2	6
43	в себя	1	6
44	то что	7	6
45	так как	9	6
46	сказать что	2	6
47	с точки	6	5
48	с его	2	5
49	из этих	10	5
50	но не	8	5
51	в своем	3	5
52	при этом	3	5
53	в эту	2	5
54	в своей	1	5
55	никогда не	5	5
56	уже говорили	1	5
57	роль в	1	5
58	тот же	2	5
59	уже в	2	5
60	в начале	2	5
61	может быть	10	5
62	относится к	2	5
63	и потому	6	5
64	и смерти	1	5
65	отношения к	1	4
66	и до	1	4
67	и к	5	4
68	но в	7	4
69	в себе	6	4
70	но все	7	4
71	лишь в	5	4
72	в жизни	1	4
73	в этих	4	4
74	и более	1	4
75	с ним	1	4
76	в области	9	4
77	она была	1	4
78	с другой	8	4
79	и во	1	4
80	а в	4	4
81	тем что	1	4
82	смерти и	1	4
83	до сих	5	4
84	не было	2	4
85	там где	1	4
86	эту эпоху	1	4
87	благодаря этому	2	4
88	и о	3	4
89	сих пор	5	4
90	том что	7	4
91	в свое	1	4
92	в своих	1	4
93	значение в	1	4
94	как на	8	4
95	человека и	1	3
96	связана с	2	3
97	в самом	4	3
98	место в	1	3
99	жизни это	1	3
100	не был	1	3
101	да и	1	3
102	но именно	1	3
103	всех этих	1	3
104	на все	2	3
105	и других	1	3
106	было бы	1	3
107	из них	7	3
108	ни в	1	3
109	далеко не	4	3
110	несмотря на	6	3
111	мы видели	2	3
112	на земле	1	3
113	в одном	3	3
114	их в	1	3
115	даже в	1	3
116	но они	1	3
117	этих последних	1	3
118	к этим	1	3
119	только с	1	3
120	и это	2	3
121	с ее	1	3
122	в ее	1	3
123	культуры и	3	3
124	связанных с	2	3
125	в виду	2	3
126	о том	6	3
127	другими словами	1	3
128	в значительной	3	3
129	к нему	7	3
130	народная культура	2	3
131	наконец в	2	3
132	же в	1	3
133	что он	4	3
134	мире и	1	3
135	с одной	7	3
136	этом отношении	2	3
137	и особенно	2	3
138	связан с	2	3
139	превращается в	2	3
140	связь с	2	3
141	о чем	1	3
142	одной стороны	7	3
143	в течение	4	3
144	и перед	2	3
145	и все	2	3
146	в том	11	3
147	другой стороны	1	3
148	как известно	1	2
149	одним из	2	2
150	в какой-то	1	2
151	он как	1	2
152	но даже	1	2
153	в ней	1	2
154	от всей	1	2
155	еще не	2	2
156	это и	1	2
157	что они	1	2
158	как к	1	2
159	это был	1	2
160	целый ряд	4	2
161	только то	1	2
162	та же	1	2
163	в нашем	1	2
164	учение о	4	2
165	думать что	1	2
166	отчасти и	1	2
167	имеем в	1	2
168	на то	2	2
169	вследствие этого	1	2
170	на его	1	2
171	перестает быть	2	2
172	так например	2	2
173	и за	1	2
174	было конечно	2	2
175	связанные с	7	2
176	в мире	5	2
