N	2gram	Berdyaev_M_2	Hudozhes
1	том что	4	16
2	и в	46	14
3	так и	4	13
4	не только	18	12
5	о том	3	12
6	в том	3	12
7	а не	13	12
8	в себе	10	11
9	в этом	20	11
10	прежде всего	12	11
11	в своей	5	10
12	для него	18	10
13	то же	5	9
14	как и	13	9
15	что он	7	9
16	у него	22	9
17	по отношению	2	8
18	в этой	7	8
19	как в	7	8
20	то что	5	8
21	ничего не	2	8
22	в его	5	8
23	между тем	2	8
24	отношению к	2	8
25	это не	5	7
26	своего рода	1	7
27	не в	9	7
28	личности в	2	7
29	к тому	5	7
30	быть может	2	7
31	уже не	4	7
32	не случайно	2	7
33	не может	15	7
34	как бы	8	7
35	а в	2	7
36	человека в	14	6
37	было бы	1	6
38	никогда не	18	6
39	жизни в	3	6
40	что в	4	6
41	самом деле	1	5
42	с его	4	5
43	но в	10	5
44	об этом	1	5
45	ни в	3	5
46	точки зрения	2	5
47	и его	5	5
48	потому что	12	5
49	к себе	2	5
50	и он	11	5
51	можно было	2	5
52	во второй	1	5
53	только в	3	5
54	друг друга	12	5
55	может быть	21	5
56	но и	15	5
57	интерес к	2	5
58	в этих	2	5
59	жизни и	6	5
60	к другому	3	4
61	он уже	2	4
62	в ней	11	4
63	в центре	2	4
64	в своем	8	4
65	и к	7	4
66	в действительности	2	4
67	то в	2	4
68	в самом	5	4
69	всего лишь	1	4
70	та же	10	4
71	на то	1	4
72	что она	5	4
73	он не	10	4
74	и с	3	4
75	тому что	4	4
76	с ним	3	4
77	она не	8	4
78	в русской	6	4
79	по своей	3	4
80	связи с	2	4
81	как будто	2	4
82	в духе	5	4
83	и это	5	4
84	того что	6	4
85	один из	5	4
86	и быть	1	4
87	себя в	4	4
88	в я	1	4
89	в конце	5	4
90	не было	11	4
91	и все	5	4
92	человеческой жизни	2	4
93	бытия и	1	4
94	только что	1	4
95	т е	4	4
96	и от	3	4
97	по преимуществу	5	3
98	с точки	1	3
99	не имеют	2	3
100	видит в	1	3
101	говорить о	1	3
102	в мире	7	3
103	и на	3	3
104	в ее	1	3
105	как к	2	3
106	друга не	1	3
107	но он	11	3
108	в нем	22	3
109	на этом	2	3
110	лишь в	2	3
111	его в	3	3
112	с этим	1	3
113	в своих	3	3
114	она в	1	3
115	все эти	1	3
116	из нас	1	3
117	та или	1	3
118	о природе	1	3
119	или иная	1	3
120	тем что	3	3
121	этом отношении	1	3
122	своего я	1	3
123	для себя	1	3
124	того чтобы	4	3
125	в пределах	1	3
126	приводит к	1	3
127	в финале	1	3
128	друг для	2	3
129	что у	4	3
130	еще в	2	3
131	если бы	3	3
132	а также	1	3
133	это в	1	3
134	превращается в	2	3
135	в творчестве	3	3
136	по своему	1	3
137	такого рода	2	3
138	и для	7	3
139	для друга	2	3
140	к этой	1	3
141	я и	2	2
142	же как	3	2
143	на самом	1	2
144	только потому	1	2
145	той же	3	2
146	мы не	1	2
147	вопрос о	6	2
148	не была	1	2
149	к своему	2	2
150	если в	1	2
151	себе и	2	2
152	человека его	2	2
153	его я	1	2
154	хотя и	2	2
155	лежит на	1	2
156	жизни эта	1	2
157	в целом	1	2
158	счастья и	1	2
159	раз в	1	2
160	как он	3	2
161	на его	2	2
162	они в	1	2
163	не бывает	3	2
164	значительной степени	1	2
165	то чтобы	1	2
166	в другом	1	2
167	его личности	1	2
168	живет в	1	2
169	по себе	2	2
170	его героев	1	2
171	все равно	3	2
172	должно быть	2	2
173	в такой	3	2
174	прибегает к	1	2
175	сих пор	3	2
176	все это	1	2
177	как все	1	2
178	они не	4	2
179	и потом	1	2
180	бы на	1	2
181	не о	2	2
182	не имеет	4	2
183	личности к	2	2
184	для всего	1	2
185	своей природе	1	2
186	со своим	2	2
187	земное счастье	1	2
188	что на	1	2
189	представляется нам	1	2
190	про себя	1	2
191	мысли о	1	2
192	все еще	1	2
193	в землю	1	2
194	и каждый	1	2
195	на вопрос	1	2
196	и поэтому	2	2
197	и что	2	2
198	до сих	3	2
199	в значительной	1	2
200	тот момент	1	2
201	и об	1	2
202	но с	2	2
203	каждого человека	3	2
204	и потому	7	2
205	с другим	3	2
206	да не	1	2
207	в творениях	1	2
208	так что	2	2
209	у нее	1	2
210	а с	1	2
211	себя и	3	2
212	что не	2	2
213	также в	1	2
214	до конца	4	2
215	не означает	2	2
216	человек в	3	2
217	и ему	1	2
218	в человеке	2	2
219	в изображении	1	2
220	что же	2	2
221	о человеке	1	2
222	в тот	1	2
223	да и	2	2
224	и не	18	2
225	с этой	1	2
226	нет ничего	3	2
227	перед собой	1	2
228	своей собственной	1	2
229	человека она	1	2
230	ни к	1	2
231	его жизнь	1	2
232	личности и	2	2
233	человека не	4	2
234	не знает	9	2
235	с анной	1	2
236	это так	1	2
237	которая не	1	2
238	а между	1	1
239	смысле слова	3	1
240	человеку в	1	1
241	в сфере	2	1
242	человека и	7	1
243	связана с	7	1
244	и то	1	1
245	лишь во	1	1
246	своей основной	1	1
247	это и	3	1
248	выходит к	1	1
249	национальной и	1	1
250	достоевского в	2	1
251	проникает в	1	1
252	ведь и	1	1
253	высшей степени	3	1
254	она определяется	1	1
255	и за	2	1
256	также и	4	1
257	его не	2	1
258	мы из	1	1
259	ней есть	2	1
260	ни у	1	1
261	внешних событий	1	1
262	ответить на	1	1
263	среды и	1	1
264	в сущности	2	1
265	в решении	1	1
266	но она	2	1
267	принадлежит к	2	1
268	я не	5	1
269	х годов	1	1
270	хотя бы	7	1
271	не сразу	1	1
272	же что	2	1
273	духе и	1	1
274	а еще	1	1
275	на них	1	1
276	в чем	3	1
277	мы еще	2	1
278	совсем не	5	1
279	меня самого	1	1
280	бы в	2	1
281	сознания не	1	1
282	не все	1	1
