N	3gram	Kanaev_Sov_1	Myshleni
1	по отношению к	1	12
2	в том что	1	11
3	с точки зрения	5	9
4	так же как	1	7
5	в известном смысле	1	7
6	друг с другом	2	7
7	с самого начала	3	5
8	то же самое	2	4
9	на этот вопрос	1	4
10	это значит что	1	4
11	такой же мере	1	3
12	в этом случае	1	3
13	до сих пор	1	3
14	можно было бы	1	3
15	с одной стороны	1	3
16	и тот же	1	3
17	в процессе развития	1	3
18	в такой же	1	3
19	в свою очередь	2	3
20	не может быть	4	3
21	один и тот	1	3
22	в самом деле	1	2
23	и не может	1	2
24	в зависимости от	4	2
25	в отличие от	2	2
26	все эти три	1	2
27	в свое время	1	2
28	же самое что	1	2
29	к одному и	1	2
30	но все же	1	2
31	мы говорим о	1	2
32	мы видим что	1	2
33	но если мы	1	2
34	тот же процесс	1	2
35	и может быть	1	1
36	что иное как	1	1
37	не может не	3	1
38	точки зрения и	1	1
39	в обоих случаях	1	1
40	в скрытом виде	1	1
41	на самом деле	1	1
42	такое объяснение не	1	1
43	как и во	1	1
44	в этом смысле	1	1
45	одной стороны и	1	1
46	они не могут	1	1
47	представление о том	1	1
48	у нас на	1	1
49	совершенно так же	1	1
50	и той же	1	1
51	в которой он	1	1
52	не что иное	1	1
53	а не только	1	1
54	в этой области	1	1
55	но мы знаем	1	1
56	как мы это	1	1
57	не могут быть	1	1
58	между собой но	1	1
59	и ничего не	1	1
60	все более и	1	1
61	из которых в	1	1
62	одни и те	1	1
63	в связи с	1	1
64	где можно было	1	1
65	во всяком случае	2	1
66	с помощью которой	1	1
67	шаг за шагом	1	1
68	тем не менее	2	1
69	не было бы	1	1
70	это означало бы	1	1
71	есть не что	1	1
72	мы не можем	6	1
73	по аналогии с	1	1
74	ни одного из	1	1
75	те или иные	1	1
76	и что следовательно	1	1
77	и те же	1	1
78	более и более	1	1
79	мы знаем что	1	1
80	знаем что это	1	1
81	как мы видим	1	1
82	в то же	1	1
83	одной и той	1	1
84	ничто не может	1	1
85	только на его	1	1
86	той или иной	1	1
87	влечет за собой	1	1
