N	2gram	Trubetskoy_1	Istorich
1	и в	14	26
2	так как	4	18
3	никогда не	5	13
4	потому что	5	13
5	и на	5	12
6	в этом	17	12
7	таким образом	11	12
8	в том	17	12
9	что в	4	12
10	может быть	9	11
11	связь с	1	11
12	и т	3	10
13	не только	9	10
14	том что	9	10
15	представления о	1	10
16	с другой	1	10
17	и не	19	10
18	еще не	3	9
19	представление о	1	9
20	что он	6	9
21	но и	10	9
22	и это	1	8
23	все эти	2	8
24	все же	4	8
25	в нем	5	8
26	на том	3	8
27	с ним	2	8
28	вместе с	4	8
29	но в	2	7
30	мы можем	2	7
31	о том	7	7
32	уже не	2	7
33	у него	2	7
34	превращается в	1	7
35	мы уже	2	6
36	мы не	1	6
37	у народов	2	6
38	и с	7	6
39	в виде	3	6
40	то что	13	6
41	связан с	1	6
42	этом случае	3	6
43	ее в	2	6
44	не может	22	6
45	то же	11	5
46	в ней	2	5
47	в жертву	1	5
48	не будет	7	5
49	чаще всего	1	5
50	как и	4	5
51	и эти	1	5
52	и что	2	5
53	же мы	1	5
54	в то	10	5
55	то это	3	5
56	так и	1	5
57	в его	4	5
58	только в	5	5
59	тем что	3	5
60	связаны с	1	5
61	как это	1	5
62	его в	4	5
63	как мы	1	4
64	что оно	3	4
65	но как	1	4
66	в китае	1	4
67	из этих	3	4
68	на его	1	4
69	на земле	4	4
70	и по	3	4
71	здесь мы	1	4
72	это не	1	4
73	и тем	2	4
74	с тем	6	4
75	не всегда	1	4
76	здесь же	1	4
77	в очень	1	4
78	совершенно ясно	1	4
79	что и	3	4
80	он имеет	1	4
81	в других	2	4
82	до сих	5	4
83	прежде всего	8	4
84	связано с	1	4
85	зависит от	2	4
86	как бы	4	4
87	сих пор	5	4
88	но это	2	4
89	есть и	2	4
90	все что	4	4
91	же как	1	3
92	и то	4	3
93	должна быть	2	3
94	на место	1	3
95	из которых	5	3
96	ее к	1	3
97	когда он	1	3
98	и наконец	2	3
99	в себе	9	3
100	если он	1	3
101	борьбы с	1	3
102	вообще не	1	3
103	главным образом	3	3
104	при этом	5	3
105	если бы	6	3
106	и вот	2	3
107	так например	1	3
108	такой же	1	3
109	в своей	5	3
110	таким же	3	3
111	не в	4	3
112	их в	2	3
113	приводят к	2	3
114	она не	2	3
115	могут быть	1	3
116	как только	1	3
117	приходит к	3	3
118	данном случае	3	3
119	в индии	1	3
120	если они	2	3
121	там в	1	3
122	от него	2	3
123	один из	1	3
124	и действительно	1	3
125	в качестве	3	3
126	так что	2	3
127	и других	1	3
128	ее не	1	3
129	от того	4	3
130	и только	5	3
131	со стороны	4	3
132	от этого	1	3
133	не было	3	3
134	в частности	2	3
135	в данном	7	3
136	как будто	2	3
137	и от	2	3
138	или в	3	3
139	вопрос о	5	3
140	на первый	1	3
141	а в	5	3
142	из этого	3	3
143	как на	8	3
144	в своих	6	3
145	к этому	1	3
146	они не	1	3
147	ту же	1	2
148	того же	1	2
149	что когда	1	2
150	оно может	1	2
151	что эти	1	2
152	то самое	1	2
153	своих целях	1	2
154	он был	1	2
155	но не	4	2
156	по отношению	2	2
157	должны были	1	2
158	тогда как	2	2
159	в свои	1	2
160	для борьбы	1	2
161	на то	5	2
162	в одной	1	2
163	с этим	2	2
164	в своем	6	2
165	что касается	1	2
166	перед нами	1	2
167	целый ряд	2	2
168	и как	3	2
169	также как	1	2
170	и конечно	1	2
171	что это	3	2
172	в этой	4	2
173	то и	1	2
174	и те	2	2
175	он не	5	2
176	чтобы они	1	2
177	пор мы	1	2
178	так часто	2	2
179	людей и	2	2
180	с этой	1	2
181	можно было	4	2
182	но все	1	2
183	человека в	1	2
184	на этой	2	2
185	было бы	5	2
186	уже знаем	1	2
187	обе стороны	1	2
188	ни в	2	2
189	вовсе не	1	2
190	становится и	1	2
191	и некоторые	1	2
192	в царстве	1	2
193	и сейчас	3	2
194	в которых	1	2
195	знаем что	3	2
196	силу и	1	2
197	на другую	1	2
198	на эти	1	2
199	даже в	1	2
200	тем самым	2	2
201	и другое	1	2
202	которых он	1	2
203	одна из	3	2
204	на него	1	2
205	не могло	1	2
206	это то	1	2
207	нет ни	1	2
208	отличается от	2	2
209	должны быть	1	2
210	к тому	7	2
211	что при	1	2
212	этим самым	1	2
213	но при	1	2
214	только то	1	2
215	что у	1	2
216	а там	1	2
217	о котором	3	2
218	сводится к	3	2
219	но мы	3	2
220	не поддается	1	2
221	можно сказать	1	2
222	борьбе с	3	2
223	отметить что	2	2
224	в лице	1	2
225	того что	3	2
226	именно на	2	2
227	самого себя	7	2
228	еще одну	1	2
229	всякие попытки	1	2
230	у народа	1	2
231	мы знаем	1	2
232	не так	2	2
233	всяком случае	6	2
234	что они	3	2
235	а с	2	2
236	что не	1	2
237	те кто	1	2
238	в некоторых	2	2
239	рассмотренные нами	1	2
240	а не	2	2
241	в одно	1	2
242	может иметь	1	2
243	так же	2	2
244	к себе	2	2
245	что же	4	2
246	отношению к	1	2
247	стороны и	1	2
248	но для	2	2
249	до неба	1	2
250	для нас	2	2
251	мы должны	7	2
252	в этих	2	2
253	не есть	3	2
254	с ними	1	2
255	жизни и	4	2
256	точно так	2	2
257	во всяком	9	2
258	в союзе	1	1
259	с новыми	1	1
260	вряд ли	3	1
261	речь идет	2	1
262	отношения к	2	1
263	также и	1	1
264	потом и	1	1
265	в связи	1	1
266	силы и	1	1
267	существовал в	1	1
268	и есть	2	1
269	в зависимости	1	1
270	и этот	3	1
271	есть не	1	1
272	к народу	3	1
273	ни у	1	1
274	имеет свою	1	1
275	он как	1	1
276	но она	2	1
277	оно есть	1	1
278	в полной	1	1
279	образом оказывается	1	1
280	себе что	1	1
281	когда речь	1	1
282	а другие	1	1
283	по этому	2	1
284	дать ему	1	1
285	на них	1	1
286	что его	1	1
287	во всех	5	1
288	природы и	1	1
289	важно отметить	1	1
290	которых как	1	1
291	только тогда	1	1
292	он будет	4	1
293	не просто	2	1
294	опасность со	1	1
295	человек может	1	1
296	которые не	1	1
297	представляется в	1	1
298	в истории	1	1
299	идет о	1	1
300	трудно сказать	1	1
301	может принимать	1	1
302	помнить что	2	1
303	им в	1	1
304	в полном	1	1
305	и к	6	1
306	для которой	1	1
307	более или	4	1
308	он на	1	1
309	этой цели	1	1
310	ни один	1	1
311	а во-вторых	2	1
312	формы в	1	1
313	каждого народа	2	1
314	и тот	2	1
315	но на	1	1
316	и если	7	1
317	тем не	1	1
318	есть та	1	1
319	этого вопроса	1	1
320	в силу	2	1
321	ее и	1	1
322	никак не	1	1
323	чтобы в	2	1
324	что ни	1	1
325	в одну	1	1
326	что все	3	1
327	в мире	4	1
328	этом направлении	2	1
329	народа его	1	1
330	на все	1	1
331	то есть	1	1
332	того или	2	1
333	чтобы все	1	1
334	случае совершенно	1	1
335	в жизни	1	1
336	по существу	5	1
337	с богом	1	1
338	был и	3	1
339	же образом	2	1
340	о которых	3	1
341	она и	1	1
342	воспринималась как	1	1
343	в один	1	1
344	остается в	2	1
345	к пребыванию	1	1
346	перед собой	1	1
347	сейчас же	1	1
348	или менее	4	1
349	переносится в	1	1
350	к мысли	1	1
351	не познал	1	1
352	точки зрения	11	1
353	от религии	1	1
354	но если	3	1
355	от своего	1	1
356	и при	6	1
357	где мы	1	1
358	в котором	2	1
359	и народ	1	1
360	из которой	1	1
361	прийти к	1	1
362	не столько	1	1
363	на свою	1	1
364	оказывается что	1	1
365	себе можно	1	1
366	тоже нет	1	1
367	другом и	2	1
368	все это	6	1
369	и более	2	1
370	тому чтобы	4	1
371	людей то	1	1
372	и вся	1	1
373	если и	1	1
374	можно ли	3	1
375	не менее	1	1
376	к такой	1	1
377	в таких	2	1
378	все три	1	1
379	что с	2	1
380	строя и	1	1
381	принадлежат к	2	1
382	ее с	1	1
383	в основе	1	1
384	когда они	4	1
385	два вида	1	1
386	того чтобы	8	1
387	следовательно и	2	1
388	казалось бы	1	1
389	больше чем	2	1
390	в противоречие	2	1
391	а во	1	1
392	к ней	1	1
393	по своей	1	1
394	связь и	1	1
395	то у	1	1
396	только с	2	1
397	но даже	2	1
398	что на	1	1
399	в области	2	1
400	ли это	4	1
401	вот в	1	1
402	с идеями	1	1
403	человека с	1	1
404	не могут	4	1
405	есть только	1	1
406	похож на	1	1
407	разницей что	1	1
