N	2gram	Losev_Dial_1	Vladivir
1	вл соловьев	1	121
2	и в	18	31
3	не только	13	24
4	но и	7	19
5	то что	13	18
6	и не	30	17
7	и даже	13	15
8	у него	1	15
9	в этом	12	14
10	том что	9	14
11	и с	5	14
12	что в	13	14
13	но в	6	12
14	в его	3	12
15	что он	11	12
16	же с	1	11
17	о том	4	11
18	в том	9	11
19	между прочим	1	11
20	потому что	14	11
21	и то	9	10
22	также и	7	10
23	он не	3	10
24	так что	15	10
25	как мы	4	9
26	никогда не	9	9
27	в конце	4	9
28	только в	3	9
29	даже и	3	9
30	а в	5	9
31	и по	1	8
32	в москве	1	8
33	в то	6	8
34	в дальнейшем	5	8
35	так как	11	8
36	мы сейчас	1	7
37	кроме того	1	7
38	мы уже	1	7
39	как это	4	7
40	и его	1	7
41	для него	2	7
42	об этом	4	7
43	уже в	1	7
44	как раз	4	7
45	еще и	3	7
46	сказать что	10	7
47	то же	10	6
48	то он	2	6
49	и к	1	6
50	это было	2	6
51	он и	2	6
52	в котором	4	6
53	иной раз	2	6
54	и сам	1	6
55	так и	9	6
56	и что	12	6
57	его жизни	1	6
58	можно сказать	6	6
59	в качестве	2	6
60	может быть	17	6
61	и потому	3	6
62	не может	12	6
63	к этому	2	6
64	не был	2	5
65	но как	2	5
66	когда он	1	5
67	на то	5	5
68	и если	1	5
69	не в	6	5
70	что и	3	5
71	вовсе не	7	5
72	но он	1	5
73	не было	6	5
74	а с	2	5
75	что же	3	5
76	все это	11	5
77	видно что	1	5
78	и от	2	5
79	а также	1	5
80	с ним	6	5
81	жизни и	3	5
82	я не	5	4
83	мы и	2	4
84	совсем не	1	4
85	в этой	1	4
86	в своем	5	4
87	хотя и	4	4
88	и как	7	4
89	говорит что	3	4
90	в которой	1	4
91	в себе	11	4
92	как он	4	4
93	в нем	16	4
94	главным образом	1	4
95	что у	1	4
96	же касается	1	4
97	этом смысле	3	4
98	как и	2	4
99	несмотря на	10	4
100	ни с	6	4
101	еще в	1	4
102	в своей	2	4
103	мысли и	3	4
104	и вообще	4	4
105	дело в	1	4
106	в нас	1	4
107	можно судить	1	4
108	же время	4	4
109	к ней	4	4
110	во всем	2	4
111	да и	6	4
112	никак не	6	4
113	к нему	8	4
114	по своей	1	4
115	один из	3	4
116	себя в	1	4
117	и у	2	4
118	для меня	4	4
119	в особенности	5	4
120	в я	1	4
121	что для	3	4
122	и все	3	4
123	для нас	1	4
124	он как	1	3
125	но она	3	3
126	на себя	1	3
127	и он	5	3
128	то мы	2	3
129	но не	4	3
130	отношение к	5	3
131	что они	3	3
132	отнюдь не	9	3
133	как в	2	3
134	все же	5	3
135	более или	3	3
136	все эти	2	3
137	и вот	6	3
138	это конечно	2	3
139	здесь мы	1	3
140	то есть	1	3
141	всю жизнь	1	3
