N	3gram	Losev_Dial_4	Analitik
1	не может быть	6	16
2	в том что	9	9
3	в то же	6	8
4	в отличие от	1	6
5	то же время	6	6
6	той или иной	1	6
7	что иное как	8	5
8	мы имеем дело	1	4
9	с точки зрения	9	4
10	и не может	1	4
11	и не в	1	4
12	не что иное	8	4
13	о том что	1	3
14	а не в	1	3
15	подобно тому как	4	3
16	из того что	1	3
17	для того чтобы	5	3
18	в нашем случае	1	3
19	не в том	4	3
20	есть не что	5	3
21	лишь в том	1	3
22	от себя и	1	2
23	именно в этом	1	2
24	ни в коем	2	2
25	того и другого	1	2
26	в основе своей	1	2
27	вместе с ним	1	2
28	в коем случае	2	2
29	исходя из того	1	2
30	в данном случае	1	2
31	но в то	2	2
32	по природе своей	1	2
33	с другой стороны	1	2
34	коем случае не	2	2
35	тех или иных	1	2
36	но прежде всего	1	1
37	ни с какой	1	1
38	всех трех моментов	1	1
39	же точно личности	1	1
40	и в сущности	1	1
41	есть слово о	1	1
42	и той же	3	1
43	равно как и	2	1
44	точки зрения в	1	1
45	о том как	2	1
46	не было и	1	1
47	говоря уже о	3	1
48	том случае если	1	1
49	в зависимости от	1	1
50	слово о личности	2	1
51	сам по себе	2	1
52	есть в сущности	2	1
53	в том случае	1	1
54	и та же	1	1
55	на самом же	1	1
56	личности выражающее и	1	1
57	или можно сказать	1	1
58	в собственном смысле	2	1
59	и не будет	1	1
60	нет ничего что	1	1
61	с этой точки	2	1
62	по крайней мере	7	1
63	то или иное	3	1
64	только для того	1	1
65	будет никогда другой	1	1
66	субъект и объект	1	1
67	и в частности	2	1
68	не будет никогда	1	1
69	в новом свете	1	1
70	что не есть	1	1
71	что то что	1	1
72	в данный момент	2	1
73	не только в	1	1
74	в особенности же	1	1
75	и выявляющее личность	1	1
76	вслед за ним	1	1
77	течение всего своего	1	1
78	едва ли возможно	1	1
79	в свою очередь	2	1
80	то что мы	2	1
81	и при этом	1	1
82	неизменным в течение	1	1
83	о личности слово	1	1
84	и как бы	1	1
85	как и на	1	1
86	выражающее и выявляющее	1	1
87	личности слово принадлежащее	1	1
88	ни на что	2	1
89	отнюдь не всегда	1	1
90	есть нечто остающееся	1	1
91	прежде всего в	1	1
92	одна и та	1	1
93	собой один из	1	1
94	я не могу	1	1
95	никогда другой такой	1	1
96	случае не есть	2	1
97	такой же точно	1	1
98	самом же деле	1	1
99	включает в себя	1	1
100	было и не	1	1
101	всего своего изменения	1	1
102	субъекта и объекта	4	1
103	этой точки зрения	2	1
104	абсолютно самородна оригинальна	1	1
105	в той же	1	1
106	сознательно или бессознательно	1	1
107	а вместе с	1	1
108	один из возможных	2	1
109	и вместе с	1	1
110	остающееся совершенно неизменным	1	1
111	оригинальна не было	1	1
112	она есть нечто	1	1
113	в течение всего	2	1
114	только тогда когда	4	1
115	в этом смысле	4	1
116	нечто остающееся совершенно	1	1
117	в связи с	1	1
118	самородна оригинальна не	1	1
119	одной и той	3	1
120	оно и не	1	1
121	принадлежащее личности выражающее	1	1
122	в результате которой	4	1
123	с той или	1	1
124	совершенно неизменным в	1	1
125	слово принадлежащее личности	1	1
126	эти два плана	1	1
127	другой такой же	1	1
128	не говоря уже	3	1
