N	3gram	Tiupa_Narr_2	Analitik
1	о том что	4	6
2	в том что	8	6
3	в данном случае	6	5
4	состоит в том	4	4
5	по отношению к	5	4
6	с одной стороны	5	4
7	к тому же	4	4
8	мы имеем дело	2	3
9	подобно тому как	2	3
10	в этом отношении	3	3
11	в своем составе	1	3
12	того или иного	3	3
13	той или иной	3	3
14	тем не менее	4	3
15	в обоих случаях	1	2
16	в этом смысле	1	2
17	в ответ на	2	2
18	в соответствии с	3	2
19	с точки зрения	2	2
20	в таком случае	1	2
21	в то же	3	2
22	можно было бы	1	2
23	том или ином	1	2
24	то есть в	1	2
25	тогда как в	2	2
26	как уже говорилось	2	2
27	как правило не	1	2
28	едва ли не	1	2
29	а не только	1	2
30	не только в	6	2
31	если говорить о	1	2
32	в отличие от	5	2
33	текста а не	1	2
34	по природе своей	1	2
35	в том или	1	2
36	в частности в	1	2
37	в качестве некоторого	1	2
38	то же время	3	2
39	повествователя рассказчика хроникера	1	2
40	и тем самым	2	2
41	в конечном счете	3	2
42	не только не	2	2
43	выше уже говорилось	1	2
44	в этой системе	1	2
45	с той или	1	2
46	примет в осмысленном	1	1
47	особое место в	2	1
48	а между тем	1	1
49	что иное как	1	1
50	во второй раз	1	1
51	при встрече с	3	1
52	ни о чем	1	1
53	можно сказать что	3	1
54	ничего не доказывает	1	1
55	в данный момент	1	1
56	в тексте случай	1	1
57	и рецептивного сознаний	1	1
58	в речи повествователя	1	1
59	одним и тем	1	1
60	как бы не	1	1
61	более или менее	1	1
62	а не все	1	1
63	никак не может	1	1
64	свидетельствует о том	1	1
65	уже говорилось выше	2	1
66	роль в организации	1	1
67	в осмысленном и	1	1
68	начала и конца	1	1
69	как раз и	1	1
70	а тем более	1	1
71	присутствия человеческого я	1	1
72	счетом ничего не	1	1
73	креативного и рецептивного	1	1
74	качестве некоторого я	1	1
75	иначе говоря это	1	1
76	самом деле не	1	1
77	вступает в противоречие	1	1
78	но и в	2	1
79	к тому или	1	1
80	на этот вопрос	1	1
81	как будто он	1	1
82	тому же в	2	1
83	в противном случае	1	1
84	и временных примет	1	1
85	с этой точки	1	1
86	и конкретном целом	1	1
87	текста так и	1	1
88	уже говорилось о	1	1
89	человеческого я в	1	1
90	в полной мере	1	1
91	единственный в тексте	1	1
92	еще в самом	1	1
93	имеет место слияние	1	1
94	в противоречие с	1	1
95	и тем же	1	1
96	и представляет собой	3	1
97	тому или иному	1	1
98	текста в целом	1	1
99	данном случае это	1	1
100	и все его	1	1
101	достаточно очевидным образом	1	1
102	в известном смысле	3	1
103	ровным счетом ничего	1	1
104	автора и читателя	1	1
105	с действительной жизнью	1	1
106	имеем дело с	2	1
107	и читателя в	1	1
108	так или иначе	1	1
109	в связи с	1	1
110	место слияние пространственных	1	1
111	уже не к	1	1
112	этой точки зрения	1	1
113	а в том	2	1
114	имеет место в	1	1
115	я в мире	2	1
116	пространственных и временных	1	1
117	есть не что	1	1
118	не может быть	2	1
119	ответ на этот	1	1
120	и особенно в	1	1
121	место в тексте	1	1
122	упускать из виду	1	1
123	поименованное в тексте	1	1
124	опыта присутствия в	1	1
125	встречи креативного и	1	1
126	не все что	1	1
127	не что иное	1	1
128	же в качестве	1	1
129	в самом деле	1	1
130	имеет в своем	1	1
131	что ведет к	1	1
132	но и не	1	1
133	сознания тогда как	1	1
134	в том смысле	1	1
135	мы привыкли понимать	1	1
136	в силу своей	1	1
137	жизнью и смертью	1	1
138	к тому что	3	1
139	временных примет в	1	1
140	в этом втором	1	1
141	точно так же	2	1
142	потому что я	1	1
143	осмысленном и конкретном	1	1
144	слияние пространственных и	1	1
145	собой своего рода	2	1
146	согласно классическому определению	1	1
147	то же самое	1	1
148	обратим внимание на	1	1
149	событием самого рассказывания	1	1
150	представляет собой своего	2	1
