N	4gram	Voloshinov_2	Hudozhes
1	в то же время	8	6
2	одно и то же	3	3
3	одного и того же	4	3
4	в той или иной	3	2
5	в том числе и	1	2
6	в коем случае не	1	2
7	ни в коем случае	2	2
8	приводит к тому что	1	2
9	той или иной форме	1	1
10	в более или менее	1	1
11	в их отношении к	1	1
12	по отношению к нему	1	1
13	не что иное как	1	1
14	бы то ни было	4	1
15	в том что он	2	1
16	одним и тем же	2	1
17	более или менее широком	1	1
18	в отношении к нему	1	1
19	бы они ни были	1	1
20	то же время они	1	1
21	в таком случае это	2	1
22	ни к чему не	1	1
