N	2gram	Tiupa_Lite_3	Problema
1	то что	12	42
2	вовсе не	1	35
3	то есть	5	33
4	и в	16	32
5	и не	22	31
6	вещи есть	1	31
7	не есть	1	29
8	не просто	1	23
9	в этом	14	19
10	не менее	2	19
11	тем не	1	18
12	не только	14	17
13	потому что	3	16
14	в себе	6	15
15	по себе	2	15
16	а не	12	15
17	но в	3	14
18	у нас	2	14
19	может быть	12	14
20	как бы	8	14
21	в нем	2	13
22	и тем	3	13
23	как раз	2	13
24	сказать что	1	13
25	том что	8	12
26	что в	2	12
27	так и	9	12
28	а именно	5	12
29	и т	1	11
30	так как	1	11
31	о том	6	11
32	и даже	2	11
33	ничего общего	1	11
34	то же	9	10
35	отнюдь не	3	10
36	в этой	8	10
37	прежде всего	3	10
38	нет ничего	1	10
39	еще не	6	9
40	но не	4	9
41	то с	1	9
42	того чтобы	2	9
43	же самое	2	9
44	но и	14	9
45	в данном	4	9
46	в том	12	9
47	так же	2	9
48	в таком	1	9
49	и о	1	8
50	и ее	2	8
51	и на	2	8
52	общего с	1	8
53	на то	2	8
54	для того	2	8
55	было бы	2	8
56	он и	2	8
57	в своей	7	8
58	когда мы	1	8
59	есть только	1	8
60	данном случае	4	8
61	не может	8	8
62	но это	1	8
63	во всех	2	7
64	содержит в	1	7
65	в них	1	7
66	и является	1	7
67	как мы	2	7
68	здесь не	2	7
69	никогда не	4	7
70	того что	9	7
71	что он	5	7
72	только в	7	7
73	тем что	2	7
74	такого рода	10	7
75	все это	1	7
76	и все	1	7
77	и то	1	6
78	самом деле	3	6
79	на самом	1	6
80	и есть	1	6
81	есть не	1	6
82	говорить о	1	6
83	за пределы	1	6
84	и как	3	6
85	в самом	3	6
86	и если	4	6
87	при этом	15	6
88	его в	2	6
89	это не	5	6
90	что такое	1	6
91	в то	9	6
92	в виду	1	6
93	разного рода	1	6
94	в его	6	6
95	так что	1	6
96	то и	1	6
97	в конце	2	6
98	о чем	3	6
99	как это	3	6
100	хотя и	4	6
101	совершенно не	3	6
102	мы уже	1	5
103	в своем	1	5
104	перед нами	1	5
105	то в	3	5
106	но уже	3	5
107	все равно	1	5
108	далеко не	2	5
109	с тем	1	5
110	в котором	1	5
111	текста и	2	5
112	связи с	2	5
113	той или	2	5
114	можно сказать	2	5
115	для нас	1	5
116	есть в	1	5
117	или иной	2	5
118	еще и	2	5
119	подобного рода	1	5
120	в их	1	4
121	мы и	2	4
122	сама по	1	4
123	в истории	1	4
124	и вовсе	2	4
125	как в	5	4
126	как он	1	4
127	входит в	4	4
128	не в	10	4
