N	4gram	Bakhtin_Pr_2	Tvorches
1	в преступлении и наказании	2	10
2	в то же время	3	7
3	и не может быть	1	2
4	идей в романах достоевского	1	2
5	ведущие герои достоевского как	1	1
6	в нем и через	1	1
7	поскольку идея действительно овладела	1	1
8	действительно овладела глубинным ядром	1	1
9	дело в том что	1	1
10	глубинным ядром их личности	1	1
11	в сфере идеи им	1	1
12	внешнее определение их поступков	1	1
13	надобно миллионов а надобно	2	1
14	нет и не может	1	1
15	характера и не внешнее	1	1
16	сфере идеи им не	1	1
17	а идею видим в	1	1
18	бескорыстие как бы синонимы	1	1
19	а надобно мысль разрешить	2	1
20	до сих пор еще	1	1
21	идею видим в нем	1	1
22	поступков бескорыстие выражает их	1	1
23	но в то же	3	1
24	ядром их личности это	1	1
25	бы он ни был	1	1
26	представление о характере этого	1	1
27	их действительную жизнь в	1	1
28	не надобно миллионов а	2	1
29	видим в нем и	1	1
30	идеи им не надобно	1	1
31	мысль разрешить идейность и	1	1
32	идеи абсолютно бескорыстны поскольку	1	1
33	это бескорыстие не черта	1	1
34	достоевского как люди идеи	1	1
35	героя в идее и	1	1
36	определение их поступков бескорыстие	1	1
37	абсолютно бескорыстны поскольку идея	1	1
38	действительную жизнь в сфере	1	1
39	бескорыстие не черта их	1	1
40	мы видим героя в	1	1
41	в идее и через	1	1
42	не внешнее определение их	1	1
43	и бескорыстие как бы	1	1
44	бескорыстны поскольку идея действительно	1	1
45	в том числе и	2	1
46	идее и через идею	1	1
47	идейность и бескорыстие как	1	1
48	видим героя в идее	1	1
49	но в таком случае	1	1
50	разрешить идейность и бескорыстие	1	1
51	люди идеи абсолютно бескорыстны	1	1
52	бескорыстие выражает их действительную	1	1
53	личности это бескорыстие не	1	1
54	достоевского как и для	1	1
55	миллионов а надобно мысль	2	1
56	овладела глубинным ядром их	1	1
57	с другой стороны и	1	1
58	выражает их действительную жизнь	1	1
59	все ведущие герои достоевского	1	1
60	герои достоевского как люди	1	1
61	их поступков бескорыстие выражает	1	1
62	жизнь в сфере идеи	1	1
63	надобно мысль разрешить идейность	1	1
64	и не внешнее определение	1	1
65	идей в полифоническом мире	1	1
66	им не надобно миллионов	1	1
67	в предисловии к роману	1	1
68	нем и через него	1	1
69	их личности это бескорыстие	1	1
70	в изолированном индивидуальном сознании	1	1
71	так же как и	2	1
72	которые сами по себе	1	1
73	живое событие разыгрывающееся между	1	1
74	в таком случае это	1	1
75	событие разыгрывающееся между сознаниями-голосами	1	1
76	как люди идеи абсолютно	1	1
77	в полифоническом мире достоевского	1	1
78	изолированном индивидуальном сознании человека	1	1
79	идея действительно овладела глубинным	1	1
