N	2gram	Voloshinov_1	Analitik
1	в качестве	2	31
2	может быть	13	29
3	в том	4	27
4	не может	13	22
5	и не	16	21
6	и в	15	18
7	но и	4	17
8	а не	2	17
9	отнюдь не	2	15
10	не только	5	15
11	не в	4	14
12	в этом	13	13
13	как и	6	13
14	в его	9	13
15	при этом	7	12
16	том что	5	12
17	в себе	4	11
18	то есть	1	11
19	но не	5	10
20	то же	7	9
21	в то	6	9
22	а в	6	9
23	произведение искусства	1	9
24	в мире	1	8
25	но в	9	8
26	нуждается в	2	8
27	к тому	4	7
28	особого рода	1	7
29	я и	6	6
30	мы имеем	1	6
31	по отношению	11	6
32	отличие от	1	6
33	в самом	6	6
34	это не	2	6
35	далеко не	4	6
36	точки зрения	13	6
37	в своей	9	6
38	в отличие	1	6
39	в основе	3	6
40	должен быть	2	6
41	в себя	5	6
42	же время	5	6
43	только в	6	6
44	себя в	2	6
45	то что	10	6
46	или иной	1	6
47	прежде всего	11	6
48	и на	3	5
49	и как	1	5
50	в целом	2	5
51	в этой	5	5
52	внутренней речи	3	5
53	и его	15	5
54	о том	1	5
55	сводится к	3	5
56	и того	1	5
57	между тем	2	5
58	и т.п	2	5
59	как бы	11	5
60	отношению к	9	5
61	что в	6	5
62	того же	1	4
63	из того	2	4
64	целого в	1	4
65	все же	5	4
66	не следует	2	4
67	с другими	5	4
68	не всегда	4	4
69	с точки	10	4
70	и другого	1	4
71	по себе	2	4
72	в области	3	4
73	ни в	6	4
74	могут быть	6	4
75	так и	10	4
76	с ним	12	4
77	в другом	1	4
78	на вопрос	1	4
79	с другой	1	4
80	в конечном	1	4
81	искусства в	1	4
82	того что	2	4
83	уже не	5	4
84	конечном счете	1	4
85	для того	1	4
86	именно в	3	4
87	себя и	3	4
88	вместе с	4	4
89	человека к	2	4
90	исходя из	1	4
91	не более	1	4
92	и т	1	3
93	одним из	3	3
94	таком случае	2	3
95	и есть	2	3
96	подхода к	2	3
97	бы то	1	3
98	во внешнем	8	3
99	что как	1	3
100	однако не	1	3
101	и к	7	3
