N	2gram	Losev_Vlad_3	Sovremen
1	не может	14	17
2	может быть	8	12
3	точки зрения	13	12
4	таким образом	11	11
5	мы не	2	9
6	в этом	16	7
7	не можем	2	7
8	и в	40	7
9	каждый раз	1	6
10	ничего не	5	6
11	как и	7	6
12	и не	25	6
13	в результате	4	6
14	и наконец	2	5
15	все эти	5	5
16	что же	9	5
17	прежде всего	10	5
18	с точки	6	5
19	в дальнейшем	4	4
20	вопрос о	4	4
21	нет и	1	4
22	мы должны	4	4
23	в том	18	4
24	в целом	2	4
25	если мы	4	4
26	из них	2	4
27	же это	2	4
28	так как	7	4
29	мы видели	3	4
30	не только	25	4
31	как бы	3	4
32	вместе с	7	4
33	это не	3	4
34	точку зрения	1	4
35	их в	1	4
36	а в	7	4
37	жизни и	1	4
38	с самого	1	3
39	то же	4	3
40	ясно что	1	3
41	но мы	2	3
42	может не	1	3
43	отнюдь не	5	3
44	все же	4	3
45	еще не	4	3
46	но в	4	3
47	он в	1	3
48	в этой	8	3
49	в себе	9	3
50	уже в	3	3
51	как он	1	3
52	что она	2	3
53	в одном	5	3
54	в конце	12	3
55	в нем	3	3
56	при этом	3	3
57	на этой	1	3
58	и мы	1	3
59	было бы	4	3
60	само собою	1	3
61	а не	8	3
62	и потому	10	3
63	этим мы	1	3
64	не в	3	3
65	все это	1	3
66	самого начала	1	3
67	не подлежит	1	3
68	одна из	1	3
69	для нас	5	3
70	и все	4	3
71	в системе	1	3
72	у нас	5	3
73	состоит из	1	3
74	и к	2	3
75	когда мы	1	3
76	отличается от	3	3
77	как известно	1	2
78	как мы	8	2
79	необходимо отметить	1	2
80	и есть	1	2
81	роль в	2	2
82	все те	1	2
83	для его	1	2
84	и даже	6	2
85	№ с	6	2
86	говорим о	1	2
87	настоящее время	3	2
88	и что	8	2
89	на их	1	2
90	и во	1	2
91	самом деле	1	2
92	говорить об	1	2
93	в его	14	2
94	с совершенно	1	2
95	и будет	1	2
96	может иметь	1	2
97	с этим	2	2
98	быть и	2	2
99	в самом	4	2
100	к чему	1	2
101	по мнению	4	2
102	в которой	2	2
103	не будем	1	2
104	что это	9	2
105	в нашем	2	2
106	из этих	3	2
107	с одной	3	2
108	уже не	9	2
109	то и	2	2
110	так сказать	1	2
111	в виде	13	2
112	тем не	10	2
113	мы знаем	3	2
114	всяком случае	3	2
115	у него	24	2
116	и по	2	2
117	отличие от	3	2
118	но все	3	2
119	то ни	3	2
120	что все	7	2
121	конечно в	1	2
122	или иной	1	2
123	в некоторых	1	2
124	на этот	1	2
125	которой он	1	2
126	такой же	4	2
127	носит название	1	2
128	в один	1	2
129	всего только	1	2
130	из которых	1	2
131	в отличие	3	2
132	знаем что	2	2
133	такого рода	4	2
134	же мы	1	2
135	не менее	9	2
136	о значении	2	2
137	в настоящее	3	2
138	в науке	1	2
139	но очень	1	2
140	еще более	1	2
141	мы видим	1	2
142	не дает	1	2
143	в свою	1	2
144	совершенно не	2	2
145	не могут	2	2
146	что при	1	2
147	же самое	3	2
148	что в	17	2
149	в таком	3	2
150	во всяком	3	2
151	а может	1	1
152	дальнейшем мы	1	1
153	новое время	1	1
154	им термины	1	1
155	и это	6	1
156	можно говорить	1	1
157	своего развития	1	1
158	человека и	3	1
159	с ее	1	1
160	живое существо	1	1
161	может совершенно	1	1
162	системы но	1	1
163	на самом	3	1
164	раз мы	1	1
165	ведь в	1	1
166	это и	1	1
167	под руководством	1	1
168	почему и	1	1
169	здесь и	2	1
170	и философ	1	1
171	так в	1	1
172	по преимуществу	2	1
173	не имеют	2	1
174	от всяких	1	1
175	что такой	1	1
176	в мире	2	1
177	можно было	5	1
178	только тот	1	1
179	мы уже	5	1
180	те же	1	1
181	из всех	1	1
182	есть не	2	1
183	здесь нет	2	1
184	во многом	2	1
185	мы имеем	3	1
186	и само	2	1
187	же как	3	1
188	еще в	5	1
189	когда в	1	1
190	действительно если	1	1
191	законов природы	1	1
192	теперь мы	1	1
193	как особого	1	1
194	совершенно так	2	1
195	если бы	3	1
196	и вообще	3	1
197	другую и	1	1
198	что иное	1	1
199	значительно позже	1	1
200	и гармонии	1	1
201	в будущем	1	1
202	для нашей	1	1
203	и ни	2	1
204	и должно	1	1
205	или как	4	1
206	разобраться в	1	1
207	то они	1	1
208	того же	2	1
209	мы ее	1	1
210	о том	11	1
211	в ней	5	1
212	то конечно	1	1
213	чем отличается	1	1
214	красоты в	1	1
215	что каждый	2	1
216	одного из	1	1
217	утверждает что	4	1
218	она всегда	1	1
219	он сам	2	1
220	его работы	3	1
221	иное как	1	1
222	быть в	2	1
223	же время	2	1
224	бы то	3	1
225	что его	2	1
226	его в	2	1
227	с его	2	1
228	во всех	1	1
229	живых существ	1	1
230	те или	2	1
231	раз и	8	1
232	как нет	1	1
233	путь для	1	1
234	данном случае	2	1
235	совсем не	5	1
236	но не	4	1
237	или иные	2	1
238	к этому	2	1
239	мы будем	2	1
240	но как	2	1
241	точка зрения	1	1
242	вся эта	1	1
243	уже чисто	1	1
244	только своей	1	1
245	если в	1	1
246	где у	2	1
247	а потому	1	1
248	во всей	1	1
249	каждый элемент	1	1
250	вообще и	1	1
251	один и	1	1
252	которая и	1	1
253	всю эту	2	1
254	другого для	2	1
255	независимо от	3	1
256	стороны и	2	1
257	к которому	1	1
258	значит что	6	1
259	к нему	3	1
260	известном смысле	1	1
261	против него	1	1
262	один из	1	1
263	кроме того	6	1
264	в западной	1	1
265	угодно и	1	1
266	одной из	2	1
267	но никакого	1	1
268	это просто	1	1
269	в действительности	1	1
270	только в	13	1
271	значение этих	1	1
272	для ее	1	1
273	в этот	2	1
274	то он	4	1
275	он уже	2	1
276	та же	1	1
277	в известном	1	1
278	остановиться на	2	1
279	конечно не	1	1
280	да еще	1	1
281	и у	3	1
282	мира но	1	1
283	каким же	1	1
284	только на	5	1
285	в начале	2	1
286	и если	7	1
287	и чисто	3	1
288	а это	1	1
289	термин этот	1	1
290	чтобы он	1	1
291	он не	8	1
292	этот раз	1	1
293	и еще	2	1
294	себе в	2	1
295	и их	1	1
296	необходимо сказать	7	1
297	эти три	5	1
298	общим характером	1	1
299	и навсегда	1	1
300	к одному	1	1
301	как основное	1	1
302	в корне	1	1
303	по существу	4	1
304	вовсе не	13	1
305	случае когда	1	1
306	для них	1	1
307	из одной	1	1
308	но что	2	1
309	какой бы	1	1
310	жизни был	1	1
311	мало для	1	1
312	поскольку она	1	1
313	по его	2	1
314	о каком	1	1
315	это значит	6	1
316	и только	3	1
317	не будет	6	1
318	в другом	2	1
319	том случае	3	1
320	одной стороны	3	1
321	живой жизни	2	1
322	и речи	2	1
323	чем в	4	1
324	подлежит никакому	1	1
325	до сих	1	1
326	с другой	5	1
327	образом если	1	1
328	нельзя сказать	3	1
329	именно в	3	1
330	здесь в	4	1
331	по своим	1	1
332	уже знаем	1	1
333	этом смысле	3	1
334	и прежде	1	1
335	бы эти	1	1
336	должен был	2	1
337	такое же	1	1
338	в природе	1	1
339	в новое	1	1
340	ведь если	4	1
341	виде и	1	1
342	только к	2	1
343	живом организме	1	1
344	ни в	10	1
345	от другого	1	1
346	но уже	2	1
347	нужно сказать	1	1
348	не было	5	1
349	рядом с	1	1
350	все равно	1	1
351	нужно представлять	1	1
352	декарта и	2	1
353	на которых	1	1
354	для своего	1	1
355	этого не	3	1
356	и вся	2	1
357	несмотря на	7	1
358	жизни но	1	1
359	оно имеет	1	1
360	на эту	1	1
361	должно быть	5	1
362	обратимся к	1	1
363	и следовательно	1	1
364	в связи	3	1
365	том что	18	1
366	этом случае	1	1
367	но если	5	1
368	том как	1	1
369	и при	1	1
370	работы в	1	1
371	сказать так	1	1
372	так же	8	1
373	этот свой	1	1
374	в такой	1	1
375	мы говорим	1	1
376	она в	1	1
377	что вся	1	1
378	никакому сомнению	1	1
379	представление о	1	1
380	и красота	2	1
381	xix века	6	1
382	в данном	5	1
383	природы но	1	1
384	в течение	4	1
385	является только	1	1
386	может развиваться	1	1
387	но эта	1	1
388	которые в	1	1
389	возможности то	1	1
390	без всяких	1	1
391	и более	2	1
392	важную роль	1	1
393	общего и	1	1
394	если нет	3	1
395	по себе	6	1
396	в своем	8	1
397	в древней	1	1
398	только о	3	1
399	еще раз	2	1
400	как например	2	1
401	и нет	1	1
402	сих пор	1	1
403	при условии	2	1
404	поэтому что	1	1
405	что эта	2	1
406	она не	2	1
407	что с	1	1
408	дальнейшем увидим	1	1
409	но для	3	1
410	которых он	2	1
411	не имеет	4	1
412	это последнее	2	1
413	дело в	5	1
414	в процессе	1	1
415	не является	2	1
416	формы с	1	1
417	указать на	4	1
418	уже на	1	1
419	конечно для	1	1
420	но только	2	1
421	и от	6	1
422	не составляют	1	1
423	только не	1	1
424	никогда не	11	1
425	и всегда	2	1
426	это совершенно	1	1
427	хотя и	7	1
428	только и	5	1
429	это то	1	1
430	только из	1	1
431	или другой	1	1
432	очень мало	1	1
433	базируется на	1	1
434	видим что	1	1
435	ровно ничего	2	1
436	а отдельные	1	1
437	все они	2	1
438	и его	10	1
439	связи с	2	1
440	ни было	1	1
441	же в	3	1
442	но это	6	1
443	этой области	1	1
444	и из	1	1
445	ли это	1	1
446	а о	2	1
447	между ними	1	1
448	сказать что	12	1
449	не быть	1	1
450	и для	3	1
451	но можно	2	1
452	очень часто	1	1
453	если у	1	1
454	он называет	2	1
455	сколько угодно	2	1
456	в духе	3	1
457	цель а	1	1
458	развития и	1	1
459	элементов а	1	1
460	этот третий	1	1
461	стороне вопроса	1	1
462	не что	1	1
463	с какою	1	1
464	можно наблюдать	1	1
465	в то	7	1
466	же необходимость	1	1
467	есть то	1	1
468	отметить что	1	1
469	в заключение	1	1
