N	2gram	Vygotskiy__5	Istorich
1	и в	30	24
2	не только	16	21
3	что он	17	21
4	и т	7	17
5	т д	3	16
6	может быть	11	14
7	не может	9	14
8	что в	24	13
9	в этих	3	13
10	мы имеем	8	12
11	что герой	3	12
12	как в	3	12
13	в этом	14	12
14	и здесь	6	12
15	но и	6	11
16	это не	3	10
17	том что	21	10
18	и что	23	10
19	у него	3	10
20	мы видим	8	10
21	а в	4	10
22	все же	7	9
23	с другой	9	9
24	не в	8	9
25	о том	10	9
26	потому что	23	9
27	и другие	3	9
28	то же	7	8
29	еще не	5	8
30	показывает что	3	8
31	что и	3	8
32	так как	9	8
33	другой стороны	5	8
34	а не	8	8
35	все это	2	8
36	или в	6	8
37	во всех	2	7
38	то что	37	7
39	таким образом	20	7
40	мы видели	1	7
41	одна из	3	7
42	с собой	1	7
43	к нему	1	7
44	что здесь	3	7
45	один из	5	7
46	в том	27	7
47	вместе с	12	7
48	что это	8	6
49	но не	7	6
50	как он	2	6
51	в нем	7	6
52	он не	3	6
53	об этом	3	6
54	как и	6	6
55	для нас	3	6
56	и все	4	6
57	показывают что	1	6
58	того что	8	6
59	только в	5	6
60	ответ на	5	6
61	тем что	6	6
62	так же	13	6
63	с этой	2	6
64	во время	1	6
65	мы увидим	9	6
66	то это	4	5
67	в чем	1	5
68	с одной	12	5
69	отношение к	1	5
70	но в	5	5
71	имеем в	1	5
72	что она	6	5
73	не менее	1	5
74	доказывает что	1	5
75	в русской	1	5
76	ничего не	2	5
77	так и	3	5
78	представляют собой	2	5
79	одной стороны	12	5
80	там где	4	5
81	героя и	7	5
82	же как	2	4
83	он может	1	4
84	мы уже	6	4
85	мы не	3	4
86	представляет собой	1	4
87	как бы	19	4
88	при этом	8	4
89	что задача	1	4
90	мы можем	7	4
91	но все	2	4
92	на первый	2	4
93	точки зрения	7	4
94	в их	3	4
95	по существу	2	4
96	не имеет	1	4
97	никогда не	9	4
98	со своим	2	4
99	в других	1	4
100	совершенно ясно	7	4
101	и говорит	3	4
102	так в	3	4
103	что у	3	4
104	после того	1	4
105	вовсе не	3	4
106	ее на	1	4
