N	2gram	Tiupa_Lite_1	Problemy
1	и в	8	34
2	и не	12	29
3	как бы	7	27
4	что он	5	23
5	в его	7	22
6	к другому	1	20
7	в нем	2	19
8	может быть	13	19
9	не может	5	19
10	и все	1	19
11	как и	6	18
12	о себе	4	18
13	себе самому	1	18
14	к себе	3	17
15	в этом	12	16
16	но в	3	16
17	и его	4	16
18	он не	1	15
19	и с	1	15
20	что я	2	15
21	прежде всего	11	15
22	то же	5	14
23	с самим	1	14
24	к нему	1	14
25	самом деле	2	13
26	для него	2	13
27	у достоевского	2	13
28	в то	5	12
29	же время	5	12
30	потому что	3	12
31	но и	17	12
32	на самом	1	11
33	в сущности	2	11
34	вовсе не	1	11
35	себя самого	1	11
36	то что	10	11
37	не только	24	10
38	а я	1	10
39	самим собою	2	9
40	не в	8	9
41	в отношении	1	9
42	героя и	1	9
43	а не	16	9
44	с самого	1	8
45	самого начала	1	8
46	никогда не	4	8
47	в другом	2	8
48	в самом	3	8
49	себя и	1	8
50	что же	1	8
51	точки зрения	6	8
52	я не	7	7
53	на него	1	7
54	как будто	2	7
55	как мы	1	7
56	слова в	1	7
57	и даже	3	7
58	что не	2	7
59	все же	4	7
60	отношении к	1	7
61	что в	3	7
62	и на	1	6
63	с его	5	6
64	отношение к	1	6
65	что они	1	6
66	в пределах	3	6
67	в плане	1	6
68	самим собой	2	6
69	от себя	2	6
70	для себя	5	6
71	так и	4	6
72	в себе	7	6
73	только в	8	6
74	стремится к	1	6
75	от него	1	6
76	не знает	1	6
77	отношению к	2	6
78	он сам	1	5
79	в чем	1	5
80	по отношению	3	5
81	чужого слова	1	5
82	и у	1	5
83	в целом	8	5
84	в диалоге	1	5
85	и вот	1	5
86	но все	1	5
87	я вам	1	5
88	лишь в	4	5
89	с тем	1	5
90	в слове	2	5
91	он и	3	5
92	не мог	3	5
93	в конце	4	5
94	даже в	2	5
95	таким образом	3	5
96	к тому	2	5
97	и сам	6	5
98	и что	1	5
99	что и	1	5
100	это не	4	5
101	того что	6	5
102	из них	4	5
103	всяком случае	2	5
104	в одном	1	5
105	к своему	1	5
106	и от	1	5
107	хотя бы	2	5
108	самому и	1	5
109	а в	3	5
110	во всяком	3	5
111	из его	2	4
112	еще не	4	4
113	бы то	1	4
114	но не	4	4
115	но как	1	4
116	как в	5	4
117	он в	1	4
118	все эти	2	4
119	при этом	19	4
120	на этом	2	4
121	ни был	1	4
122	то ни	1	4
123	в мире	2	4
124	его в	3	4
125	и вы	1	4
126	с точки	2	4
127	как раз	4	4
128	если бы	1	4
129	он говорил	1	4
130	на вопрос	1	4
131	и прежде	3	4
132	только на	2	4
133	в виде	1	4
134	в начале	1	4
135	в общем	1	4
136	так как	1	4
137	не о	1	4
138	у него	3	4
139	с другой	3	4
140	тем что	2	4
141	вместе с	1	4
142	да и	3	4
143	как к	1	4
144	к чужому	1	4
145	я в	5	4
146	ни было	1	4
147	и вдруг	1	4
148	кто бы	1	3
149	и то	2	3
150	за собой	1	3
151	достоевского в	1	3
152	уверен что	1	3
153	говорить о	1	3
154	слез в	1	3
155	как я	1	3
156	в виду	3	3
157	что его	3	3
158	в одной	1	3
159	и как	1	3
160	уже в	5	3
161	как он	2	3
162	к одному	1	3
163	не как	4	3
164	в каждом	1	3
165	чужого сознания	4	3
166	знает что	1	3
167	это было	1	3
168	далеко не	3	3
169	этого не	2	3
170	должно быть	1	3
171	такой же	1	3
172	раз и	2	3
173	в своей	4	3
174	в котором	1	3
175	не менее	7	3
176	по крайней	1	3
177	с миром	4	3
178	том что	14	3
179	от чужого	1	3
180	строится как	1	3
181	с ее	1	3
182	в ее	1	3
183	еще в	4	3
184	для этого	4	3
185	сводится к	3	3
186	и во	1	3
187	между тем	2	3
188	крайней мере	1	3
189	наконец в	1	3
190	к концу	1	3
191	в том	16	3
192	большинстве случаев	1	3
193	нуждается в	3	3
194	как такового	1	3
195	а с	1	3
196	своего собственного	1	3
197	в стиле	1	3
198	до конца	1	3
199	в последующем	1	3
200	в творчестве	1	3
201	эти слова	1	3
202	он уже	1	3
203	установкой на	1	3
204	сам не	1	3
205	но для	1	3
206	если не	1	3
207	сознания и	1	3
208	это как	2	3
209	но зато	1	3
210	только что	1	3
211	только с	1	3
212	другой стороны	1	3
213	жизни и	3	3
214	я и	7	2
215	например в	3	2
216	диалоге с	1	2
217	если б	1	2
218	и этот	1	2
219	той же	3	2
220	а как	2	2
221	себе как	1	2
222	та же	2	2
223	во внутреннем	1	2
224	того же	2	2
225	и он	1	2
226	в которых	1	2
227	столь же	4	2
228	во всех	1	2
229	бы не	3	2
230	в сторону	1	2
231	отличие от	5	2
232	за пределы	2	2
233	показать что	1	2
234	в своем	11	2
235	и слова	1	2
236	них он	1	2
237	в которой	1	2
238	в большинстве	1	2
239	тому же	2	2
240	можно лишь	1	2
241	вследствие этого	1	2
242	так сказать	1	2
243	внутреннего и	1	2
244	и если	1	2
245	вы что	1	2
246	подобно тому	2	2
247	не бывает	1	2
248	бы они	1	2
249	было бы	2	2
250	как другого	1	2
251	в жизни	6	2
252	мог бы	1	2
253	кажется что	1	2
254	в них	1	2
255	а прежде	1	2
256	всю жизнь	1	2
257	и того	2	2
258	что такое	2	2
259	в отличие	5	2
260	своего рода	11	2
261	тем не	2	2
262	по ту	1	2
263	однако в	2	2
264	тому чтобы	1	2
265	на всю	1	2
266	бы два	1	2
267	между двумя	1	2
268	в той	1	2
269	если и	1	2
270	его внутренняя	1	2
271	во время	1	2
272	своего героя	2	2
273	о них	1	2
274	но только	1	2
275	и внешнего	1	2
276	же слова	1	2
277	о нем	1	2
278	с другом	1	2
279	становится для	1	2
280	не является	2	2
281	отнюдь не	2	2
282	отличается от	1	2
283	отказаться от	1	2
284	что вы	1	2
285	и говорит	1	2
286	так в	1	2
287	обращаясь к	2	2
288	в диалог	1	2
289	собой и	1	2
290	на другого	2	2
291	о том	2	2
292	голоса в	1	2
293	на нее	1	2
294	для вас	2	2
295	на одном	1	2
296	и только	2	2
297	другого в	3	2
298	достоевского это	1	2
299	и пусть	1	2
300	один из	3	2
301	тот же	1	2
302	что даже	1	2
303	то в	1	2
304	иной характер	1	2
305	при всей	3	2
306	со всеми	1	2
307	же и	3	2
308	уже не	7	2
309	в душе	3	2
310	за ним	1	2
311	чего бы	1	2
312	мы знаем	1	2
313	не для	1	2
314	ту сторону	1	2
315	друг друга	4	2
316	тогда в	1	2
317	один в	1	2
318	со всем	1	2
319	выходит за	1	2
320	или иной	2	2
321	теперь не	1	2
322	было и	1	2
323	не было	3	2
324	а вы	2	2
325	и ему	1	2
326	человек в	1	2
327	не знал	1	2
328	тому как	2	2
329	самого себя	3	2
330	с этой	5	2
331	пока еще	1	2
332	более того	1	2
333	это уже	2	2
334	вопрос о	1	2
335	в силах	1	2
336	а к	1	2
337	я как	1	2
338	среди других	1	2
339	обращается к	2	2
340	сказать что	1	2
341	время не	1	2
342	сущности не	1	2
343	ту же	2	1
344	одним из	5	1
345	также и	3	1
346	ты когда	1	1
347	чтобы не	2	1
348	человека и	2	1
349	тех же	3	1
350	идет о	1	1
351	от самого	2	1
352	это придает	1	1
353	по преимуществу	4	1
354	проникает в	1	1
355	этого он	1	1
356	в их	3	1
357	несколько иной	1	1
358	пока он	1	1
359	как таковому	1	1
360	и само	2	1
361	духовных исканий	2	1
362	себя лишь	1	1
363	оно вообще	1	1
364	а во-вторых	1	1
365	бы ни	1	1
366	но даже	1	1
367	то это	2	1
368	и самой	1	1
369	из которых	1	1
370	зависимости от	1	1
371	его позднем	1	1
372	свою очередь	1	1
373	и самого	2	1
374	разумеется не	1	1
375	собой в	1	1
376	я рад	1	1
377	он был	1	1
378	нам представляется	1	1
379	тем как	1	1
380	глаза на	1	1
381	он строит	1	1
382	отказ от	7	1
383	то он	2	1
384	к которой	1	1
385	его сознания	2	1
386	xix столетия	3	1
387	тут же	1	1
388	не просто	1	1
389	герой как	1	1
390	произведение в	2	1
391	я только	1	1
392	вмешивается в	1	1
393	сих пор	1	1
394	в центре	1	1
395	в различные	1	1
396	как нам	1	1
397	перед нами	1	1
398	всему свету	1	1
399	совершенно без	1	1
400	бы я	2	1
401	могли бы	1	1
402	суда и	1	1
403	еще на	1	1
404	говорил он	1	1
405	не вследствие	1	1
406	в ответ	1	1
407	в этой	4	1
408	с их	3	1
409	не приводит	1	1
410	роль в	2	1
411	говорят о	1	1
412	во многих	2	1
413	роли в	1	1
414	о явлениях	1	1
415	в статье	1	1
416	же это	2	1
417	идеи и	1	1
418	друг для	2	1
419	к собственному	1	1
420	чтобы в	1	1
421	какой бы	1	1
422	что может	1	1
423	слова все	1	1
424	так например	1	1
425	на то	1	1
426	человека в	1	1
427	значительной степени	1	1
428	а затем	1	1
429	авторского замысла	1	1
430	радости и	1	1
431	говорил что	1	1
432	то есть	6	1
433	новые идеи	1	1
434	может стать	1	1
435	и мы	1	1
436	как иван	1	1
437	в итоге	1	1
438	в мир	1	1
439	мне это	1	1
440	само собою	1	1
441	но лишь	1	1
442	эту тему	1	1
443	сознания по	1	1
444	звучать как	1	1
445	в москве	2	1
446	в романе	1	1
447	в один	1	1
448	одного и	1	1
449	перед собой	1	1
450	в эту	1	1
451	в этих	1	1
452	в г	1	1
453	места в	1	1
454	бы на	2	1
455	можно сказать	1	1
456	рассказа о	1	1
457	как все	2	1
458	явления это	1	1
459	характер это	1	1
460	он искал	1	1
461	лишает его	1	1
462	не столько	5	1
463	знал и	1	1
464	художественного мира	1	1
465	и более	1	1
466	том же	3	1
467	бы быть	1	1
468	для нее	2	1
469	ни были	1	1
470	имел в	1	1
471	освободиться от	2	1
472	глядит на	1	1
473	на один	2	1
474	них дает	1	1
