N	2gram	Tiupa_Anal_2	Hudozhes
1	в мире	6	23
2	в качестве	11	19
3	то есть	9	18
4	состоит в	8	16
5	и не	12	16
6	не только	16	15
7	и в	16	15
8	в том	12	15
9	тогда как	19	13
10	может быть	6	13
11	в частности	16	13
12	при этом	10	12
13	и его	4	12
14	а в	3	12
15	но не	4	11
16	в этом	18	11
17	в себе	7	11
18	художественного текста	1	11
19	я в	3	11
20	эстетического отношения	1	11
21	то же	4	10
22	по отношению	4	10
23	представляет собой	8	10
24	как бы	10	10
25	так и	15	10
26	а не	10	10
27	отношению к	4	10
28	но и	12	10
29	такого рода	2	9
30	литературного произведения	16	9
31	точки зрения	4	9
32	в его	2	9
33	в рамках	3	8
34	своего рода	12	8
35	сводится к	3	8
36	себя в	2	8
37	присутствия в	2	8
38	я и	3	7
39	отличие от	2	7
40	но в	6	7
41	в принципе	1	7
42	внутренней речи	4	7
43	в отличие	2	7
44	в то	2	7
45	или иной	3	7
46	с другой	6	7
47	с его	1	6
48	модус художественности	3	6
49	объектной организации	10	6
50	том что	12	6
51	не в	4	6
52	же время	2	6
53	по своей	1	6
54	в ее	1	6
55	приводит к	3	6
56	в тексте	24	6
57	не может	4	6
58	что в	2	6
59	в их	3	5
60	эстетическая деятельность	1	5
61	более или	1	5
62	в самом	6	5
63	то что	7	5
64	художественной реальности	20	5
65	ни в	1	5
66	тем самым	4	5
67	коммуникативного события	4	5
68	могут быть	10	5
69	той или	3	5
70	с ее	2	5
71	внутреннего зрения	12	5
72	можно сказать	4	5
73	а также	7	5
74	того что	2	5
75	и одновременно	3	5
76	только в	4	5
77	уже не	4	5
78	и т.п	8	5
79	другой стороны	2	5
80	субъектной организации	6	5
81	или менее	1	5
82	я с	1	5
83	художественности в	2	5
84	в нем	1	5
85	героя и	1	5
86	отношения к	2	4
87	и то	3	4
88	мы имеем	3	4
89	место в	3	4
90	высказывания в	3	4
91	говорить о	6	4
92	еще не	2	4
93	внутреннего я	2	4
94	кто говорит	1	4
95	хотя и	4	4
96	и как	1	4
97	он не	2	4
98	без исключения	1	4
99	в другом	1	4
100	самим собой	1	4
101	и тем	4	4
102	в этих	2	4
103	в ходе	4	4
104	в своей	2	4
105	не столько	3	4
106	личности в	1	4
107	эстетического объекта	3	4
108	говоря словами	1	4
109	знакового материала	1	4
110	и т.д	3	4
111	входит в	1	4
112	между тем	2	4
113	аналогичным образом	2	4
114	организации художественного	3	4
115	художественного восприятия	2	4
116	во времени	2	4
117	для него	4	4
118	со стороны	3	4
119	прежде всего	3	4
120	не знает	3	4
121	произведения искусства	1	4
122	как это	6	4
123	к тому	7	4
124	особого рода	2	4
125	сказать что	2	4
126	речи и	2	4
127	художественного произведения	2	3
128	того же	4	3
129	значении этого	1	3
130	перед лицом	2	3
131	со своей	1	3
132	авторской позиции	1	3
133	и ее	1	3
134	в целом	8	3
135	в виду	1	3
136	ритмического ряда	13	3
137	как правило	4	3
138	конечном счете	2	3
139	как говорит	2	3
140	субъекта и	1	3
141	в акте	1	3
142	в художественном	1	3
143	как уже	3	3
144	и к	5	3
145	или иного	3	3
146	в противоположность	2	3
147	всего лишь	8	3
148	в которой	1	3
149	не следует	2	3
150	картины мира	2	3
151	одно и	1	3
152	лишь в	9	3
153	его в	2	3
154	это не	1	3
155	этом смысле	2	3
156	текст в	1	3
157	как и	14	3
158	иначе говоря	11	3
159	с точки	2	3
160	все прочие	1	3
161	композиционных форм	2	3
162	тем не	3	3
163	однако в	1	3
164	автора и	3	3
165	в отношении	1	3
166	не менее	4	3
167	как раз	4	3
168	потому что	1	3
169	объекта и	2	3
170	ценностного центра	1	3
171	имеет место	4	3
172	в произведении	2	3
173	в пределах	9	3
174	читателя в	4	3
175	к его	2	3
176	если бы	3	3
177	произведения как	2	3
178	парадигмы художественности	1	3
179	и что	1	3
180	того или	3	3
181	в конечном	3	3
182	к нему	1	3
183	данного текста	1	3
184	человека с	1	3
185	не случайно	8	3
186	являет собой	3	3
187	далеко не	1	3
188	в воображении	1	3
189	в рассказе	1	3
190	была бы	2	3
191	эстетического субъекта	1	3
192	и адресата	2	3
193	текста в	6	3
194	о чем	2	3
195	в данном	8	3
196	бенвенист ритм	3	3
197	своей эстетической	1	3
198	текста как	2	3
199	и для	2	3
200	художественного целого	7	3
201	таким образом	2	3
202	личности и	2	3
203	в свою	1	3
204	художественной целостности	1	3
205	кадров внутреннего	7	3
206	в таком	2	3
207	в роли	2	3
208	искусства слова	1	2
209	таком случае	2	2
210	крупным планом	1	2
211	идет о	1	2
212	между двумя	4	2
213	к другому	1	2
214	по преимуществу	4	2
215	противном случае	1	2
216	и больше	1	2
217	в кадры	2	2
218	я как	2	2
219	факторов художественного	6	2
220	совпадает с	4	2
221	не вполне	1	2
222	я не	1	2
223	греческое слово	1	2
224	словами гегеля	1	2
225	и на	6	2
226	в чем	1	2
227	вокруг я	1	2
228	не все	1	2
229	художественного впечатления	17	2
230	иной эстетической	2	2
231	за пределы	4	2
232	диалогическим углом	2	2
233	сама по	1	2
234	художественное целое	1	2
235	еще один	1	2
236	данный момент	1	2
237	в своем	4	2
238	в противном	1	2
239	сегментов текста	1	2
240	бытию других	1	2
241	создает эффект	1	2
242	креативного и	1	2
243	в себя	4	2
244	позволяет говорить	1	2
245	все эти	1	2
246	в нашем	3	2
247	бы не	1	2
248	в этой	9	2
249	рассказ о	1	2
250	с их	2	2
251	но на	1	2
252	вследствие этого	2	2
253	однако при	3	2
254	начальные и	1	2
255	не как	1	2
256	в силу	1	2
257	силу своей	1	2
258	уже говорилось	4	2
259	в творческом	1	2
260	на этом	4	2
261	значительной степени	2	2
262	произведения обнаруживается	1	2
