N	2gram	Savitsky_P_1	Istorich
1	и в	14	22
2	в этом	10	17
3	и т	3	16
4	т е	3	16
5	т д	1	15
6	что в	4	15
7	не только	17	14
8	но и	6	12
9	и не	12	12
10	в этих	1	11
11	может быть	5	11
12	и пр	5	11
13	но в	9	10
14	еще не	1	10
15	в нем	3	9
16	что и	1	9
17	в том	9	9
18	вместе с	1	9
19	мы видим	1	8
20	с этим	2	8
21	том что	4	8
22	но не	3	7
23	то что	4	7
24	и здесь	1	7
25	мы должны	4	7
26	из них	2	7
27	с другой	5	7
28	другой стороны	1	7
29	там где	1	7
30	то же	9	6
31	не вполне	1	6
32	не все	1	6
33	это не	3	6
34	в ином	1	6
35	возможно что	1	6
36	все еще	1	6
37	если бы	4	6
38	в них	2	6
39	друг друга	1	6
40	мы можем	1	6
41	а не	2	6
42	а в	4	6
43	все же	1	5
44	в этой	1	5
45	не менее	2	5
46	могут быть	3	5
47	живет в	1	5
48	в свете	1	5
49	того что	2	5
50	в частности	2	5
51	есть и	1	5
52	и на	1	4
53	не в	5	4
54	и с	2	4
55	она не	1	4
56	в пределах	8	4
57	находится в	1	4
58	только в	7	4
59	в других	1	4
60	представляют собой	1	4
61	они не	1	4
62	в данном	1	4
63	для нас	2	4
64	не может	4	4
65	и другие	1	4
66	в русских	1	3
67	связана с	1	3
68	и ее	1	3
69	со стороны	2	3
70	и как	3	3
71	и к	4	3
72	представляет собой	1	3
73	из этих	1	3
74	а затем	1	3
75	его в	1	3
76	было бы	6	3
77	для них	2	3
78	далеко не	1	3
79	как и	1	3
80	не будем	2	3
81	и эти	1	3
82	в русской	4	3
83	никогда не	1	3
84	потому что	3	3
85	на нее	1	3
86	в его	2	3
87	с ними	3	3
88	прежде всего	3	3
89	так же	1	3
90	стороны и	2	3
91	между прочим	2	3
92	в северной	2	3
93	например в	2	2
94	и то	1	2
95	и есть	2	2
96	в котором	4	2
97	же как	1	2
98	вопрос о	1	2
99	на себя	1	2
100	в ней	6	2
101	знаем что	1	2
102	бы она	1	2
103	к жизни	1	2
104	в качестве	9	2
105	в своем	4	2
106	хотя и	3	2
107	что по	1	2
108	во многих	1	2
109	и и	2	2
110	если он	1	2
111	в наших	1	2
112	не могла	1	2
113	из этой	1	2
114	в виде	2	2
115	и вот	2	2
116	большинстве случаев	1	2
117	с тем	3	2
118	и уже	1	2
119	исторической действительности	1	2
120	точки зрения	3	2
121	в которых	5	2
122	друг другу	2	2
123	что было	1	2
124	и более	1	2
125	в то	7	2
126	не имеет	1	2
127	одна из	2	2
128	в русском	2	2
129	есть у	1	2
130	и это	2	2
131	и о	5	2
132	с собой	1	2
133	не с	1	2
134	и что	1	2
135	в силу	2	2
136	с того	1	2
137	а также	4	2
138	между тем	3	2
139	а она	1	2
140	же в	4	2
141	с одной	3	2
142	в жизни	2	2
143	что не	1	2
144	мы знаем	1	2
145	всяком случае	1	2
146	только на	1	2
147	но есть	1	2
148	к более	1	2
149	не было	2	2
150	одной стороны	3	2
151	и потому	4	2
152	да и	2	2
153	еще более	2	2
154	нет ничего	1	2
155	а я	5	2
156	во всяком	1	2
157	также что	1	1
158	также и	1	1
159	и через	1	1
160	ясно что	1	1
161	смысл этого	1	1
162	из всех	1	1
163	есть не	2	1
164	мы не	3	1
165	бы что	1	1
166	к началу	2	1
167	в некотором	1	1
168	столь же	3	1
169	что его	1	1
170	в различных	1	1
171	но как	1	1
172	к ним	1	1
173	не просто	1	1
174	каждый в	2	1
175	к сожалению	1	1
176	отнюдь не	2	1
177	более чем	2	1
178	такова же	1	1
179	к этой	1	1
180	не очень	1	1
181	что это	1	1
182	северной америке	3	1
183	них самих	1	1
184	е с	6	1
185	на то	1	1
186	ей в	3	1
187	в определенном	1	1
188	главным образом	2	1
189	должна быть	1	1
190	не как	1	1
191	ему на	1	1
192	и по	1	1
193	и наоборот	1	1
194	от нее	1	1
195	в мире	2	1
196	на этой	1	1
197	заключается в	3	1
198	в и	1	1
199	везде и	1	1
200	и тем	2	1
201	вся лесная	1	1
202	по всему	1	1
203	есть некоторая	1	1
204	ведет к	1	1
205	в эту	2	1
206	с точки	3	1
207	при существовании	1	1
208	существует но	1	1
209	любовь и	1	1
210	идти в	1	1
211	по себе	4	1
212	и очень	1	1
213	хозяйство и	3	1
214	казалось бы	1	1
215	находятся в	1	1
216	где уже	1	1
217	как она	1	1
218	мы и	1	1
219	в каком	1	1
220	некоторые ее	1	1
221	по характеру	2	1
222	и другим	1	1
223	всего что	1	1
224	не есть	1	1
225	что при	1	1
226	где он	1	1
227	тем и	1	1
228	с ее	1	1
229	в ее	2	1
230	совершенно ясно	1	1
231	можно дать	1	1
232	суждения об	1	1
233	и этим	1	1
234	только то	1	1
235	в себя	1	1
236	касается не	1	1
237	чтобы дать	1	1
238	этом стремлении	1	1
