N	2gram	Vygotskiy__2	Narrotol
1	не только	12	32
2	может быть	18	25
3	но и	10	23
4	в качестве	1	21
5	и не	10	20
6	то есть	21	19
7	и в	32	19
8	в том	37	18
9	в этом	13	17
10	не в	8	14
11	в частности	3	14
12	том что	21	14
13	состоит в	3	13
14	а не	7	12
15	то что	21	11
16	а в	4	11
17	точки зрения	17	10
18	не может	17	10
19	при этом	13	9
20	так и	3	9
21	в его	2	9
22	со стороны	1	9
23	в себе	2	8
24	с другой	3	8
25	еще не	2	7
26	как в	9	7
27	все же	4	7
28	времени и	1	7
29	как и	10	7
30	к тому	7	7
31	и т.д	1	7
32	с одной	1	7
33	одной стороны	1	7
34	такого рода	1	7
35	с его	2	6
36	но не	2	6
37	точка зрения	2	6
38	в той	1	6
39	то в	1	6
40	тем самым	1	6
41	в себя	1	6
42	о том	6	6
43	что он	13	6
44	именно в	1	6
45	как это	4	6
46	иначе говоря	4	6
47	но в	3	6
48	отличие от	2	5
49	отнюдь не	5	5
50	и как	7	5
51	уже не	1	5
52	в этой	6	5
53	тому же	1	5
54	далеко не	5	5
55	в отличие	1	5
56	по себе	12	5
57	в основе	11	5
58	и его	7	5
59	в детстве	1	5
60	к нему	2	5
61	казалось что	1	5
62	в данном	4	5
63	можно сказать	1	5
64	речь идет	1	4
65	данном случае	4	4
66	все те	2	4
67	то же	13	4
68	из которых	2	4
69	в нем	4	4
70	в принципе	1	4
71	в силу	1	4
72	но все	1	4
73	же не	1	4
74	и с	4	4
75	было бы	11	4
76	и тем	4	4
77	связи с	1	4
78	не столько	1	4
79	те же	6	4
80	о нем	1	4
81	основе своей	1	4
82	же время	2	4
83	вслед за	5	4
84	только в	7	4
85	хотя бы	3	4
86	в особенности	2	4
87	что не	3	4
88	прежде всего	1	4
89	как бы	6	4
90	отличается от	2	4
91	сказать что	7	4
92	другой стороны	2	4
93	это и	1	3
94	в первом	1	3
95	же как	4	3
96	в сущности	7	3
97	и он	3	3
98	в ней	5	3
99	и на	5	3
100	бы то	2	3
101	в ее	2	3
102	если в	2	3
103	что они	7	3
104	как говорит	3	3
105	когда он	10	3
106	что это	8	3
107	из этих	1	3
108	не есть	1	3
109	он не	6	3
110	то ни	2	3
111	не будет	1	3
112	ни в	2	3
113	все было	1	3
114	тем не	4	3
115	не менее	8	3
116	в то	5	3
117	тем что	9	3
118	одна из	1	3
119	на него	2	3
120	никогда не	9	3
121	этом отношении	5	3
122	могут быть	4	3
123	как будет	1	3
124	как мы	1	3
125	с ее	3	3
126	свою очередь	2	3
127	сводится к	2	3
128	то или	2	3
129	в произведении	4	3
130	на том	2	3
131	не с	1	3
132	о ней	4	3
133	столь же	4	3
134	в конечном	3	3
135	восходит к	1	3
136	между тем	4	3
137	один из	3	3
138	из них	4	3
139	не о	1	3
140	из двух	1	3
141	и даже	5	3
142	даже не	1	3
143	в свою	3	3
144	а с	2	3
145	как будто	7	3
146	не существует	2	3
147	что в	20	3
148	будто бы	1	3
149	ни было	1	3
150	жизни и	4	3
151	как известно	1	2
152	отношения к	1	2
153	одним из	1	2
154	например в	3	2
155	таком случае	1	2
156	самом деле	16	2
157	идет о	1	2
158	к другому	1	2
159	и до	4	2
160	мы имеем	4	2
161	он сам	1	2
162	иное как	1	2
163	время в	1	2
164	но как	3	2
165	не то	1	2
166	отношение к	2	2
167	или иное	1	2
168	независимо от	1	2
169	что именно	3	2
170	как к	3	2
171	что касается	1	2
172	в полном	2	2
173	что по	2	2
174	более или	1	2
175	в противоположность	1	2
176	точкой зрения	1	2
177	все эти	7	2
178	бы не	2	2
179	и тот	2	2
180	роль в	2	2
181	та же	3	2
182	например как	1	2
183	себя и	1	2
184	ключ к	1	2
185	они в	2	2
186	не как	3	2
187	подобно тому	2	2
188	подход к	2	2
189	различие между	1	2
190	матери или	1	2
191	а по	1	2
192	его в	1	2
193	того или	3	2
194	сознания к	2	2
195	от одного	1	2
196	это не	2	2
197	несмотря на	4	2
198	жизни но	1	2
199	или менее	1	2
200	и сейчас	3	2
201	с точки	10	2
202	однако в	1	2
203	зрения и	1	2
204	вплоть до	2	2
205	она не	2	2
206	некоторого рода	1	2
207	что иное	1	2
208	не имеет	4	2
209	ничего не	4	2
210	имеем дело	1	2
211	при всем	3	2
212	как раз	5	2
213	что на	4	2
214	встречается в	1	2
215	когда мы	2	2
216	оно не	2	2
217	утверждать что	4	2
218	приходит к	3	2
219	происходит и	1	2
220	на другой	2	2
221	в собственном	1	2
222	приводит к	1	2
223	и когда	4	2
224	что у	5	2
225	можно было	7	2
226	другом и	1	2
227	или в	1	2
228	было в	1	2
229	быть может	1	2
230	один человек	1	2
231	его жизни	2	2
232	он прямо	2	2
233	и только	2	2
234	дело с	8	2
235	может оказаться	2	2
236	и ее	3	2
237	каждый из	2	2
238	этого понятия	1	2
239	героя с	1	2
240	по выражению	1	2
241	конечном счете	3	2
242	для него	1	2
243	сами по	3	2
244	к которому	2	2
245	события но	1	2
246	говорит о	2	2
247	не было	2	2
248	не на	2	2
249	зависит от	2	2
250	его по	1	2
251	совершенно очевидно	1	2
252	в область	1	2
253	наряду с	4	2
