N	3gram	Vygotskiy__4	Stilisti
1	в зависимости от	1	7
2	для того чтобы	5	7
3	мы никогда не	1	5
4	с точки зрения	11	5
5	и т.д и	1	5
6	и то же	6	4
7	прежде всего в	1	4
8	то же самое	7	4
9	одно и то	6	4
10	в свою очередь	2	4
11	с самого начала	1	4
12	на самом деле	1	3
13	в этом случае	3	3
14	в той же	1	3
15	но и в	2	3
16	заключает в себе	1	3
17	что мы называем	1	3
18	не только в	1	3
19	в конце концов	1	3
20	но для того	1	3
21	и тем самым	4	3
22	но все же	1	3
23	как мы уже	3	3
24	как мы видели	2	3
25	и той же	4	2
26	равно как и	1	2
27	и не только	2	2
28	вместе с тем	3	2
29	и т.п но	1	2
30	в этом отношении	7	2
31	смысле этого слова	7	2
32	все больше и	1	2
33	одни и те	3	2
34	в действительной жизни	1	2
35	чуть ли не	1	2
36	и в основе	1	2
37	как бы в	1	2
38	то же слово	3	2
39	не может быть	1	2
40	и как бы	1	2
41	не что иное	1	2
42	и тем же	3	2
43	о том что	3	2
44	и те же	3	2
45	что иное как	1	2
46	можно сказать что	1	2
47	больше и больше	1	2
48	в связи с	3	2
49	к тому что	1	2
50	мы видим что	2	2
51	одной и той	4	2
52	тех или иных	1	2
53	мы видели что	2	2
54	как и самое	1	1
55	и того же	5	1
56	и находит свое	1	1
57	и тому же	4	1
58	уже содержит в	1	1
59	по себе не	1	1
60	не является ни	1	1
61	играет решающую роль	1	1
62	одним и тем	3	1
63	по отношению к	1	1
64	все же должно	1	1
65	не говоря уже	1	1
66	так как в	2	1
67	в самом деле	6	1
68	и в отношении	2	1
69	не совсем так	1	1
70	этом не только	1	1
71	и при этом	1	1
72	до сих пор	1	1
73	и во всех	1	1
74	и тем что	1	1
75	и та же	1	1
76	котором мы говорили	1	1
77	в собственном смысле	7	1
78	в себе и	3	1
79	при этом не	1	1
80	не иначе как	1	1
81	можно было бы	5	1
82	с нашей точки	2	1
83	в которой оно	1	1
84	и здесь мы	1	1
85	одном и том	1	1
86	связанных между собой	1	1
87	вместе с развитием	1	1
88	первое что мы	1	1
89	которые существуют между	1	1
90	этого слова мы	1	1
91	если мы возьмем	1	1
92	в процессе развития	1	1
93	является не просто	1	1
94	отношений которые существуют	1	1
95	в другой ситуации	1	1
96	этим словом и	1	1
97	в процессе образования	2	1
98	к одной и	2	1
99	ни на один	1	1
100	с целым рядом	1	1
101	тому или иному	2	1
102	ответа на вопрос	1	1
103	и том же	1	1
104	говорит один из	1	1
105	как мы это	1	1
106	по сравнению с	3	1
107	тем не менее	1	1
108	как это ни	1	1
109	но даже и	1	1
110	благодаря тому что	1	1
111	не мешает нам	1	1
112	но вместе с	2	1
113	мы говорили выше	1	1
114	в первой стадии	1	1
115	являются как бы	1	1
116	собственном смысле слова	1	1
117	одна и та	1	1
118	как бы по	1	1
119	о котором мы	1	1
120	между этими двумя	2	1
121	на вопрос о	1	1
122	содержит в себе	2	1
123	мы говорили что	1	1
124	решающую роль в	1	1
125	они возникают и	1	1
126	ключ к пониманию	2	1
127	а не наоборот	1	1
128	именно в процессе	1	1
129	из которых каждая	1	1
130	в глаза и	1	1
131	итак мы видим	1	1
132	не может не	2	1
133	само по себе	1	1
134	не только не	5	1
135	вопрос о том	1	1
136	не только на	1	1
137	ни в какой	1	1
138	тогда когда мы	1	1
139	нашей точки зрения	2	1
140	обе эти группы	1	1
141	только тогда когда	1	1
142	и как мы	1	1
143	с другой стороны	8	1
144	только в том	2	1
145	одного и того	5	1
146	к которому он	1	1
147	является одной из	1	1
148	для этого необходимо	1	1
149	и ту же	1	1
150	тем самым мы	1	1
151	которые являются как	1	1
152	никогда не сможем	1	1
153	одну и ту	1	1
154	в том что	31	1
155	как и в	1	1
156	к одному и	4	1
157	одному и тому	4	1
158	мы увидим что	1	1
159	тот факт что	1	1
