N	2gram	Vygotskiy__3	Dialekti
1	не есть	1	47
2	и не	10	30
3	может быть	19	20
4	не только	12	19
5	и в	38	19
6	и т	14	17
7	а не	7	16
8	в себе	4	15
9	т д	4	15
10	что она	16	14
11	потому что	14	14
12	то что	35	14
13	в том	25	14
14	так как	6	14
15	и даже	4	14
16	как бы	14	14
17	вовсе не	8	13
18	то же	10	12
19	точки зрения	16	12
20	не просто	2	12
21	но и	5	12
22	и все	10	12
23	и как	8	10
24	что это	10	10
25	в нем	4	10
26	ни в	3	10
27	как и	8	10
28	том что	14	10
29	сказать что	4	10
30	так и	1	10
31	это не	1	10
32	никогда не	4	9
33	не может	7	9
34	мы уже	7	8
35	в этом	13	8
36	в своей	5	8
37	с точки	9	8
38	не в	12	8
39	она не	6	8
40	это есть	2	8
41	это значит	1	8
42	и то	8	7
43	есть не	1	7
44	время как	4	7
45	так что	8	7
46	и к	3	7
47	должно быть	1	7
48	как это	6	7
49	и притом	1	7
50	в поэзии	1	7
51	но что	2	7
52	как будто	4	7
53	совершенно не	5	7
54	но это	3	7
55	что в	20	7
56	чтобы не	1	6
57	я не	5	6
58	но не	1	6
59	что они	4	6
60	отнюдь не	2	6
61	в то	3	6
62	не могу	2	6
63	и вообще	1	6
64	и та	2	6
65	что он	11	6
66	конечно не	4	6
67	не потому	1	6
68	что не	3	6
69	того что	4	6
70	и может	2	6
71	есть и	1	6
72	жизни и	1	6
73	и потому	1	5
74	и это	8	5
75	должна быть	5	5
76	в силу	2	5
77	в одну	1	5
78	все равно	1	5
79	и его	6	5
80	на свете	1	5
81	и с	1	5
82	в виду	4	5
83	о том	6	5
84	и что	18	5
85	можно сказать	1	5
86	но как	2	5
87	не то	4	5
88	что и	4	5
89	с другой	7	5
90	а именно	1	5
91	от смысла	1	5
92	и следовательно	2	5
93	что поэзия	1	5
94	по своему	4	5
95	как раз	8	5
96	только что	2	5
97	в самом	25	5
98	только в	4	5
99	и есть	1	4
100	поэзии и	2	4
101	еще не	1	4
102	самом деле	21	4
103	тут же	1	4
104	в одной	2	4
105	независимо от	1	4
106	в своем	5	4
107	все же	8	4
108	только то	2	4
109	та же	3	4
110	и если	6	4
111	при этом	4	4
112	он не	6	4
113	и вот	2	4
114	что тут	1	4
115	и по	2	4
116	одно и	3	4
117	таким образом	12	4
118	заключается в	7	4
119	одна и	1	4
120	нисколько не	1	4
121	в одном	8	4
122	но он	2	4
123	все это	3	4
124	с ним	2	4
125	в таком	3	4
126	не могут	2	4
127	есть только	2	4
128	это конечно	1	4
129	что оно	2	4
130	в ее	7	4
131	и когда	5	4
132	ясно что	6	4
133	в другом	5	4
134	может не	1	4
135	и только	3	4
136	без этого	1	4
137	одно из	2	4
138	то время	2	4
139	том смысле	2	4
140	быть и	1	4
141	хотя бы	2	4
142	а в	7	4
143	другой стороны	5	4
144	по одному	1	4
145	же как	1	3
146	это и	1	3
147	как мы	7	3
148	этого нет	1	3
149	что если	4	3
150	и тут	1	3
151	оно есть	2	3
152	в чем	1	3
153	в этой	13	3
154	с этим	8	3
155	кроме того	1	3
156	и где	1	3
157	от этого	1	3
158	больше как	1	3
159	всех этих	2	3
160	и почти	1	3
161	его в	3	3
162	это было	1	3
163	и мы	13	3
164	было бы	12	3
165	в один	3	3
166	мы имеем	1	3
167	и уже	2	3
168	форма и	1	3
169	и тогда	1	3
170	в этих	2	3
171	что такое	1	3
172	и более	2	3
173	что этот	4	3
174	даже в	1	3
175	можно ли	1	3
176	ничего не	2	3
177	или как	1	3
178	как только	3	3
179	тут не	1	3
180	но только	8	3
181	то как	2	3
182	это только	3	3
183	уже не	2	3
184	как они	1	3
185	все время	30	3
186	тело и	1	3
187	даны в	1	3
188	будто бы	1	3
189	у меня	1	3
190	из них	6	3
191	ведь это	1	3
192	бы это	1	3
193	о котором	5	3
194	как же	2	3
195	и их	1	3
196	не было	1	3
197	о чем	1	3
198	сейчас же	1	3
199	мы говорим	1	3
200	в данном	2	3
201	в той	5	3
202	когда мы	2	3
203	поэзией и	1	3
204	и слова	1	3
205	или нет	1	3
206	только как	1	3
207	была бы	2	3
208	они не	2	3
209	смысле что	1	3
210	как известно	1	2
211	если вы	1	2
212	на самом	2	2
213	он может	2	2
214	что эти	4	2
215	например в	2	2
216	из всего	2	2
217	что уже	1	2
218	так чтобы	1	2
219	то это	2	2
220	как не	1	2
221	зависимости от	1	2
222	в ней	15	2
223	во всех	4	2
224	в общем	2	2
225	очевидно что	2	2
226	которые не	1	2
227	и я	2	2
228	в истории	2	2
229	мере в	1	2
230	как в	4	2
231	более и	2	2
232	перед нами	8	2
233	что по	3	2
234	более или	1	2
235	но в	3	2
236	в которой	5	2
237	все эти	4	2
238	раз в	4	2
239	на его	1	2
240	в определенном	1	2
241	не как	1	2
242	на этом	5	2
243	но все	1	2
244	не будет	1	2
245	на всю	2	2
246	в жизни	1	2
247	только одно	1	2
248	она и	1	2
249	с тем	8	2
250	несмотря на	5	2
251	смысл и	4	2
252	или менее	1	2
253	и при	1	2
254	в их	1	2
255	в зависимости	1	2
256	их в	2	2
257	неодушевленные предметы	1	2
258	тому что	6	2
259	же самого	2	2
260	от обезьяны	1	2
261	нет никакого	2	2
262	что с	4	2
263	самого начала	6	2
264	дело не	2	2
265	того как	3	2
266	в сущности	10	2
267	на него	1	2
268	не по	1	2
269	он мог	1	2
270	только не	1	2
271	это мы	1	2
272	того и	1	2
273	мире и	1	2
274	следует что	2	2
275	что на	1	2
276	представлять себе	1	2
277	во все	1	2
278	я сам	1	2
279	к тому	6	2
280	ли что	2	2
281	в конце	2	2
282	с ее	2	2
283	данном случае	2	2
284	с самого	6	2
285	и совершенно	4	2
286	это вовсе	1	2
287	что у	7	2
288	же эти	1	2
289	том как	2	2
290	остается только	1	2
291	мы в	2	2
292	со всем	1	2
293	понятно что	1	2
294	если хотите	1	2
295	это я	1	2
296	но мы	2	2
297	в новую	1	2
298	поэтическое произведение	1	2
299	времени в	1	2
300	собственно говоря	1	2
301	между тем	7	2
302	или иначе	1	2
303	эти два	3	2
304	и можно	1	2
305	всяком случае	2	2
306	и она	1	2
307	мы должны	1	2
308	что здесь	2	2
309	мы видим	12	2
310	в какой	5	2
311	с одной	6	2
312	есть в	2	2
313	если мы	6	2
314	или в	5	2
315	способ его	1	2
316	т п	5	2
317	тем что	3	2
318	момент в	1	2
319	до сих	6	2
320	именно в	1	2
321	будет ли	1	2
322	и прежде	1	2
323	души и	1	2
324	в некоторых	1	2
325	был в	1	2
326	зависит от	1	2
327	жизнь в	1	2
328	ни о	1	2
329	что мы	1	2
330	когда я	1	2
331	в частности	1	2
332	ни на	1	2
333	вместе с	5	2
334	с первого	1	2
335	так же	2	2
336	поэзия и	1	2
337	в изображении	1	2
338	и поэтический	2	2
339	что же	2	2
340	быть только	1	2
341	в тех	4	2
342	как нельзя	1	2
343	нечто совершенно	1	2
344	сих пор	5	2
345	же самое	10	2
346	и часто	2	2
347	в результате	1	2
348	это еще	1	2
349	или не	2	2
350	же в	2	2
351	это все	1	2
352	и жизнь	1	2
353	в виде	2	2
354	а я	3	2
355	ее в	4	2
356	того или	1	2
357	в своих	4	2
358	во всяком	2	2
359	этом совершенно	1	1
360	говорили уже	1	1
361	всегда в	1	1
362	от этой	2	1
363	речь идет	4	1
364	того же	3	1
365	не остается	1	1
366	дело вовсе	1	1
367	идет о	4	1
368	очень много	1	1
369	между двумя	1	1
370	по преимуществу	2	1
371	и до	1	1
372	уже указывали	1	1
373	вот вижу	1	1
374	выражается в	1	1
375	все те	2	1
376	чтобы эта	1	1
377	таком виде	2	1
378	по его	3	1
379	их и	1	1
380	на грех	1	1
381	всего того	2	1
382	и значение	3	1
383	который создан	1	1
384	за те	1	1
385	сравнению с	1	1
386	которую мы	4	1
387	нам в	2	1
388	что под	3	1
389	та простая	1	1
390	на тему	3	1
391	и ни	1	1
392	что можно	1	1
393	не все	1	1
394	и он	1	1
395	из ее	1	1
396	говорил о	2	1
397	два плана	7	1
398	что оба	1	1
399	не от	1	1
400	чем больше	1	1
401	вывод что	1	1
402	утверждаю что	1	1
403	он был	3	1
404	временной последовательности	1	1
405	бы она	2	1
406	природы и	1	1
407	сказать и	1	1
408	разницы между	1	1
409	мы будем	1	1
410	от характера	1	1
411	со всеми	2	1
412	иначе не	1	1
413	отличие от	1	1
414	нет и	1	1
415	разница в	1	1
416	делается все	1	1
417	не буду	1	1
418	своем принципе	1	1
419	тоже суть	1	1
420	переходит на	1	1
421	тем больше	2	1
422	что именно	2	1
423	указывает нам	1	1
424	показать что	7	1
425	ней или	1	1
426	она как	1	1
427	к новому	1	1
428	бы я	1	1
429	когда он	4	1
430	здесь речь	1	1
431	она живет	1	1
432	уже с	1	1
433	то в	1	1
434	только один	1	1
435	к чему	6	1
436	и конечно	3	1
437	мы сразу	1	1
438	в целом	4	1
439	образом и	2	1
440	за это	1	1
441	он в	2	1
442	всей своей	1	1
443	из этих	3	1
444	от действительности	1	1
445	остановиться на	2	1
446	же эта	1	1
447	что хочется	1	1
448	тому же	1	1
449	если он	4	1
450	не могла	2	1
