N	3gram	Vinokur_St_1	Myshleni
1	в том что	17	21
2	с точки зрения	8	18
3	для того чтобы	10	10
4	с одной стороны	2	7
5	заключается в том	3	7
6	в зависимости от	1	6
7	во всяком случае	6	6
8	не может быть	5	6
9	на то что	4	6
10	по отношению к	3	5
11	можно было бы	8	5
12	на этот вопрос	1	5
13	ту мысль что	1	5
14	в самом деле	5	4
15	а с другой	1	4
16	в том чтобы	1	4
17	о том что	11	4
18	в том числе	2	3
19	том числе и	2	3
20	в данном случае	6	3
21	смысле этого слова	1	3
22	по этому поводу	2	3
23	в этом отношении	7	3
24	себе отчета в	1	2
25	том что в	3	2
26	на том что	1	2
27	в другом месте	1	2
28	на самом деле	6	2
29	в этом смысле	1	2
30	в том же	1	2
31	потому что он	1	2
32	хотя бы и	2	2
33	является то что	1	2
34	что он не	1	2
35	как увидим ниже	1	2
36	не отдает себе	1	2
37	должны были бы	1	2
38	как раз в	2	2
39	если бы мы	2	2
40	той и другой	1	2
41	то что он	1	2
42	на вопрос о	2	2
43	вовсе не в	2	2
44	и в самом	3	2
45	вопрос о том	2	2
46	друг от друга	1	2
47	речь идет о	2	2
48	всякий раз когда	1	1
49	трудно было бы	1	1
50	вовсе не существует	1	1
51	не может не	1	1
52	итак если мы	1	1
53	в той или	1	1
54	о котором говорит	1	1
55	дело в том	4	1
56	может быть вообще	1	1
57	в которых он	1	1
58	как и во	1	1
59	в том и	1	1
60	о том как	1	1
61	самом деле не	1	1
62	что с точки	1	1
63	до сих пор	7	1
64	раз в этой	1	1
65	было бы с	1	1
66	на точку зрения	2	1
67	что каждая из	1	1
68	представление о том	1	1
69	того что для	1	1
70	что в одном	1	1
71	бы то ни	1	1
72	только то что	1	1
73	то что в	2	1
74	точно так же	1	1
75	и вовсе не	1	1
76	как и вообще	1	1
77	в том случае	1	1
78	и то что	2	1
79	и так называемая	1	1
80	в применении к	3	1
81	главы из которых	1	1
82	в таких случаях	1	1
83	то что оно	1	1
84	и мн др	3	1
85	не в том	2	1
86	сами по себе	1	1
87	с но на	1	1
88	на этот раз	2	1
89	и это самое	1	1
90	тот факт что	1	1
91	ответа на вопрос	1	1
92	для него по	1	1
93	и только в	3	1
94	сомнений в том	1	1
95	по этому пути	1	1
96	дело не в	2	1
97	и во всей	1	1
98	для нас особенно	1	1
99	ответ на этот	1	1
100	не в количестве	1	1
101	с другой стороны	6	1
102	так же как	3	1
103	что же это	1	1
104	то обстоятельство что	2	1
105	том смысле что	1	1
106	в такой форме	1	1
107	как в отношении	1	1
108	ничего общего с	3	1
109	как бы ни	1	1
110	той или иной	1	1
111	но ведь это	1	1
112	в этой книге	1	1
113	только в том	3	1
114	за то что	3	1
115	не существует все	1	1
116	то что для	1	1
117	это самое важное	1	1
118	после того как	1	1
119	из этих двух	2	1
120	в том смысле	2	1
121	заключается вовсе не	1	1
122	том что он	1	1
123	как и в	2	1
124	здесь и там	1	1
125	не больше чем	1	1
126	в свое время	2	1
