N	2gram	Tiupa_Hudo_2	FransuaR
1	и в	28	56
2	то есть	1	24
3	в его	11	18
4	все эти	1	15
5	в этом	13	14
6	в том	15	13
7	так и	8	13
8	он был	1	12
9	в то	6	12
10	и его	5	12
11	то же	6	11
12	в них	3	11
13	в этих	3	11
14	и т.п	1	11
15	до конца	1	11
16	как бы	5	11
17	мы уже	3	10
18	еще не	3	10
19	же время	4	10
20	в самом	5	9
21	и не	18	9
22	только в	4	9
23	но и	9	9
24	в сущности	1	8
25	во всех	1	8
26	не только	11	8
27	в нем	3	8
28	и с	6	8
29	и даже	1	8
30	до сих	2	8
31	сих пор	2	8
32	все это	3	8
33	том что	19	8
34	и на	3	7
35	как мы	2	7
36	у него	5	7
37	в частности	7	7
38	той же	2	6
39	в ее	18	6
40	в этой	5	6
41	но в	2	6
42	точки зрения	2	6
43	вовсе не	2	6
44	прежде всего	3	6
45	в той	1	6
46	все они	3	6
47	и все	7	6
48	потому что	2	6
49	одним из	1	5
50	с ее	5	5
51	с его	5	5
52	но не	4	5
53	в пределах	1	5
54	он не	4	5
55	так сказать	1	5
56	последнее слово	1	5
57	роль в	2	5
58	во время	1	5
59	своего рода	16	5
60	никогда не	5	5
61	в области	1	5
62	один из	2	5
63	ни с	2	5
64	не было	6	5
65	как и	11	5
66	в творчестве	1	5
67	это были	1	5
68	в условиях	1	5
69	что в	5	5
70	есть и	3	5
71	и другие	5	5
72	например в	1	4
73	и потому	1	4
74	но по	1	4
75	они были	2	4
76	в ней	3	4
77	за пределы	1	4
78	и к	2	4
79	в которой	1	4
80	что это	5	4
81	в себе	9	4
82	при этом	11	4
83	их в	1	4
84	что все	3	4
85	и ее	3	4
86	и более	1	4
87	даже в	1	4
88	одна из	2	4
89	того чтобы	4	4
90	по своей	1	4
91	в духе	2	4
92	наконец в	1	4
93	времени и	1	4
94	и других	1	4
95	о том	12	4
96	с одной	3	4
97	в качестве	4	4
98	так как	1	4
99	в основе	2	4
100	в своих	1	4
101	на них	1	3
102	не просто	1	3
103	в своем	5	3
104	перед нами	11	3
105	его к	1	3
106	слова и	1	3
107	не мог	1	3
108	не в	13	3
109	но он	1	3
110	казалось бы	6	3
111	настоящего времени	1	3
112	во все	1	3
113	рядом с	5	3
114	здесь мы	1	3
115	и о	4	3
116	характер и	2	3
117	в другом	2	3
118	и здесь	1	3
119	и т.д	2	3
120	настоящее время	1	3
121	все его	3	3
122	а также	2	3
123	времени в	1	3
124	это была	3	3
125	между тем	8	3
126	как например	1	3
127	одной из	3	3
128	так что	1	3
129	уже не	10	3
130	что и	4	3
131	может быть	8	3
132	к которому	1	3
133	еще и	2	3
134	более того	1	3
135	сказать что	2	3
136	там где	1	3
137	образом и	1	3
138	он видел	1	3
139	в настоящее	1	3
140	бы в	1	3
141	то что	6	3
142	том числе	1	3
143	эпизод где	1	2
144	также и	1	2
145	и то	2	2
146	самом деле	3	2
147	по преимуществу	3	2
148	на две	1	2
149	по прозвищу	1	2
150	мы не	1	2
151	прибегает к	1	2
152	бы то	1	2
153	взгляде на	1	2
154	с другой	3	2
155	себе и	1	2
156	что они	4	2
157	как к	1	2
158	хотя и	1	2
159	когда он	1	2
160	в действительности	1	2
161	не стали	1	2
162	бы и	4	2
163	в нашем	2	2
164	что одна	1	2
165	что она	7	2
166	все те	2	2
167	и еще	1	2
168	в виде	2	2
169	не как	2	2
170	так часто	1	2
171	картины мира	1	2
172	и такие	1	2
173	людей и	1	2
174	в мире	7	2
175	его в	2	2
176	превращаются в	1	2
177	в слове	1	2
178	он и	1	2
179	несмотря на	3	2
180	для него	5	2
181	и при	1	2
182	в своей	6	2
183	в котором	6	2
184	с точки	2	2
185	характер это	1	2
186	если бы	6	2
187	не могли	1	2
188	дело в	1	2
189	о них	3	2
190	дело не	2	2
191	того как	2	2
192	к концу	1	2
193	что на	3	2
194	ни о	3	2
195	похож на	1	2
196	числе и	1	2
197	той или	1	2
198	с такою	2	2
199	данном случае	2	2
200	жизни своего	1	2
201	только не	2	2
202	то время	1	2
203	и сам	5	2
204	с собой	2	2
205	когда в	3	2
206	с ним	7	2
207	образом в	1	2
208	т.п в	1	2
209	зрения на	2	2
210	его жизни	5	2
211	можно сказать	6	2
212	душ и	1	2
213	в значительной	1	2
214	к нему	3	2
215	этот момент	1	2
216	на одном	1	2
217	было бы	3	2
218	но с	1	2
219	что он	8	2
220	действующих лиц	1	2
221	это не	6	2
222	на мир	1	2
223	уже в	1	2
224	только на	5	2
225	ни одного	2	2
226	из них	2	2
227	характерно что	3	2
228	шесть месяцев	1	2
229	точка зрения	1	2
230	в одном	3	2
231	как раз	4	2
232	в других	4	2
233	для того	4	2
234	интерес к	1	2
235	человека и	3	2
236	говорит о	4	2
237	одной стороны	3	2
238	а на	1	2
239	был в	1	2
240	то ни	1	2
241	у всех	3	2
242	не может	4	2
243	о себе	3	2
244	вместе с	2	2
245	так же	3	2
246	в данном	2	2
247	подлинное лицо	1	2
248	в точке	1	2
249	а не	14	2
250	в речи	1	2
251	в церкви	2	2
252	с этой	1	2
253	но это	1	2
254	никогда еще	1	2
255	все же	2	2
256	и для	2	2
257	которых он	1	2
258	мира и	1	2
259	на языке	1	2
