N	2gram	Losev_Prob_4	Mirosoze
1	у достоевского	4	42
2	может быть	9	30
3	не только	24	29
4	и в	20	28
5	не может	5	28
6	но и	14	25
7	а не	7	25
8	он не	2	24
9	в этом	9	20
10	достоевского есть	1	19
11	не было	3	18
12	у него	1	17
13	не в	13	16
14	потому что	15	16
15	в ней	7	15
16	в своей	4	15
17	человека и	1	14
18	и есть	4	14
19	он был	3	14
20	никогда не	1	14
21	до конца	1	14
22	человека в	3	13
23	в нем	5	13
24	и он	2	12
25	и это	2	12
26	в самом	2	11
27	для него	3	11
28	и не	28	11
29	в своем	3	10
30	было бы	14	10
31	достоевского и	1	10
32	что в	3	10
33	прежде всего	11	10
34	что он	8	10
35	и потому	7	10
36	и все	8	10
37	достоевского в	1	9
38	с тем	4	9
39	и его	10	9
40	не есть	12	9
41	в его	3	9
42	зла и	1	8
43	в котором	2	8
44	но не	5	8
45	ивана карамазова	1	7
46	не был	1	7
47	но в	8	7
48	в себе	12	7
49	в конце	2	7
50	в самой	4	7
51	к нему	3	7
52	того что	1	7
53	он весь	1	7
54	нет ничего	3	7
55	и на	3	6
56	в которой	2	6
57	в этой	4	6
58	все в	3	6
59	только в	23	6
60	вместе с	5	6
61	все это	9	6
62	человек и	1	6
63	в том	20	6
64	великом инквизиторе	1	5
65	нет и	2	5
66	если он	2	5
67	от нее	1	5
68	это не	7	5
69	как и	6	5
70	достоевского нет	1	5
71	что есть	1	5
72	у нас	14	5
73	не могут	1	5
74	добра и	1	5
75	то что	15	5
76	мира и	1	5
77	и зла	1	5
78	смысле слова	15	4
79	или к	2	4
80	это и	4	4
81	и этот	3	4
82	есть не	6	4
83	обращен к	1	4
84	xix века	2	4
85	отношение к	1	4
86	за пределы	2	4
87	достоевского не	1	4
88	духа и	1	4
89	не к	2	4
90	не как	1	4
91	и по	2	4
92	в них	5	4
93	в этих	5	4
94	точки зрения	14	4
95	в их	1	4
96	к ней	2	4
97	свободу и	1	4
98	достоевского все	1	4
99	мог бы	1	4
100	что и	3	4
101	значит что	8	4
102	уже не	5	4
103	уже в	4	4
104	есть уже	1	4
105	о великом	2	4
106	ни с	4	4
107	а в	4	4
108	тем что	3	4
109	и вместе	1	4
110	нет в	2	4
111	был в	2	4
112	с этой	1	4
113	не знает	1	4
114	не была	1	3
115	с его	2	3
116	с этим	4	3
117	когда он	1	3
118	бы и	3	3
119	в братьях	1	3
120	и еще	1	3
121	на том	1	3
122	и вот	1	3
123	и с	7	3
124	то есть	27	3
125	его в	2	3
126	в жизни	3	3
127	для них	2	3
128	достоевского но	1	3
129	том что	12	3
130	но если	6	3
131	л толстого	1	3
132	человеческого образа	1	3
133	не имеет	4	3
134	на путях	2	3
135	ничего не	1	3
136	у данте	1	3
137	к тому	3	3
138	этот путь	2	3
139	в ее	5	3
140	особенно в	1	3
141	с собой	3	3
142	учение о	3	3
143	только и	5	3
144	все его	1	3
145	себя в	2	3
146	конечно не	3	3
147	не так	3	3
148	так как	5	3
149	братьях карамазовых	1	3
150	не хотел	2	3
151	о себе	3	3
152	это есть	3	3
153	для человека	1	3
154	это значит	10	3
155	должно быть	1	3
156	от человека	1	3
157	для нас	6	3
158	хотя бы	7	3
159	будто бы	2	3
160	одним из	1	2
161	также и	13	2
162	чтобы не	2	2
163	в этот	1	2
164	связана с	1	2
165	писателей и	1	2
166	и насилия	1	2
167	вопрос о	1	2
168	время как	2	2
169	в виду	6	2
170	в преступлении	1	2
171	истории в	1	2
172	не все	1	2
173	достоевский прежде	1	2
174	себе и	3	2
175	относится к	2	2
176	в истории	3	2
177	т е	1	2
178	как в	5	2
179	все же	2	2
180	и как	3	2
181	и к	3	2
