N	2gram	Tiupa_Hudo_1	Dialekti
1	не есть	1	40
2	и не	15	30
3	и есть	1	19
4	а не	9	18
5	может быть	14	17
6	то что	4	16
7	и в	19	15
8	как бы	9	14
9	точки зрения	10	14
10	не имеет	1	14
11	так как	1	14
12	что это	1	13
13	по себе	2	13
14	того что	4	13
15	это не	2	12
16	в этом	11	11
17	говорить о	3	11
18	в том	18	11
19	прежде всего	4	11
20	не может	7	11
21	том что	8	10
22	в основе	4	10
23	потому что	3	10
24	с ее	5	10
25	личности и	3	10
26	это и	1	9
27	то же	10	9
28	было бы	1	9
29	с точки	3	9
30	в виду	5	9
31	и что	3	9
32	уже не	4	9
33	и пр	1	9
34	все это	2	9
35	что иное	1	8
36	в чем	2	8
37	не в	7	8
38	в себе	9	8
39	не только	16	8
40	ни в	5	8
41	и это	2	8
42	и о	3	8
43	и ее	3	8
44	иное как	1	8
45	не что	1	8
46	как и	2	7
47	по крайней	1	7
48	и его	12	7
49	только в	5	7
50	крайней мере	1	7
51	или в	2	7
52	что он	3	7
53	что в	6	7
54	перед нами	1	6
55	хотя и	3	6
56	и тем	2	6
57	если бы	3	6
58	в то	6	6
59	же время	5	6
60	что и	2	6
61	так что	1	6
62	вовсе не	2	6
63	и даже	1	6
64	а именно	2	6
65	в результате	1	6
66	тем более	1	6
67	сказать что	4	6
68	в сфере	1	5
69	той же	1	5
70	мы имеем	6	5
71	в сущности	1	5
72	и на	2	5
73	с его	6	5
74	сама по	2	5
75	субъекта и	3	5
76	в своем	2	5
77	то в	2	5
78	на то	1	5
79	что она	2	5
80	в нем	5	5
81	есть не	1	5
82	в жизни	2	5
83	что такое	1	5
84	но только	1	5
85	того чтобы	2	5
86	я не	2	5
87	в каком	2	5
88	таким образом	3	5
89	о том	2	5
90	в себя	2	5
91	так и	11	5
92	можно сказать	5	5
93	именно в	2	5
94	если мы	2	5
95	не говорит	1	5
96	для того	2	5
97	личности в	4	5
98	и для	2	5
99	но если	1	5
100	также и	1	4
101	что они	1	4
102	в этой	2	4
103	и как	3	4
104	с их	2	4
105	не как	2	4
106	в силу	1	4
107	подобно тому	1	4
108	то ни	1	4
109	этом смысле	3	4
110	бытия и	1	4
111	той или	4	4
112	что все	1	4
113	еще не	3	4
114	в его	9	4
115	мы видим	1	4
116	с ними	1	4
117	есть в	2	4
118	в одном	2	4
119	как раз	3	4
120	отнюдь не	2	4
121	так же	2	4
122	в особенности	1	4
123	тому как	1	4
124	личность как	1	4
125	один из	2	4
126	тех или	2	4
