N	3gram	Bakhtin_Fr_3	VLabPisa
1	в этом отношении	2	13
2	с другой стороны	1	8
3	не может быть	2	8
4	по отношению к	2	7
5	хотя бы и	1	5
6	то же время	6	5
7	в то же	6	5
8	в связи с	4	4
9	можно сказать что	2	4
10	в том что	1	4
11	о том как	1	3
12	как это делает	1	3
13	и др в	1	3
14	в значительной мере	1	3
15	бы и не	1	3
16	мы видели что	1	3
17	большей или меньшей	3	3
18	это и есть	1	3
19	о том что	2	3
20	в одном из	1	3
21	в другом месте	1	2
22	подобно тому как	1	2
23	также и в	1	2
24	в том числе	3	2
25	до сих пор	4	2
26	только то что	1	2
27	точном смысле слова	1	2
28	можно было бы	2	2
29	и не может	1	2
30	или меньшей степени	2	2
31	в том чтобы	1	2
32	во всех этих	1	2
33	в большей или	2	2
34	во всяком случае	1	2
35	в точном смысле	1	2
36	том числе и	2	2
37	мы знаем что	1	2
38	все эти явления	1	2
39	еще и не	1	2
40	для того чтобы	3	2
41	и в другом	1	2
42	даже и в	1	1
43	нет и не	1	1
44	имеются в виду	1	1
45	в той или	2	1
46	только в пределах	1	1
47	говорит об этом	2	1
48	у него был	2	1
49	в следующих словах	1	1
50	но даже и	1	1
51	в том же	2	1
52	интересно сопоставить эти	1	1
53	у некоторых писателей	1	1
54	как и все	3	1
55	но и в	2	1
56	и др и	1	1
57	он и не	1	1
58	прежде всего необходимо	3	1
59	кроме того что	1	1
60	все его внимание	1	1
61	это вовсе не	2	1
62	может быть и	1	1
63	слова все это	1	1
64	не подлежит сомнению	1	1
65	некоторые из них	1	1
66	в нескольких вариантах	1	1
67	смысле слова не	1	1
68	в применении к	1	1
69	в данном случае	2	1
70	но в то	4	1
71	таким образом и	1	1
72	ни к какому	1	1
73	как будто бы	1	1
74	в году и	1	1
75	по сравнению с	2	1
76	примеров можно было	1	1
77	мы видим что	1	1
78	это одна из	1	1
79	оно может быть	1	1
80	об этом свидетельствует	1	1
81	с большей или	1	1
82	для правильного понимания	1	1
83	к религии и	1	1
84	все то что	2	1
85	что они не	1	1
86	сих пор не	1	1
87	между этими двумя	1	1
88	имеем в виду	1	1
89	и вместе с	1	1
90	в свою очередь	1	1
91	xvi в в	1	1
92	но и для	1	1
93	той или иной	2	1
94	в новое время	1	1
95	мы встречаемся с	1	1
96	всего может быть	1	1
97	в художественном образе	1	1
98	может быть в	2	1
99	как мы знаем	1	1
100	не только для	1	1
