N	2gram	Tiupa_Anal_2	StatiiOP
1	и в	16	25
2	в этом	18	24
3	в том	12	20
4	может быть	6	19
5	тем что	3	19
6	что в	2	19
7	том что	12	15
8	в этой	9	14
9	не только	16	12
10	в его	2	12
11	то что	7	12
12	в этих	2	11
13	так что	3	11
14	таким образом	2	10
15	прежде всего	3	10
16	и не	12	10
17	у него	4	9
18	но и	12	9
19	и т	1	8
20	все это	4	8
21	о том	7	8
22	это было	2	8
23	т е	2	8
24	из его	2	7
25	это не	1	7
26	было бы	3	7
27	в то	2	7
28	не может	4	7
29	что касается	3	7
30	точки зрения	4	7
31	место в	3	6
32	в сцене	1	6
33	и на	6	6
34	как в	4	6
35	из этих	1	6
36	интересно что	1	6
37	не в	4	6
38	между тем	2	6
39	только в	4	6
40	в конце	4	6
41	как бы	10	6
42	а в	3	6
43	как на	1	6
44	отношения между	1	5
45	то же	4	5
46	ответ на	3	5
47	независимо от	1	5
48	но в	6	5
49	по форме	1	5
50	на то	2	5
51	он не	2	5
52	об этом	1	5
53	ни в	1	5
54	мы имеем	3	5
55	в котором	2	5
56	потому что	1	5
57	так и	15	5
58	в них	1	5
59	с другой	6	5
60	а не	10	5
61	такого рода	2	5
62	того что	2	5
63	другой стороны	2	5
64	в которой	1	4
65	в чем	1	4
66	в общем	2	4
67	в центре	3	4
68	и к	5	4
69	в целом	8	4
70	на его	3	4
71	состоит в	8	4
72	в каждом	1	4
73	лишь в	9	4
74	на протяжении	2	4
75	этом смысле	2	4
76	и тем	4	4
77	в жизни	1	4
78	как и	14	4
79	в эту	3	4
80	а как	2	4
81	у нас	1	4
82	по крайней	3	4
83	в устах	2	4
84	с точки	2	4
85	ничего не	9	4
86	этом отношении	3	4
87	отличается от	1	4
88	если бы	3	4
89	можно сказать	4	4
90	а также	7	4
91	к нему	1	4
92	мы видим	1	4
93	всего в	2	4
94	в качестве	11	4
95	в начале	1	4
96	крайней мере	3	4
97	должна была	2	4
98	в речи	3	4
99	что здесь	1	4
100	и для	2	4
101	но это	1	4
102	сказать что	2	4
103	была бы	2	4
104	в своей	2	4
105	из этого	1	4
106	это в	1	4
107	я и	3	3
108	говорить о	6	3
109	он был	2	3
110	с его	1	3
111	своего рода	12	3
112	и наконец	1	3
113	все эти	1	3
114	и если	3	3
115	всех этих	1	3
116	на этом	4	3
117	что этот	1	3
118	в другом	1	3
119	попадает в	3	3
120	несмотря на	3	3
121	в их	3	3
122	что я	1	3
123	и более	1	3
124	тому что	1	3
125	же время	2	3
126	это слово	1	3
127	связи с	1	3
128	и далее	1	3
129	и здесь	1	3
130	что все	2	3
131	в словах	3	3
132	со стороны	3	3
133	на вопрос	1	3
134	и что	1	3
135	нельзя сказать	1	3
136	и его	4	3
137	уже не	4	3
138	уже в	1	3
139	не так	4	3
140	для него	4	3
141	так как	1	3
142	в системе	1	3
143	как раз	4	3
144	не является	1	3
145	связан с	1	3
146	одной стороны	4	3
147	в рассказе	1	3
148	его как	2	3
149	в связи	1	3
150	с этой	1	3
151	между прочим	1	3
152	в мировой	1	3
153	этого рода	2	3
154	тем более	1	3
155	другое дело	1	3
156	все они	1	3
157	к этому	2	3
158	в какой	1	3
159	речь идет	2	2
160	самом деле	1	2
161	и за	3	2
162	той же	2	2
163	в реплике	2	2
164	в сущности	4	2
165	того же	4	2
166	поэтического слова	1	2
167	не был	3	2
168	во всех	4	2
169	тем как	1	2
170	то он	1	2
171	его к	1	2
172	в самом	6	2
173	и тот	1	2
174	в следующих	1	2
175	за рамки	1	2
176	так сказать	1	2
177	в статье	1	2
178	не получается	1	2
179	не как	1	2
180	чтобы в	1	2
181	этой темы	1	2
182	и по	1	2
183	то есть	9	2
184	заключается в	1	2
185	ее в	1	2
186	он и	2	2
187	жизни но	2	2
188	такой же	1	2
189	и тогда	1	2
190	не мог	3	2
191	в такой	1	2
192	не столько	3	2
193	взгляд на	1	2
194	которые в	1	2
195	тем не	3	2
196	в отношении	1	2
197	случае в	3	2
198	не менее	4	2
199	как о	3	2
200	дело не	2	2
201	на котором	2	2
202	тогда когда	1	2
203	одна из	1	2
204	не имеет	2	2
205	никогда не	3	2
206	слова как	1	2
207	этих двух	1	2
208	на себе	3	2
209	начиная с	1	2
210	могут быть	10	2
211	и такие	1	2
212	к тому	7	2
213	на это	1	2
214	как мы	3	2
215	то она	1	2
216	с ее	2	2
217	в виду	1	2
218	на основе	2	2
219	или в	3	2
220	времени и	1	2
221	нас к	2	2
222	произведения как	2	2
223	внимание на	2	2
224	одного из	3	2
225	с одной	5	2
226	что его	1	2
227	и во	2	2
228	в драме	1	2
229	от них	1	2
230	борьба с	3	2
231	еще не	2	2
232	и ее	1	2
233	в уста	1	2
234	есть в	3	2
235	то и	1	2
236	в поэзии	2	2
237	одно из	2	2
238	а то	2	2
239	это место	1	2
240	вовсе не	2	2
241	при всей	3	2
242	или иной	3	2
243	слово в	1	2
244	себя и	1	2
245	вместе с	2	2
246	в рамках	3	2
247	но не	4	2
248	том смысле	1	2
249	этого слова	3	2
250	внимания на	1	2
251	один из	2	2
252	в результате	3	2
253	его не	1	2
254	лирики для	1	2
255	только что	1	2
256	в стихах	1	2
257	одной из	3	2
258	в свою	1	2
259	к этой	1	2
260	как известно	1	1
261	границы между	1	1
262	за пределы	4	1
263	также и	1	1
264	не своими	1	1
265	и то	3	1
266	переход от	1	1
267	говорилось выше	1	1
268	идет о	1	1
269	перед лицом	2	1
270	тем же	1	1
271	в первом	1	1
272	по преимуществу	4	1
273	и до	2	1
274	отношения к	2	1
275	есть не	1	1
276	принадлежит только	1	1
277	свидетельствует и	1	1
278	второго и	1	1
279	темы в	1	1
280	из своих	2	1
281	почти все	1	1
282	совпадает с	4	1
283	на себя	5	1
284	него ничего	1	1
285	событий и	1	1
286	ему в	3	1
287	и он	2	1
288	и самим	1	1
289	с тремя	1	1
290	проявляется в	3	1
291	быть в	1	1
292	не требует	1	1
293	ж е	1	1
294	или иначе	1	1
295	а тем	1	1
296	значении этого	1	1
297	в сторону	5	1
298	тех же	1	1
299	не все	1	1
300	очевидно что	1	1
301	а и	1	1
302	речи всех	1	1
303	и небольшой	1	1
304	и я	2	1
305	что хотя	1	1
306	медитации из	1	1
307	из уст	1	1
308	в своем	4	1
309	однако не	1	1
310	применении к	1	1
311	когда он	1	1
312	и как	1	1
313	но эта	2	1
314	самом начале	3	1
315	более или	1	1
316	при таком	2	1
317	всего лишь	8	1
318	в литературном	1	1
319	так или	1	1
320	представляет собой	8	1
321	бы не	1	1
322	еще один	1	1
323	в известном	1	1
324	темы с	1	1
325	как он	1	1
326	но на	1	1
327	что она	2	1
328	по словам	1	1
329	в нем	1	1
330	и легко	1	1
331	от которого	2	1
332	и больше	1	1
333	характеризуется тем	1	1
334	которая является	1	1
335	свою собственную	1	1
336	не к	1	1
337	прочим и	1	1
338	i в	1	1
339	свое время	1	1
340	несколько ниже	1	1
341	что ни	1	1
342	а затем	2	1
343	что такой	1	1
344	начинается словами	1	1
345	самого автора	1	1
346	самим собой	1	1
347	на этой	2	1
348	ко второму	1	1
349	обе стороны	1	1
350	что один	1	1
351	делает его	1	1
352	в ином	1	1
353	на которую	2	1
354	соответствии с	2	1
355	к которым	1	1
356	этого не	1	1
357	наибольшей степени	1	1
358	говорится о	1	1
359	нисколько не	1	1
360	особенно для	1	1
361	и з	2	1
362	но я	1	1
363	данного стихотворения	1	1
364	или менее	1	1
365	себя внимание	3	1
366	и при	1	1
367	в наибольшей	1	1
368	не выступает	1	1
369	на фоне	3	1
370	то его	1	1
371	от себя	1	1
372	поэтому в	1	1
373	и эти	1	1
374	том же	1	1
375	по себе	2	1
376	даже в	2	1
377	вплоть до	1	1
378	не о	2	1
379	может служить	1	1
380	л и	2	1
381	на него	2	1
382	предстает в	1	1
383	которого он	1	1
384	смысле что	1	1
385	смысл его	1	1
386	его от	3	1
387	казалось бы	3	1
388	в разных	1	1
389	обратим внимание	1	1
390	с одним	1	1
391	как она	1	1
392	по своей	1	1
393	является также	1	1
394	со своим	3	1
395	для анализа	1	1
396	голоса самого	1	1
397	обращает на	3	1
398	было не	1	1
399	всему этому	1	1
400	зрения которая	1	1
401	над другими	1	1
402	и другой	1	1
403	же самое	1	1
404	не случайно	8	1
405	бы он	1	1
406	той или	3	1
407	в поле	4	1
408	переходя к	1	1
409	в товарищи	1	1
410	судьба человека	1	1
411	для себя	1	1
412	и о	1	1
413	совершенно недостаточно	1	1
414	свою очередь	1	1
415	с сохранением	1	1
416	в ее	1	1
417	это была	1	1
418	он с	1	1
419	в произведении	2	1
420	как драматический	1	1
421	в пределах	9	1
422	приводит к	3	1
423	и сам	3	1
424	в образе	1	1
425	можно было	3	1
426	здесь он	1	1
427	те же	2	1
428	особенно в	7	1
429	которого у	1	1
430	она была	1	1
431	из одного	1	1
432	с ним	2	1
433	все его	1	1
434	на лексической	1	1
435	в применении	1	1
436	известной степени	1	1
437	и т.д	3	1
438	вот и	1	1
439	разумеется в	1	1
440	лирической поэзии	1	1
441	отдельном случае	1	1
442	может не	1	1
443	времени в	4	1
444	в значительной	2	1
445	как у	1	1
446	из строф	1	1
447	это имеет	1	1
448	что и	3	1
449	пути и	1	1
450	обращены уже	1	1
451	вообще и	2	1
