N	4gram	Vinokur_Ku_1	StatiiOP
1	о том что он	1	3
2	в той мере в	5	2
3	той мере в какой	5	2
4	в том что он	3	2
5	свидетельствуют о том что	1	1
6	для того чтобы можно	1	1
7	заключается в том что	2	1
8	в начале xix века	1	1
9	поскольку речь идет о	1	1
10	точно так же как	1	1
11	именно в той мере	1	1
12	одно и то же	1	1
13	следует обратить внимание на	1	1
14	то обстоятельство что в	2	1
15	того чтобы можно было	1	1
16	и вместе с тем	1	1
17	в том-то и дело	1	1
18	не в том что	1	1
19	в том что она	1	1
20	но уже без кавычек	1	1
21	обратить внимание на то	2	1
22	подлежит однако сомнению что	1	1
23	в том смысле что	1	1
24	не подлежит однако сомнению	1	1
25	в то же время	2	1
26	так что в ней	1	1
27	совсем не в том	1	1
28	чтобы сделать свою мысль	1	1
29	в этом отношении между	1	1
30	не сказал бы что	1	1
