N	3gram	Savitsky_E_1	KulturaY
1	и т д	1	14
2	в том что	6	10
3	можно было бы	3	9
4	с точки зрения	16	8
5	для того чтобы	5	8
6	с другой стороны	2	7
7	в этом смысле	3	5
8	во всяком случае	3	5
9	само по себе	4	5
10	не только в	4	4
11	не может быть	2	4
12	большей или меньшей	1	3
13	в лучшем случае	1	3
14	в этом отношении	3	3
15	в большей или	1	3
16	или меньшей степени	1	3
17	в связи с	1	3
18	то же время	14	3
19	в то же	15	3
20	тем меньше чем	1	2
21	не говоря уже	2	2
22	в соответствии с	1	2
23	только в том	2	2
24	говоря уже о	1	2
25	том случае если	1	2
26	хотя бы и	3	2
27	на этот вопрос	1	2
28	несмотря на то	1	2
29	с этой точки	5	2
30	то или иное	1	2
31	в том случае	1	2
32	так же как	5	2
33	в отличие от	1	2
34	по себе не	2	2
35	этой точки зрения	5	2
36	но также и	1	2
37	в свою очередь	2	2
38	того или иного	4	2
39	можно сказать что	3	2
40	на то что	2	2
41	в том смысле	1	1
42	хотя и не	1	1
43	также и некоторые	1	1
44	не более как	1	1
45	чуть ли не	1	1
46	прежде всего в	2	1
47	дело в том	1	1
48	что в самом	1	1
49	мы видели в	1	1
50	т е не	1	1
51	можно утверждать что	1	1
52	что само по	1	1
53	и не только	1	1
54	если так то	1	1
55	бы то ни	4	1
56	и далее в	1	1
57	качестве одного из	1	1
58	только между прочим	1	1
59	в европе и	1	1
60	и не в	1	1
61	может быть и	1	1
62	и в частности	2	1
63	в значительной степени	1	1
64	то время как	1	1
65	в пределах которых	1	1
66	в данном случае	2	1
67	то ни было	4	1
68	в самом процессе	1	1
69	с одной стороны	8	1
70	какова должна быть	1	1
71	смысле этого слова	1	1
72	а также и	1	1
73	не более чем	2	1
74	на минуту забывать	1	1
75	в известном смысле	3	1
76	по сравнению с	2	1
77	не могут быть	1	1
78	ни на минуту	1	1
79	в последнее время	1	1
80	в противном случае	1	1
81	такой же смысл	1	1
82	но не только	2	1
83	в каком смысле	1	1
84	вслед за тем	2	1
85	вместо того чтобы	1	1
86	именно с этой	1	1
87	вопрос о характере	1	1
88	войной и революцией	1	1
89	заключается в том	2	1
90	в то время	1	1
91	связи с этим	1	1
92	в качестве одного	1	1
93	но и для	1	1
94	и прежде всего	3	1
95	речь идет о	1	1
96	к тому чтобы	2	1
97	который по природе	1	1
98	войны и революции	2	1
99	в большинстве случаев	2	1
100	с течением времени	2	1
101	к тому что	1	1
102	тех или иных	1	1
103	это имело место	1	1
104	к тому же	1	1
105	только тогда когда	1	1
106	при прочих равных	1	1
107	как мы видели	2	1
108	также и в	1	1
