N	3gram	Medvedev_F_2	DiskursI
1	в том что	2	13
2	с одной стороны	1	9
3	в отличие от	2	4
4	то же время	5	4
5	но при этом	1	3
6	не в том	3	3
7	не может быть	10	3
8	в свою очередь	1	3
9	с другой стороны	3	3
10	в то же	5	3
11	что не имея	1	2
12	что же касается	1	2
13	а не в	1	2
14	не говоря уже	1	2
15	и в особенности	1	2
16	в одной из	1	2
17	говоря уже о	1	2
18	сами по себе	2	2
19	по крайней мере	1	2
20	в значительной степени	3	2
21	большей или меньшей	1	2
22	в данном случае	1	2
23	в том чтобы	1	2
24	более или менее	1	2
25	только в том	1	2
26	речевого общения в	2	2
27	в этом случае	1	1
28	в нем определенные	1	1
29	языка и не	1	1
30	прежде всего как	1	1
31	все наши высказывания	1	1
32	прежде всего в	2	1
33	на самом деле	3	1
34	в этом последнем	1	1
35	высказывание может быть	2	1
36	в этом смысле	2	1
37	сюда же относятся	1	1
38	как раз и	3	1
39	именно в том	1	1
40	он не может	1	1
41	в этом пункте	2	1
42	с точки зрения	7	1
43	не было и	2	1
44	до сих пор	1	1
45	и не может	3	1
46	том случае если	1	1
47	и в то	3	1
48	сам по себе	3	1
49	что он не	1	1
50	только то что	1	1
51	из того что	1	1
52	в таком случае	1	1
53	что каждый из	1	1
54	том или ином	1	1
55	это приводит к	2	1
56	в противном случае	1	1
57	тем чем он	1	1
58	вместе с тем	4	1
59	как мы видели	4	1
60	что не есть	1	1
61	тем что он	1	1
62	существенная роль в	1	1
63	во всех этих	1	1
64	в том случае	2	1
65	в большей или	1	1
66	или меньшей степени	1	1
67	в связи с	10	1
68	а не как	1	1
69	с реальной действительностью	1	1
70	которое не может	1	1
71	во всяком случае	5	1
72	она могла бы	1	1
73	того или иного	4	1
74	в этом отношении	7	1
75	до известной степени	3	1
76	всякое конкретное высказывание	1	1
77	так и в	3	1
78	это и есть	1	1
79	в истории литературы	2	1
80	до настоящего времени	1	1
81	с самого начала	2	1
82	же время и	1	1
83	или во всяком	1	1
84	в известной степени	1	1
85	по аналогии с	1	1
86	об отсутствии в	1	1
87	и прежде всего	2	1
88	тем не менее	1	1
89	лишь в тех	1	1
90	конструктивная роль в	1	1
91	но все же	2	1
92	то что они	1	1
93	в большинстве случаев	3	1
94	как и в	1	1
95	в том или	1	1
96	но и к	1	1
