N	3gram	Potebnia_M_4	DiskursI
1	в данном случае	2	6
2	в том что	7	6
3	то же время	3	5
4	как и в	1	5
5	по отношению к	8	4
6	в этом отношении	1	4
7	в то же	3	4
8	с одной стороны	1	4
9	не может быть	5	3
10	при всей своей	1	3
11	о том что	5	3
12	и того же	1	2
13	подобно тому как	2	2
14	в этом случае	5	2
15	а потом и	1	2
16	что же касается	1	2
17	с точки зрения	3	2
18	и не может	1	2
19	заключает в себе	8	2
20	и то что	4	2
21	но при этом	1	2
22	и как бы	2	2
23	дело в том	1	2
24	в свое время	1	2
25	на первый взгляд	1	2
26	не было в	2	2
27	одного и того	1	2
28	при этом в	2	2
29	не в состоянии	2	1
30	другой стороны в	1	1
31	мы имеем дело	2	1
32	потому что в	3	1
33	же время и	1	1
34	так и во	1	1
35	друг от друга	1	1
36	с другой стороны	1	1
37	до известной степени	2	1
38	можно говорить о	1	1
39	имеем дело не	1	1
40	то что в	2	1
41	того и другого	1	1
42	случае мы имеем	1	1
43	на каждом шагу	1	1
44	в общих чертах	2	1
45	в это время	1	1
46	дело не с	1	1
47	из виду что	1	1
48	не могут быть	2	1
49	а не как	1	1
50	не в том	2	1
51	большую или меньшую	1	1
52	к лицу с	1	1
53	во всяком случае	3	1
54	внешнее по отношению	1	1
55	и той же	1	1
56	между тем как	2	1
57	здесь в этом	1	1
58	равно как и	2	1
59	в одном из	1	1
60	то есть в	2	1
61	с самого начала	1	1
62	может быть названо	1	1
63	в этом заключается	1	1
64	не менее в	1	1
65	можно сказать что	4	1
66	в большинстве случаев	2	1
67	в том числе	1	1
68	одной и той	1	1
69	тем не менее	4	1
70	о том какое	1	1
71	так сказать от	1	1
72	лицом к лицу	1	1
73	все то что	1	1
74	по крайней мере	5	1
75	том числе и	1	1
76	речь идет о	1	1
