N	3gram	Bakhtin_Fr_5	Psycholo
1	для того чтобы	6	19
2	в том что	6	14
3	о том что	1	6
4	в самом деле	1	5
5	до сих пор	3	5
6	так же точно	1	5
7	по этому поводу	1	4
8	то же самое	2	3
9	вместе с тем	1	3
10	и что в	1	3
11	мы видим что	2	3
12	можно было бы	2	3
13	друг с другом	2	3
14	в этом отношении	5	3
15	и того же	1	2
16	что иное как	1	2
17	потому что в	1	2
18	и той же	1	2
19	одного и того	1	2
20	может быть и	1	2
21	с точки зрения	2	2
22	в отличие от	2	2
23	то что в	1	2
24	потому что он	3	2
25	одной и той	1	2
26	так же как	4	2
27	в данном случае	2	2
28	все то что	1	2
29	не может быть	2	2
30	ту же самую	1	2
31	и в самом	1	2
32	не что иное	1	2
33	той или иной	1	2
34	можно сказать что	2	2
35	друг от друга	1	2
36	как бы в	2	2
37	и таким образом	1	2
38	на самом деле	4	2
39	именно потому что	1	2
40	том что в	1	1
41	мы видим таким	1	1
42	о том насколько	1	1
43	мы находим все	1	1
44	что в основе	1	1
45	дело в том	2	1
46	по отношению к	1	1
47	же как и	2	1
48	в одной из	2	1
49	что он должен	1	1
50	до известной степени	4	1
51	в другом месте	2	1
52	что он не	1	1
53	жизни и смерти	2	1
54	сказать что и	2	1
55	но в сущности	1	1
56	мы находим в	2	1
57	но он не	1	1
58	что ему удалось	1	1
59	в основе своей	1	1
60	и др в	2	1
61	в значительной мере	1	1
62	и не в	2	1
63	прямо указывает на	1	1
64	нет места для	1	1
65	и в частности	1	1
66	не могло быть	1	1
67	этом отношении на	1	1
68	мы не можем	1	1
69	и если в	1	1
70	и ни о	1	1
71	у нее нет	2	1
72	этих образов их	1	1
73	взад и вперед	1	1
74	в себя и	1	1
75	так как они	2	1
76	потому что она	2	1
77	между собою и	1	1
78	это произведение обычно	1	1
79	по тому же	2	1
80	и в этой	1	1
81	о чем не	1	1
82	в течение всей	1	1
83	но вместе с	1	1
84	хотя эти последние	1	1
85	не только о	1	1
86	о чем у	1	1
87	в этом образе	1	1
88	сих пор не	1	1
89	что в этой	1	1
90	в то время	2	1
91	в свою очередь	1	1
92	после того как	1	1
93	ничего общего с	1	1
94	в конечном счете	1	1
95	видим таким образом	1	1
96	и внешних проявлений	1	1
97	ни о чем	1	1
98	мы видели что	1	1
99	и здесь и	2	1
100	же точно и	1	1
101	в полной мере	1	1
102	одна из самых	1	1
103	и это очень	1	1
104	и только в	1	1
