N	2gram	Berdyaev_M_2	Problemy
1	и в	46	46
2	и не	18	27
3	может быть	21	23
4	не может	15	19
5	как бы	8	19
6	в нем	22	17
7	в этом	20	16
8	у достоевского	34	16
9	не только	18	14
10	но и	15	12
11	как и	13	12
12	и на	3	11
13	точки зрения	2	11
14	а не	13	11
15	в пределах	1	10
16	не в	9	10
17	между ними	1	10
18	и к	7	9
19	в самом	5	9
20	с точки	1	9
21	и все	5	9
22	в его	5	9
23	в том	3	9
24	прежде всего	12	9
25	достоевского в	2	8
26	до сих	3	8
27	сих пор	3	8
28	в сущности	2	7
29	романах достоевского	1	7
30	в себе	10	7
31	и с	3	7
32	по себе	2	7
33	то же	5	6
34	никогда не	18	6
35	и он	11	6
36	хотя и	2	6
37	но в	10	6
38	к одному	1	6
39	в каждом	3	6
40	ни в	3	6
41	но это	8	6
42	и его	5	6
43	настасьи филипповны	1	6
44	что он	7	6
45	только в	3	6
46	есть в	3	6
47	друг друга	12	6
48	к себе	2	6
49	все это	1	6
50	мы увидим	2	6
51	к другому	3	5
52	в котором	1	5
53	ведь и	1	5
54	с его	4	5
55	во всех	2	5
56	по отношению	2	5
57	за пределы	1	5
58	это не	5	5
59	в жизни	4	5
60	в самой	1	5
61	и сам	1	5
62	с самим	3	5
63	о том	3	5
64	к нему	2	5
65	так как	8	5
66	у него	22	5
67	в романах	1	5
68	отношению к	2	5
69	жизни и	6	5
70	самом деле	1	4
71	мы не	1	4
72	на себя	1	4
73	как в	7	4
74	знаю что	1	4
75	все эти	1	4
76	он не	10	4
77	людей и	3	4
78	том что	4	4
79	в этих	2	4
80	своего рода	1	4
81	настасья филипповна	4	4
82	любовь к	8	4
83	во всем	5	4
84	потому что	12	4
85	приводит к	1	4
86	так и	4	4
87	в словах	1	4
88	и здесь	6	4
89	и других	2	4
90	же и	2	4
91	уже не	4	4
92	уже в	2	4
93	до конца	4	4
94	превращается в	2	4
95	да и	2	4
96	должно быть	2	4
97	и нет	3	4
98	то перед	2	4
99	то что	5	4
100	не знает	9	4
101	что в	4	4
102	но эти	1	4
103	также и	4	3
104	человека и	7	3
105	сам по	2	3
106	и это	5	3
107	между двумя	1	3
108	почти всегда	1	3
109	тут в	2	3
110	той же	3	3
111	преступления и	1	3
112	всех его	1	3
113	ни у	1	3
114	самим собою	2	3
115	отношение к	8	3
116	себе и	2	3
117	друга и	1	3
118	значение для	1	3
119	в центре	2	3
120	в той	1	3
121	в своем	8	3
122	в этой	7	3
123	как он	3	3
124	на то	1	3
125	не к	2	3
126	их в	1	3
127	на этом	2	3
128	они должны	1	3
129	в мире	7	3
130	было бы	1	3
131	и наказания	1	3
132	достоевского но	1	3
133	но если	1	3
134	в своей	5	3
135	но он	11	3
136	в отношении	5	3
137	она не	8	3
138	правда в	2	3
139	на два	1	3
140	по своей	3	3
141	не могут	1	3
142	и этим	2	3
143	смешного человека	2	3
144	с собой	2	3
145	чем у	4	3
146	если бы	3	3
147	и что	2	3
148	достоевского все	1	3
149	и во	3	3
150	и только	1	3
151	отличается от	1	3
152	себя в	4	3
153	в конце	5	3
154	что и	4	3
155	бытия и	1	3
156	тем что	3	3
157	с другой	1	3
158	себя и	3	3
159	жизнь в	6	3
160	так же	6	3
