N	3gram	Bakhtin_Fr_4	slovoVRo
1	не может быть	1	15
2	в отличие от	1	12
3	с одной стороны	2	5
4	в большинстве случаев	5	5
5	то же время	8	4
6	в то же	8	4
7	в узком смысле	2	4
8	в том что	1	4
9	с точки зрения	2	3
10	в этом отношении	1	3
11	но в то	1	3
12	так и в	1	3
13	одной стороны и	1	3
14	зрения на мир	1	2
15	в чем не	1	2
16	в свою очередь	1	2
17	а также и	1	2
18	более или менее	3	2
19	до сих пор	1	2
20	не только и	1	2
21	в романе есть	1	2
22	может быть и	1	2
23	как мы сказали	1	2
24	же время это	1	2
25	не только в	2	2
26	включает в себя	1	2
27	ни в чем	1	2
28	в романе не	1	2
29	во франции в	2	2
30	в связи с	1	2
31	как мы уже	5	2
32	для того чтобы	3	2
33	а следовательно и	1	1
34	до конца в	1	1
35	именно там где	1	1
36	не значит конечно	1	1
37	значит конечно что	1	1
38	далеко не все	1	1
39	мы уже сказали	1	1
40	с претензиями на	1	1
41	и все остальные	1	1
42	и др но	1	1
43	в том числе	3	1
44	в эту игру	2	1
45	и до конца	3	1
46	к нему не	1	1
47	той же задаче	2	1
48	на первый план	1	1
49	но все это	1	1
50	и в то	4	1
51	до известной степени	1	1
52	но и в	3	1
53	и в дальнейшем	1	1
54	притом в большинстве	1	1
55	но в романе	1	1
56	слов и выражений	2	1
57	том числе и	2	1
58	но конечно не	2	1
59	и не может	1	1
60	со всех сторон	1	1
61	точки зрения на	1	1
62	на них и	1	1
63	его смысла и	1	1
64	и в них	1	1
65	а также в	1	1
66	независимо от него	1	1
67	в той же	1	1
68	влияние и на	1	1
69	только и не	1	1
70	это не значит	1	1
71	мы уже говорили	5	1
72	так и от	1	1
73	при этом и	1	1
74	с другой стороны	3	1
75	мы видели что	1	1
76	в самую гущу	1	1
77	оно так сказать	1	1
78	о том что	2	1
79	таким образом в	3	1
80	в нем нет	1	1
81	и в плане	1	1
82	в маленьком масштабе	1	1
83	и не столько	1	1
84	мы можем сказать	1	1
85	не знаем в	1	1
86	с самого начала	3	1
87	борьба с ними	1	1
88	для правильного понимания	2	1
89	нужно сказать что	2	1
90	мы не знаем	1	1
91	и его современников	1	1
92	роль в романе	1	1
93	конечно не только	1	1
94	тех или иных	1	1
95	так и по	1	1
96	все это не	1	1
97	конечно далеко не	2	1
98	как мы видели	2	1
