N	3gram	Vinokur_Ku_1	Freidism
1	с точки зрения	9	11
2	по отношению к	8	8
3	во всяком случае	5	7
4	не может быть	3	7
5	в самом деле	7	6
6	в большинстве случаев	1	5
7	в зависимости от	5	4
8	то же время	2	4
9	в то же	2	4
10	и его ученики	1	4
11	на самом деле	2	4
12	если бы он	1	3
13	для того чтобы	15	3
14	в собственном смысле	1	3
15	к тому чтобы	1	3
16	на этот вопрос	1	3
17	в свою очередь	3	3
18	что же касается	4	2
19	до сих пор	4	2
20	в таких случаях	1	2
21	в отличие от	1	2
22	по своему содержанию	1	2
23	так и в	2	2
24	с помощью которого	1	2
25	а с другой	3	2
26	все то что	1	2
27	в этом отношении	5	2
28	не в силах	1	2
29	в ее целом	1	2
30	но во всяком	1	2
31	с одной стороны	1	2
32	и таким путем	1	2
33	тем не менее	4	2
34	и все те	1	1
35	сводится к следующему	1	1
36	и может быть	1	1
37	большую роль в	1	1
38	сводится к тому	2	1
39	но прежде всего	1	1
40	только потому что	6	1
41	конечно и все	1	1
42	а вовсе не	1	1
43	ответить на этот	1	1
44	что в данном	1	1
45	это уже не	1	1
46	в этом случае	2	1
47	как раз и	1	1
48	было бы гораздо	1	1
49	что с точки	1	1
50	хотя бы и	2	1
51	только в контексте	1	1
52	можно говорить о	1	1
53	в себе и	1	1
54	во всех этих	1	1
55	как наука о	1	1
56	по аналогии с	1	1
57	у всех народов	1	1
58	по крайней мере	5	1
59	и вовсе не	2	1
60	отнюдь не является	1	1
61	ни в какой	1	1
62	не только из	1	1
63	с их помощью	1	1
64	далеко не всегда	1	1
65	того что он	1	1
66	до конца и	1	1
67	на своем месте	1	1
68	в каком контексте	1	1
69	чтобы ответить на	1	1
70	связанная с ним	1	1
71	же относится к	1	1
72	лет тому назад	1	1
73	только в его	1	1
74	собственном смысле слова	1	1
75	роковую роль в	1	1
76	а может быть	1	1
77	и пр и	1	1
78	они свидетельствуют о	1	1
79	и все же	1	1
80	это было бы	1	1
81	ни в каком	1	1
82	таким образом в	1	1
83	прежде всего от	1	1
84	то обстоятельство что	8	1
85	от того что	1	1
86	имеем в виду	1	1
87	все же остается	1	1
88	с ним было	1	1
89	о том что	5	1
90	ничего общего с	1	1
91	и его школы	1	1
92	той или иной	1	1
93	но все же	2	1
94	бы гораздо более	1	1
95	мы имеем в	1	1
96	смысле этого слова	1	1
97	в нормальный обиход	1	1
98	помощью которого они	1	1
99	в этом смысле	3	1
100	вот один из	1	1
101	потому что оно	1	1
102	пр и пр	1	1
103	и т д	14	1
104	в том что	15	1
105	и с его	1	1
106	что и в	1	1
107	является как бы	1	1
