N	2gram	Losev_Vlad_2	Mirosoze
1	и в	30	46
2	у достоевского	2	34
3	в нем	4	22
4	у него	19	22
5	может быть	7	21
6	в этом	20	20
7	не только	12	18
8	и не	18	18
9	никогда не	7	18
10	для него	9	18
11	но и	8	15
12	не может	9	15
13	как и	5	13
14	а не	7	13
15	не есть	4	13
16	друг друга	2	12
17	прежде всего	6	12
18	потому что	9	12
19	и он	4	11
20	не было	10	11
21	но он	3	11
22	в ней	4	11
23	у нас	6	11
24	но в	8	10
25	та же	1	10
26	в себе	6	10
27	он не	4	10
28	он был	6	9
29	не в	9	9
30	и есть	2	8
31	отношение к	4	8
32	в своем	8	8
33	на земле	2	8
34	любовь к	1	8
35	так как	5	8
36	она не	2	8
37	как бы	5	8
38	но это	4	8
39	как в	3	7
40	и к	6	7
41	в нашем	1	7
42	в этой	4	7
43	человек не	2	7
44	зла и	1	7
45	любви к	1	7
46	хотя бы	3	7
47	и потому	2	7
48	и для	3	7
49	что он	13	7
50	что это	4	6
51	в бесах	1	6
52	в русской	1	6
53	не могу	2	6
54	он сам	2	6
55	и здесь	1	6
56	так же	4	6
57	того что	5	6
58	жизни и	6	6
59	по преимуществу	1	5
60	то же	4	5
61	есть не	1	5
62	я не	4	5
63	совсем не	4	5
64	в самом	2	5
65	бы и	1	5
66	и вот	3	5
67	что она	1	5
68	что все	1	5
69	бога и	1	5
70	в своей	5	5
71	в отношении	3	5
72	в конце	13	5
73	во всем	1	5
74	и его	6	5
75	к тому	2	5
76	и это	3	5
77	те же	3	5
78	добра и	1	5
79	это не	2	5
80	человеческого духа	1	5
81	в его	11	5
82	для того	2	5
83	то что	20	5
84	тот кто	1	5
85	и все	7	5
86	также и	6	4
87	к чему	1	4
88	с его	4	4
89	у них	1	4
90	его на	3	4
91	думать что	1	4
92	чем у	1	4
93	в жизни	1	4
94	народа и	2	4
95	том что	12	4
96	его отношение	1	4
97	не имеет	2	4
98	того чтобы	2	4
99	бога не	1	4
100	только и	3	4
101	перед ним	1	4
102	должны быть	1	4
103	так и	5	4
104	для этого	1	4
105	в русском	2	4
106	и женщины	1	4
107	себя в	2	4
108	уже не	3	4
109	что и	3	4
110	в свою	3	4
111	мужчины и	1	4
112	они не	1	4
113	до конца	7	4
114	есть уже	1	4
115	что в	12	4
116	смысле слова	1	3
117	высшей степени	1	3
118	той же	4	3
119	начала в	1	3
120	и самого	1	3
121	и на	4	3
122	иное как	1	3
123	в чем	2	3
124	менее всего	1	3
125	что нет	1	3
126	духа и	1	3
127	идея и	1	3
128	он в	1	3
129	как он	2	3
130	и она	2	3
131	в россии	3	3
132	не будет	1	3
133	и с	14	3
134	на все	2	3
135	его в	4	3
136	с самим	1	3
137	ни в	7	3
138	в них	3	3
139	он же	2	3
140	в высшей	1	3
141	все равно	1	3
142	всю жизнь	1	3
143	не мог	8	3
144	в такой	1	3
145	любовь и	1	3
146	того как	2	3
147	что иное	1	3
148	и всегда	1	3
149	он хочет	1	3
150	только с	1	3
151	ничего подобного	1	3
152	если бы	1	3
153	с ним	5	3
154	и перед	1	3
155	и должно	1	3
156	о том	4	3
157	и во	2	3
158	жизни он	1	3
159	и можно	2	3
160	что они	1	3
161	к которой	1	3
162	в том	18	3
163	только в	6	3
164	не так	1	3
165	тем что	1	3
166	от того	1	3
167	до сих	1	3
168	с которым	2	3
169	нет ничего	3	3
170	жизни в	2	3
171	сих пор	1	3
172	и от	2	3
173	отношении к	1	3
174	сказать что	11	3
175	не что	1	3
176	есть и	2	3
177	в своих	2	3
