N	2gram	Potebnia_M_2	Freidism
1	таким образом	11	24
2	и не	19	23
3	не может	12	20
4	прежде всего	7	18
5	в этом	8	15
6	в его	2	15
7	в душе	23	13
8	мы можем	12	13
9	может быть	23	13
10	и его	2	12
11	все эти	2	11
12	как и	7	11
13	с точки	1	11
14	как бы	9	11
15	то что	20	11
16	самом деле	2	10
17	но в	4	10
18	его в	3	10
19	с ним	5	10
20	как мы	1	10
21	так и	5	10
22	и потому	2	10
23	с его	2	9
24	во всех	7	9
25	по отношению	2	9
26	и в	24	9
27	в сознание	10	9
28	то же	12	8
29	не только	15	8
30	он не	1	8
31	еще не	4	8
32	оно и	1	8
33	что он	4	8
34	только в	11	8
35	так как	10	8
36	все это	2	8
37	и все	3	8
38	все что	3	8
39	в самом	4	7
40	мы уже	1	7
41	отношение к	1	7
42	и наконец	1	7
43	ни в	1	7
44	мы видели	1	7
45	те же	3	7
46	к нему	1	7
47	один из	2	7
48	тот же	5	7
49	мы знаем	2	7
50	всяком случае	7	7
51	что же	1	7
52	сказать что	2	7
53	во всяком	7	7
54	в ней	3	6
55	за пределы	2	6
56	так сказать	4	6
57	и с	1	6
58	того что	7	6
59	для него	10	6
60	вовсе не	9	6
61	никогда не	4	6
62	хотя бы	2	6
63	я и	1	5
64	на самом	2	5
65	и на	8	5
66	в чем	7	5
67	что такое	2	5
68	знаем что	1	5
69	не в	13	5
70	мы должны	2	5
71	в то	6	5
72	в каком	3	5
73	могут быть	8	5
74	в себя	2	5
75	душе человека	1	5
76	но мы	3	5
77	можно сказать	1	5
78	для того	5	5
79	по мнению	1	5
80	в большинстве	1	5
81	большинстве случаев	1	5
82	и прежде	1	5
83	а в	8	5
84	но и	9	5
85	связь с	1	5
86	с этим	7	5
87	его жизни	1	5
88	в свою	6	5
89	что в	16	5
90	и за	1	4
91	той же	3	4
92	связанных с	1	4
93	мы не	11	4
94	в которой	5	4
95	совсем не	2	4
96	но не	12	4
97	нашего сознания	1	4
98	в собственном	2	4
99	все же	5	4
100	не было	6	4
101	из этих	4	4
102	с их	1	4
103	в нем	9	4
104	всех этих	2	4
105	на этом	2	4
106	то ни	1	4
107	связанные с	2	4
108	при этом	13	4
109	об этом	1	4
110	с другими	5	4
111	в жизни	2	4
112	на основании	1	4
113	во время	4	4
114	не менее	5	4
115	же время	2	4
116	таким путем	4	4
117	потому что	49	4
118	и для	3	4
119	к тому	1	4
120	если мы	3	4
121	того чтобы	2	4
122	с самого	2	4
123	это только	1	4
124	которой мы	2	4
125	организма и	1	4
126	с ними	3	4
127	конечно не	1	4
128	уже не	4	4
129	не дает	2	4
130	в котором	4	4
131	мы находим	2	4
132	от того	5	4
133	на которые	1	4
134	и др	1	4
135	себя и	2	4
136	и о	1	4
137	в более	1	4
138	сознания и	1	4
139	в этих	3	4
140	между ними	2	4
141	в последнем	1	4
142	в таком	4	4
143	таком случае	2	3
144	человека и	3	3
145	и есть	2	3
146	собственном смысле	1	3
147	на место	1	3
148	а только	8	3
149	в общем	2	3
150	один и	1	3
151	как в	10	3
152	и той	2	3
153	и как	6	3
154	между двумя	6	3
155	всего к	1	3
156	и тот	2	3
157	в себе	10	3
158	главным образом	4	3
159	о которой	3	3
160	одной и	2	3
161	и по	2	3
162	что все	2	3
163	и может	3	3
164	где оно	2	3
165	может стать	2	3
166	было бы	13	3
167	и чувств	2	3
168	такой же	4	3
169	мысли и	1	3
170	можем сказать	1	3
171	тому что	2	3
172	самого начала	2	3
173	одна из	4	3
174	на него	3	3
175	мыслей и	1	3
176	внутренней и	1	3
177	в сознании	23	3
178	две группы	2	3
