N	3gram	Potebnia_M_2	Narrotol
1	в том что	7	5
2	то же время	2	4
3	и тем самым	1	4
4	в то же	2	4
5	не может быть	2	4
6	подобно тому как	4	3
7	для того чтобы	2	3
8	тем не менее	5	3
9	о том что	1	2
10	состоит в том	1	2
11	до сих пор	4	2
12	сами по себе	7	2
13	в отличие от	1	2
14	друг на друга	1	2
15	заключает в себе	4	2
16	одно и то	2	2
17	может быть не	3	2
18	и то же	2	2
19	в связи с	1	2
20	не только от	1	2
21	дело в том	1	2
22	во всяком случае	7	2
23	в свою очередь	6	2
24	не только на	1	2
25	на то что	3	2
26	что одно и	1	2
27	и того же	6	1
28	не может обойтись	2	1
29	и в жизни	2	1
30	внимания то есть	1	1
31	только потому что	2	1
32	свидетельствует не только	1	1
33	мере того как	4	1
34	более или менее	8	1
35	выражается в слове	1	1
36	большей или меньшей	1	1
37	по мере того	4	1
38	один и тот	1	1
39	что и для	1	1
40	с другой стороны	2	1
41	и не может	1	1
42	было для него	2	1
43	том случае если	1	1
44	сам по себе	4	1
45	при этом что	1	1
46	не говорит нам	1	1
47	бы то ни	1	1
48	что не только	1	1
49	из того что	1	1
50	она входит в	1	1
51	по крайней мере	5	1
52	не то что	1	1
53	в том случае	1	1
54	мы не видим	1	1
55	как и в	1	1
56	между ними не	1	1
57	то ни было	1	1
58	мы не знаем	1	1
59	с одной стороны	3	1
60	и тот же	1	1
61	так как это	1	1
62	том как именно	1	1
63	и как бы	1	1
64	потому что в	1	1
65	в большей или	1	1
66	из них не	1	1
67	столь же мало	1	1
68	что у него	1	1
69	быть не только	1	1
70	мы не можем	3	1
71	то что мы	2	1
72	само по себе	2	1
73	на том как	1	1
74	слова должны были	1	1
75	и в самом	1	1
76	собственно говоря и	1	1
77	в нашем сознании	1	1
78	но все же	1	1
79	одного и того	6	1
80	друг от друга	1	1
81	если бы не	1	1
82	во втором случае	1	1
83	не отличается от	1	1
84	не о том	1	1
85	на самом деле	2	1
86	мы тем не	1	1
87	в целом как	1	1
88	обратим внимание на	1	1
89	и т д	3	1
90	при этом по	1	1
