N	2gram	Tiupa_Narr_1	Problema
1	и в	19	30
2	то есть	19	21
3	не только	32	18
4	то что	11	18
5	в этом	17	17
6	том что	14	17
7	и даже	3	14
8	таким образом	1	13
9	но и	23	13
10	потому что	1	13
11	также и	1	12
12	о том	6	12
13	в его	9	12
14	а именно	3	12
15	в том	18	12
16	и не	20	12
17	в своем	2	11
18	у него	4	11
19	в этой	5	10
20	для нас	1	10
21	точки зрения	10	10
22	все же	7	9
23	на земле	1	9
24	но в	6	9
25	как символ	1	9
26	и вообще	1	9
27	который в	2	9
28	только в	4	9
29	и все	2	9
30	сказать что	4	9
31	хотя и	3	8
32	с точки	2	8
33	в конце	1	8
34	вовсе не	1	8
35	но не	5	7
36	как и	7	7
37	не в	14	7
38	никогда не	3	7
39	связи с	4	7
40	у нас	1	7
41	здесь не	4	7
42	так и	9	7
43	что он	6	7
44	до нас	1	7
45	может быть	25	7
46	говорит о	2	7
47	в связи	2	7
48	в результате	2	7
49	и на	3	6
50	и как	5	6
51	в нем	4	6
52	его в	2	6
53	несмотря на	2	6
54	и его	5	6
55	можно сказать	5	6
56	что и	1	6
57	уже не	5	6
58	с другой	8	6
59	прежде всего	4	6
60	как бы	4	6
61	и для	2	6
62	а в	11	6
63	другой стороны	4	6
64	и то	1	5
65	для себя	1	5
66	в году	1	5
67	тем не	3	5
68	в силу	4	5
69	и с	4	5
70	он и	1	5
71	но он	1	5
72	что этот	1	5
73	не менее	3	5
74	что у	2	5
75	и у	1	5
76	мы можем	1	5
77	а не	12	5
78	не может	10	5
79	так же	2	5
80	как раз	2	5
81	будто бы	3	5
82	в самом	1	5
83	что в	3	5
84	того же	1	4
85	едва ли	1	4
86	и он	3	4
87	отнюдь не	5	4
88	и к	1	4
89	в себе	8	4
90	при этом	9	4
91	но все	4	4
92	же не	4	4
93	об этом	1	4
94	было бы	4	4
95	ни в	3	4
96	не мог	4	4
97	не так	1	4
98	по крайней	1	4
99	любви и	1	4
100	в то	3	4
101	как о	1	4
102	все еще	1	4
103	и сам	1	4
104	некоторого рода	2	4
105	нас в	1	4
106	крайней мере	1	4
107	или в	2	4
108	в качестве	21	4
109	далеко не	5	4
110	а с	3	4
111	нового времени	2	4
112	если не	4	4
113	в частности	14	4
114	в смысле	1	4
115	под названием	1	4
116	жизни в	3	4
117	в виду	1	3
118	в ней	3	3
119	и самого	3	3
120	еще не	7	3
121	он сам	2	3
122	иное как	2	3
123	в ее	3	3
124	совсем не	1	3
125	что они	3	3
126	что касается	2	3
127	в противоположность	2	3
128	от этого	1	3
129	бы не	2	3
130	с одной	7	3
131	он не	3	3
132	в другом	1	3
133	этом смысле	1	3
134	всю свою	1	3
135	не всегда	2	3
136	однако в	2	3
137	в русской	1	3
138	что иное	2	3
139	в самой	1	3
140	и после	2	3
141	как будто	3	3
142	в шмида	5	3
143	он видит	1	3
144	с ним	1	3
145	внимание на	1	3
146	и который	1	3
147	а также	7	3
148	к нему	5	3
149	русской литературе	1	3
150	и знает	1	3
151	все время	1	3
152	же в	4	3
153	того что	1	3
154	тот же	1	3
155	и тем	4	3
156	в начале	1	3
157	именно в	6	3
158	одной стороны	7	3
159	мира в	5	3
160	видит в	1	3
161	быть только	1	3
162	о котором	1	3
163	не что	2	3
164	точно так	2	3
165	таком случае	2	2
166	жил в	1	2
167	кто иной	1	2
168	самом деле	2	2
169	мере в	1	2
170	за все	1	2
171	характерное для	1	2
172	и до	2	2
173	поэтому и	1	2
174	то же	4	2
175	и за	1	2
176	по его	1	2
177	мы имеем	2	2
178	мы не	1	2
179	но ясно	1	2
180	в таком	2	2
181	все эти	2	2
182	в чем	1	2
183	обыкновенный человек	1	2
184	в духовном	1	2
185	мы будем	1	2
186	не то	2	2
187	не входит	1	2
188	не все	5	2
189	по отношению	7	2
190	отношение к	2	2
191	как в	7	2
192	что именно	2	2
193	когда он	3	2
194	в нашей	1	2
195	тоже не	1	2
196	на его	1	2
197	всем своем	1	2
198	или иных	1	2
199	то ни	3	2
200	это не	2	2
201	по мысли	3	2
202	но уже	1	2
203	в них	1	2
204	ночь и	1	2
205	с такой	1	2
206	и тогда	1	2
207	и сейчас	2	2
208	от боли	1	2
209	в котором	1	2
210	себе а	1	2
211	и более	1	2
212	дело в	1	2
213	и сама	1	2
214	на него	3	2
215	почему в	1	2
216	ничего не	2	2
217	при всем	2	2
218	по своей	3	2
219	и является	1	2
220	тем что	3	2
221	в области	2	2
222	точке зрения	1	2
223	не могут	1	2
224	к тому	7	2
225	как мы	3	2
226	данном случае	4	2
227	всей своей	2	2
228	можно было	2	2
229	здесь как	1	2
230	не кто	1	2
231	по себе	5	2
232	бы то	3	2
233	в значительной	2	2
234	нет у	2	2
235	в драме	1	2
236	между тем	3	2
237	во втором	4	2
238	и только	2	2
239	вслед за	4	2
240	здесь в	1	2
241	в какой	2	2
242	иной как	1	2
243	или же	1	2
244	со всеми	1	2
245	есть в	2	2
246	уже в	3	2
247	свидетельствует о	1	2
248	из них	3	2
249	то у	1	2
250	и делает	1	2
251	до сих	1	2
252	что не	4	2
253	то и	1	2
254	мы и	1	2
255	человеческой жизни	1	2
256	о себе	1	2
257	однако для	1	2
258	в данном	5	2
259	наряду с	2	2
260	да и	4	2
261	такого рода	7	2
262	в мир	1	2
263	по существу	2	2
264	в это	1	2
265	с этой	1	2
266	сих пор	1	2
267	один из	3	2
268	тех или	1	2
269	мира и	2	2
270	человек и	1	2
271	хотя бы	4	2
272	не будет	3	2
273	в свою	3	2
274	отношению к	6	2
275	жизни и	3	2
276	но еще	1	2
277	по поводу	1	2
278	после его	1	2
279	в роли	2	2
280	том числе	6	2
281	небо и	1	2
282	они не	2	2
283	он стоит	1	1
284	отношения к	2	1
285	его матери	1	1
286	сам по	1	1
287	о любви	1	1
288	на самом	1	1
289	это и	3	1
290	и есть	1	1
291	ему что	1	1
292	к другому	2	1
293	из его	1	1
294	мать и	1	1
295	в их	1	1
296	мы уже	1	1
297	а как	1	1
298	надо было	1	1
299	что если	1	1
300	на себя	3	1
301	не случаен	1	1
302	жизни как	3	1
303	и ее	2	1
304	не знают	1	1
305	что существует	1	1
306	со времен	1	1
307	пребывания в	1	1
308	не от	2	1
309	становится в	1	1
310	а еще	1	1
311	этот текст	1	1
312	нам представляется	1	1
313	время в	2	1
314	с его	6	1
315	не требует	1	1
316	свою жизнь	1	1
317	что было	1	1
318	если в	3	1
319	в едином	1	1
320	или иное	2	1
321	первый взгляд	2	1
322	что когда-то	1	1
323	вспомним что	1	1
324	перед нами	4	1
325	рода но	2	1
326	могли бы	1	1
327	что по	2	1
328	и наконец	1	1
329	в небе	1	1
330	или иную	2	1
331	то в	6	1
332	из жизни	1	1
333	как то	1	1
334	что это	3	1
335	а во-вторых	1	1
336	формы в	1	1
337	так или	2	1
338	из этих	3	1
339	в тех	1	1
340	может считаться	1	1
341	рассказ о	1	1
342	имеет для	1	1
343	но на	1	1
344	всей его	2	1
345	больше всего	1	1
346	он ни	1	1
347	и миф	1	1
348	освобождает и	1	1
349	состоит в	13	1
350	содержит в	1	1
351	не могли	1	1
352	что ни	1	1
353	и по	1	1
354	уже по	1	1
355	к очень	1	1
356	себя и	2	1
357	единое целое	1	1
358	а по	2	1
359	времени и	7	1
360	времени в	2	1
361	входит в	1	1
362	от одного	2	1
363	грядущего в	1	1
364	страдает от	1	1
365	с начала	1	1
366	должен был	1	1
367	с богом	1	1
368	говорил в	1	1
369	ту или	2	1
370	символики это	1	1
371	их на	1	1
372	на первый	2	1
373	себе с	1	1
374	и при	1	1
375	в следующем	1	1
376	не столько	4	1
377	и действиях	1	1
378	не как	2	1
379	жизни с	1	1
380	своего рода	12	1
381	которая может	1	1
382	нельзя было	1	1
383	том чтобы	1	1
384	силу и	1	1
385	их в	1	1
386	вместе со	1	1
387	культурной жизни	1	1
388	даже в	2	1
389	вплоть до	2	1
390	тем самым	6	1
391	в людях	1	1
392	не имеет	2	1
393	о чем	2	1
394	которого он	2	1
395	себе самом	2	1
396	для всего	1	1
397	из четырех	1	1
398	именно с	1	1
399	людей так	1	1
400	же время	4	1
401	к ней	1	1
402	является ли	1	1
403	было не	1	1
404	и оказывается	1	1
405	ему в	2	1
406	и оно	1	1
407	представляется нам	1	1
408	к себе	5	1
409	когда мы	2	1
410	здесь совершенно	2	1
411	в состав	1	1
412	как только	1	1
413	как для	1	1
414	той или	4	1
415	силу которого	1	1
416	где он	1	1
417	она не	2	1
418	от которой	1	1
419	сведенная к	1	1
420	всем миром	1	1
421	но по	1	1
422	с ее	3	1
423	говорит и	2	1
424	на другой	2	1
425	то или	3	1
426	это путь	1	1
427	и когда	2	1
428	по аналогии	1	1
429	из двух	3	1
430	те же	4	1
431	разум но	1	1
432	что никогда	1	1
433	мог бы	3	1
434	когда в	1	1
435	еще одного	1	1
