N	3gram	Bakhtin_Pr_2	Tvorches
1	в романах достоевского	2	12
2	и т д	4	11
3	то же время	5	7
4	в то же	5	7
5	в романе достоевского	1	5
6	в творчестве достоевского	2	4
7	по отношению к	5	3
8	до сих пор	7	3
9	не может быть	4	3
10	но прежде всего	1	2
11	в самом деле	4	2
12	и не может	4	2
13	в таком случае	1	2
14	в отличие от	4	2
15	на этот вопрос	2	2
16	в произведениях достоевского	3	2
17	по крайней мере	1	2
18	в том же	1	2
19	что у достоевского	1	2
20	все же не	1	2
21	во всяком случае	1	2
22	с другой стороны	3	2
23	так и в	1	2
24	и т п	9	2
25	о том что	1	2
26	в одном из	1	2
27	у достоевского нет	1	2
28	с полным правом	1	2
29	в том что	1	2
30	он живет в	1	1
31	хотя и не	2	1
32	мы уже говорили	3	1
33	дело в том	1	1
34	более глубокой и	1	1
35	в том числе	1	1
36	о том как	1	1
37	творчестве достоевского в	1	1
38	же как и	1	1
39	сами по себе	1	1
40	мы как бы	1	1
41	является одним из	1	1
42	а может быть	1	1
43	что в нем	1	1
44	же время достоевский	1	1
45	униженных и оскорбленных	1	1
46	можно было бы	3	1
47	в письме к	2	1
48	так сказать в	1	1
49	на него в	1	1
50	но в таком	1	1
51	но в то	3	1
52	оно никогда не	1	1
53	достоевского не может	1	1
54	но при этом	2	1
55	таком случае это	1	1
56	ивана карамазова с	1	1
57	той или иной	3	1
58	в связи с	1	1
59	сюжет у достоевского	1	1
60	в виду что	1	1
61	таким-то образом и	1	1
62	к тому же	3	1
63	не знал чем	1	1
64	одну и ту	1	1
65	в то время	2	1
66	это еще не	1	1
67	достоевского прежде всего	1	1
68	не лежит в	1	1
69	другой стороны и	2	1
70	то что не	1	1
71	прежде всего возникает	1	1
72	том числе и	1	1
73	и ту же	1	1
74	в каждом из	1	1
75	не о том	1	1
76	друг за другом	1	1
77	и в том	1	1
78	не приходит в	1	1
79	творчестве достоевского но	1	1
80	совершенно не учитывает	1	1
81	как и в	3	1
82	в душу героя	1	1
83	романа достоевского как	1	1
84	и в другом	1	1
