N	3gram	Tiupa_Anal_3	Istorich
1	с другой стороны	5	8
2	в этом случае	1	7
3	с одной стороны	2	7
4	о том что	5	4
5	в связи с	1	4
6	тем не менее	2	4
7	здесь мы имеем	1	3
8	не может быть	1	3
9	для того чтобы	1	3
10	это уже не	1	2
11	том что при	1	2
12	по отношению к	7	2
13	до сих пор	1	2
14	в данном случае	3	2
15	в том чтобы	1	2
16	не только в	1	2
17	в том что	7	2
18	как и в	4	2
19	что и в	1	2
20	к тому времени	1	1
21	к этому же	1	1
22	на самом деле	1	1
23	и он же	1	1
24	с точки зрения	2	1
25	в зависимости от	1	1
26	сам по себе	1	1
27	что он не	1	1
28	в отличие от	2	1
29	ведь это не	1	1
30	что мы знаем	1	1
31	состоит не в	1	1
32	то же время	3	1
33	и здесь мы	1	1
34	дело не в	1	1
35	одна из наиболее	1	1
36	между мифом и	1	1
37	не в том	1	1
38	мирового фольклора и	1	1
39	во всяком случае	2	1
40	в истории не	1	1
41	мы знаем о	1	1
42	таким образом в	1	1
43	все того же	1	1
44	в свою очередь	4	1
45	само по себе	1	1
46	в пределах одной	1	1
47	вопрос о том	1	1
48	в самом деле	1	1
49	подобно тому как	2	1
50	можно сказать что	2	1
51	ничего не говорит	1	1
52	совершенно очевидно что	2	1
53	в частности с	1	1
54	в то же	3	1
55	они могут быть	1	1
56	мы должны иметь	1	1
57	во многих отношениях	1	1
58	здесь как и	1	1
59	о чем речь	2	1
